Time,Short Temp Sensor,Long Temp Sensor,A6581T,S7081
2020-07-05 06:06:38.627688,24.03125,24.171875,+10.0003040E+00,    10.0010485 
2020-07-05 06:07:34.332281,24.0234375,24.171875,+10.0003056E+00,    10.0010489 
2020-07-05 06:08:29.934946,24.0234375,24.171875,+10.0003049E+00,    10.0010482 
2020-07-05 06:09:25.538739,24.03125,24.1640625,+10.0003049E+00,    10.0010476 
2020-07-05 06:10:21.143837,24.03125,24.171875,+10.0003051E+00,    10.0010466 
2020-07-05 06:11:16.744816,24.0234375,24.171875,+10.0003055E+00,    10.0010471 
2020-07-05 06:12:12.320604,24.03125,24.1796875,+10.0003047E+00,    10.0010476 
2020-07-05 06:13:07.951135,24.03125,24.171875,+10.0003050E+00,    10.0010466 
2020-07-05 06:14:03.555012,24.0234375,24.171875,+10.0003047E+00,    10.0010479 
2020-07-05 06:14:59.157203,24.0234375,24.171875,+10.0003047E+00,    10.0010467 
2020-07-05 06:15:54.864995,24.03125,24.1796875,+10.0003044E+00,    10.0010474 
2020-07-05 06:16:50.465983,24.0390625,24.1796875,+10.0003047E+00,    10.0010476 
2020-07-05 06:17:46.171812,24.03125,24.1796875,+10.0003043E+00,    10.0010473 
2020-07-05 06:18:41.877908,24.03125,24.171875,+10.0003050E+00,    10.0010469 
2020-07-05 06:19:37.582801,24.03125,24.1796875,+10.0003047E+00,    10.0010474 
2020-07-05 06:20:33.176262,24.03125,24.1796875,+10.0003051E+00,    10.0010478 
2020-07-05 06:21:28.893249,24.0390625,24.1796875,+10.0003059E+00,    10.0010470 
2020-07-05 06:22:24.494690,24.03125,24.1796875,+10.0003062E+00,    10.0010457 
2020-07-05 06:23:20.199649,24.0390625,24.171875,+10.0003057E+00,    10.0010464 
2020-07-05 06:24:15.905797,24.03125,24.1796875,+10.0003053E+00,    10.0010460 
2020-07-05 06:25:11.611183,24.03125,24.1796875,+10.0003058E+00,    10.0010466 
2020-07-05 06:26:07.214985,24.03125,24.1796875,+10.0003047E+00,    10.0010463 
2020-07-05 06:27:02.920391,24.03125,24.1796875,+10.0003049E+00,    10.0010463 
2020-07-05 06:27:58.626185,24.0390625,24.1796875,+10.0003055E+00,    10.0010462 
2020-07-05 06:28:54.332040,24.0390625,24.1796875,+10.0003051E+00,    10.0010456 
2020-07-05 06:29:50.038061,24.03125,24.1796875,+10.0003055E+00,    10.0010453 
2020-07-05 06:30:45.743371,24.03125,24.1796875,+10.0003058E+00,    10.0010454 
2020-07-05 06:31:41.654795,24.0390625,24.1875,+10.0003061E+00,    10.0010449 
2020-07-05 06:32:37.359043,24.03125,24.1796875,+10.0003056E+00,    10.0010442 
2020-07-05 06:33:32.939280,24.0390625,24.1796875,+10.0003057E+00,    10.0010463 
2020-07-05 06:34:28.471697,24.03125,24.1796875,+10.0003055E+00,    10.0010443 
2020-07-05 06:35:24.070178,24.03125,24.1875,+10.0003061E+00,    10.0010442 
2020-07-05 06:36:19.774499,24.0390625,24.1796875,+10.0003061E+00,    10.0010428 
2020-07-05 06:37:15.476348,24.0390625,24.1875,+10.0003047E+00,    10.0010440 
2020-07-05 06:38:11.188597,24.046875,24.1796875,+10.0003051E+00,    10.0010437 
2020-07-05 06:39:06.887267,24.0390625,24.1875,+10.0003056E+00,    10.0010444 
2020-07-05 06:40:02.798031,24.046875,24.1875,+10.0003055E+00,    10.0010446 
2020-07-05 06:40:58.503478,24.0390625,24.1875,+10.0003058E+00,    10.0010435 
2020-07-05 06:41:54.208671,24.0390625,24.1875,+10.0003060E+00,    10.0010438 
2020-07-05 06:42:49.811976,24.046875,24.1875,+10.0003067E+00,    10.0010435 
2020-07-05 06:43:45.518340,24.046875,24.1875,+10.0003052E+00,    10.0010427 
2020-07-05 06:44:41.223136,24.0390625,24.1875,+10.0003054E+00,    10.0010422 
2020-07-05 06:45:36.928752,24.046875,24.1875,+10.0003048E+00,    10.0010422 
2020-07-05 06:46:32.634015,24.046875,24.1875,+10.0003052E+00,    10.0010425 
2020-07-05 06:47:28.340136,24.046875,24.1875,+10.0003051E+00,    10.0010426 
2020-07-05 06:48:23.943049,24.0546875,24.1953125,+10.0003052E+00,    10.0010421 
2020-07-05 06:49:19.544812,24.0546875,24.1953125,+10.0003045E+00,    10.0010413 
2020-07-05 06:50:15.170213,24.0546875,24.1953125,+10.0003055E+00,    10.0010411 
2020-07-05 06:51:10.854417,24.0546875,24.1953125,+10.0003048E+00,    10.0010421 
2020-07-05 06:52:06.560421,24.046875,24.1953125,+10.0003056E+00,    10.0010419 
2020-07-05 06:53:02.266554,24.0625,24.1875,+10.0003058E+00,    10.0010411 
2020-07-05 06:53:57.971252,24.0625,24.1953125,+10.0003055E+00,    10.0010419 
2020-07-05 06:54:53.677694,24.0625,24.1953125,+10.0003059E+00,    10.0010413 
2020-07-05 06:55:49.280120,24.0625,24.1953125,+10.0003062E+00,    10.0010414 
2020-07-05 06:56:44.987363,24.0625,24.1953125,+10.0003052E+00,    10.0010408 
2020-07-05 06:57:40.692025,24.0546875,24.1953125,+10.0003053E+00,    10.0010395 
2020-07-05 06:58:36.294473,24.0625,24.203125,+10.0003058E+00,    10.0010410 
2020-07-05 06:59:31.927046,24.0703125,24.203125,+10.0003060E+00,    10.0010402 
2020-07-05 07:00:27.603958,24.0625,24.1953125,+10.0003067E+00,    10.0010399 
2020-07-05 07:01:23.205829,24.0625,24.1953125,+10.0003048E+00,    10.0010395 
2020-07-05 07:02:18.912837,24.0625,24.203125,+10.0003058E+00,    10.0010394 
2020-07-05 07:03:14.618116,24.0625,24.203125,+10.0003054E+00,    10.0010393 
2020-07-05 07:04:10.329183,24.0546875,24.203125,+10.0003060E+00,    10.0010391 
2020-07-05 07:05:06.027524,24.0625,24.203125,+10.0003067E+00,    10.0010388 
2020-07-05 07:06:01.734156,24.0703125,24.203125,+10.0003064E+00,    10.0010388 
2020-07-05 07:06:57.336955,24.0625,24.203125,+10.0003059E+00,    10.0010385 
2020-07-05 07:07:52.940117,24.0625,24.2109375,+10.0003061E+00,    10.0010389 
2020-07-05 07:08:48.749086,24.0703125,24.203125,+10.0003063E+00,    10.0010391 
2020-07-05 07:09:44.454105,24.0703125,24.203125,+10.0003058E+00,    10.0010384 
2020-07-05 07:10:40.056595,24.0703125,24.2109375,+10.0003063E+00,    10.0010385 
2020-07-05 07:11:35.762078,24.0703125,24.2109375,+10.0003061E+00,    10.0010391 
2020-07-05 07:12:31.297543,24.0625,24.2109375,+10.0003058E+00,    10.0010378 
2020-07-05 07:13:26.969007,24.0625,24.2109375,+10.0003063E+00,    10.0010388 
2020-07-05 07:14:22.675136,24.0625,24.203125,+10.0003065E+00,    10.0010377 
2020-07-05 07:15:18.379223,24.0625,24.2109375,+10.0003056E+00,    10.0010370 
2020-07-05 07:16:13.982623,24.0703125,24.2109375,+10.0003064E+00,    10.0010372 
2020-07-05 07:17:09.689794,24.0703125,24.2109375,+10.0003064E+00,    10.0010380 
2020-07-05 07:18:05.291979,24.0703125,24.2109375,+10.0003070E+00,    10.0010369 
2020-07-05 07:19:00.997173,24.0625,24.2109375,+10.0003067E+00,    10.0010377 
2020-07-05 07:19:56.702388,24.0703125,24.2109375,+10.0003061E+00,    10.0010372 
2020-07-05 07:20:52.306612,24.0703125,24.2109375,+10.0003054E+00,    10.0010369 
2020-07-05 07:21:48.011098,24.078125,24.21875,+10.0003061E+00,    10.0010372 
2020-07-05 07:22:43.716400,24.0703125,24.21875,+10.0003064E+00,    10.0010374 
2020-07-05 07:23:39.320252,24.078125,24.2109375,+10.0003061E+00,    10.0010367 
2020-07-05 07:24:34.922799,24.078125,24.21875,+10.0003066E+00,    10.0010365 
2020-07-05 07:25:30.628293,24.078125,24.21875,+10.0003060E+00,    10.0010367 
2020-07-05 07:26:26.334184,24.078125,24.21875,+10.0003071E+00,    10.0010367 
2020-07-05 07:27:21.937045,24.0625,24.21875,+10.0003069E+00,    10.0010355 
2020-07-05 07:28:17.642011,24.046875,24.21875,+10.0003063E+00,    10.0010346 
2020-07-05 07:29:13.244811,24.0390625,24.21875,+10.0003068E+00,    10.0010328 
2020-07-05 07:30:08.849098,24.0234375,24.21875,+10.0003062E+00,    10.0010311 
2020-07-05 07:31:04.554992,24.0078125,24.21875,+10.0003063E+00,    10.0010309 
2020-07-05 07:32:00.259695,24.0078125,24.21875,+10.0003072E+00,    10.0010303 
2020-07-05 07:32:56.170367,24.0,24.21875,+10.0003064E+00,    10.0010286 
2020-07-05 07:33:51.876099,23.9921875,24.21875,+10.0003060E+00,    10.0010272 
2020-07-05 07:34:47.581163,23.9921875,24.21875,+10.0003064E+00,    10.0010257 
2020-07-05 07:35:43.184624,23.9921875,24.21875,+10.0003060E+00,    10.0010250 
2020-07-05 07:36:38.889516,23.984375,24.21875,+10.0003060E+00,    10.0010236 
2020-07-05 07:37:34.597677,23.984375,24.21875,+10.0003059E+00,    10.0010228 
2020-07-05 07:38:30.198558,23.96875,24.21875,+10.0003067E+00,    10.0010216 
2020-07-05 07:39:25.904374,23.96875,24.21875,+10.0003065E+00,    10.0010199 
2020-07-05 07:40:21.610467,23.9453125,24.21875,+10.0003065E+00,    10.0010199 
2020-07-05 07:41:17.213983,23.9296875,24.21875,+10.0003069E+00,    10.0010174 
2020-07-05 07:42:12.918545,23.921875,24.2109375,+10.0003058E+00,    10.0010169 
2020-07-05 07:43:08.523609,23.90625,24.2109375,+10.0003068E+00,    10.0010157 
2020-07-05 07:44:04.229177,23.8984375,24.2109375,+10.0003065E+00,    10.0010135 
2020-07-05 07:45:00.139576,23.8828125,24.2109375,+10.0003066E+00,    10.0010138 
2020-07-05 07:45:55.844980,23.875,24.203125,+10.0003062E+00,    10.0010122 
2020-07-05 07:46:51.551098,23.8671875,24.1953125,+10.0003058E+00,    10.0010109 
2020-07-05 07:47:47.255470,23.8515625,24.1953125,+10.0003069E+00,    10.0010104 
2020-07-05 07:48:42.962214,23.8359375,24.1953125,+10.0003067E+00,    10.0010089 
2020-07-05 07:49:38.668085,23.828125,24.1953125,+10.0003066E+00,    10.0010073 
2020-07-05 07:50:34.269328,23.8203125,24.1953125,+10.0003062E+00,    10.0010057 
2020-07-05 07:51:29.858348,23.8046875,24.1875,+10.0003063E+00,    10.0010044 
2020-07-05 07:52:25.579336,23.796875,24.1796875,+10.0003062E+00,    10.0010035 
2020-07-05 07:53:21.285609,23.796875,24.1796875,+10.0003062E+00,    10.0010020 
2020-07-05 07:54:16.888232,23.7890625,24.1796875,+10.0003063E+00,    10.0010009 
2020-07-05 07:55:12.593493,23.7890625,24.171875,+10.0003064E+00,    10.0009998 
2020-07-05 07:56:08.197366,23.78125,24.171875,+10.0003069E+00,    10.0009987 
2020-07-05 07:57:03.902654,23.78125,24.1640625,+10.0003061E+00,    10.0009980 
2020-07-05 07:57:59.508061,23.78125,24.1640625,+10.0003067E+00,    10.0009964 
2020-07-05 07:58:55.103133,23.7734375,24.1640625,+10.0003065E+00,    10.0009956 
2020-07-05 07:59:50.814193,23.7734375,24.1640625,+10.0003062E+00,    10.0009959 
2020-07-05 08:00:46.519922,23.7734375,24.1640625,+10.0003067E+00,    10.0009947 
2020-07-05 08:01:42.224982,23.7734375,24.1484375,+10.0003067E+00,    10.0009923 
2020-07-05 08:02:37.931725,23.78125,24.15625,+10.0003059E+00,    10.0009921 
2020-07-05 08:03:33.532064,23.78125,24.1484375,+10.0003058E+00,    10.0009923 
2020-07-05 08:04:29.239998,23.78125,24.15625,+10.0003061E+00,    10.0009906 
