Time,Short Temp Sensor,Long Temp Sensor,K2001,S7081
2020-07-03 23:45:22.587236,23.6328125,23.7890625,+9.285247E+00,     9.286215  
2020-07-03 23:45:32.727650,23.625,23.7890625,+9.285217E+00,     9.286188  
2020-07-03 23:45:42.762651,23.6328125,23.7890625,+9.285202E+00,     9.286170  
2020-07-03 23:45:52.896622,23.6328125,23.78125,+9.285183E+00,     9.286160  
2020-07-03 23:46:03.034222,23.625,23.7890625,+9.285163E+00,     9.286144  
2020-07-03 23:46:13.171694,23.6328125,23.7890625,+9.285161E+00,     9.286127  
2020-07-03 23:46:23.309188,23.625,23.7890625,+9.285141E+00,     9.286111  
2020-07-03 23:46:33.446724,23.6328125,23.78125,+9.285122E+00,     9.286101  
2020-07-03 23:46:43.584526,23.625,23.7890625,+9.285108E+00,     9.286079  
2020-07-03 23:46:53.721720,23.625,23.78125,+9.285082E+00,     9.286051  
2020-07-03 23:47:03.859994,23.625,23.78125,+9.285061E+00,     9.286037  
2020-07-03 23:47:13.997848,23.625,23.7890625,+9.285041E+00,     9.286009  
2020-07-03 23:47:24.134533,23.625,23.78125,+9.285025E+00,     9.285996  
2020-07-03 23:47:34.273107,23.625,23.78125,+9.285003E+00,     9.285986  
2020-07-03 23:47:44.408717,23.625,23.78125,+9.284985E+00,     9.285962  
2020-07-03 23:47:54.547529,23.625,23.78125,+9.284963E+00,     9.285935  
2020-07-03 23:48:04.685800,23.625,23.78125,+9.284870E+00,     9.285829  
2020-07-03 23:48:14.824725,23.6328125,23.78125,+9.284821E+00,     9.285794  
2020-07-03 23:48:24.960606,23.625,23.78125,+9.284800E+00,     9.285762  
2020-07-03 23:48:35.097078,23.625,23.78125,+9.284771E+00,     9.285738  
2020-07-03 23:48:45.234773,23.625,23.78125,+9.284741E+00,     9.285713  
2020-07-03 23:48:55.372466,23.625,23.78125,+9.284721E+00,     9.285695  
2020-07-03 23:49:05.509674,23.625,23.78125,+9.284702E+00,     9.285669  
2020-07-03 23:49:15.646976,23.6171875,23.7734375,+9.284676E+00,     9.285651  
2020-07-03 23:49:25.784705,23.6171875,23.7734375,+9.284660E+00,     9.285637  
2020-07-03 23:49:35.922788,23.6171875,23.7734375,+9.284646E+00,     9.285622  
2020-07-03 23:49:46.059965,23.609375,23.7734375,+9.284631E+00,     9.285610  
2020-07-03 23:49:56.198116,23.6171875,23.7734375,+9.284626E+00,     9.285601  
2020-07-03 23:50:06.334291,23.6171875,23.7734375,+9.284622E+00,     9.285594  
2020-07-03 23:50:16.472624,23.609375,23.7734375,+9.284604E+00,     9.285580  
2020-07-03 23:50:26.610757,23.609375,23.7734375,+9.284590E+00,     9.285569  
2020-07-03 23:50:36.750944,23.609375,23.7734375,+9.284581E+00,     9.285565  
2020-07-03 23:50:46.886793,23.609375,23.7734375,+9.284569E+00,     9.285556  
2020-07-03 23:50:57.024152,23.609375,23.765625,+9.284570E+00,     9.285557  
2020-07-03 23:51:07.160335,23.609375,23.765625,+9.284571E+00,     9.285555  
2020-07-03 23:51:17.298144,23.6015625,23.7734375,+9.284572E+00,     9.285552  
2020-07-03 23:51:27.435519,23.609375,23.765625,+9.284564E+00,     9.285544  
2020-07-03 23:51:37.573188,23.609375,23.765625,+9.284559E+00,     9.285540  
2020-07-03 23:51:47.711764,23.6015625,23.765625,+9.284559E+00,     9.285536  
2020-07-03 23:51:57.746877,23.6015625,23.765625,+9.284552E+00,     9.285541  
2020-07-03 23:52:07.883391,23.609375,23.765625,+9.284558E+00,     9.285557  
2020-07-03 23:52:18.021194,23.609375,23.765625,+9.284571E+00,     9.285564  
2020-07-03 23:52:28.158364,23.6015625,23.765625,+9.284591E+00,     9.285579  
2020-07-03 23:52:38.296218,23.6015625,23.765625,+9.284599E+00,     9.285597  
2020-07-03 23:52:48.433774,23.609375,23.765625,+9.284615E+00,     9.285607  
2020-07-03 23:52:58.571360,23.609375,23.7734375,+9.284632E+00,     9.285620  
2020-07-03 23:53:08.709358,23.609375,23.7734375,+9.284648E+00,     9.285638  
2020-07-03 23:53:18.846315,23.609375,23.765625,+9.284669E+00,     9.285656  
2020-07-03 23:53:28.984486,23.609375,23.765625,+9.284690E+00,     9.285674  
2020-07-03 23:53:39.121119,23.6015625,23.765625,+9.284702E+00,     9.285690  
2020-07-03 23:53:49.259253,23.6015625,23.765625,+9.284718E+00,     9.285708  
2020-07-03 23:53:59.397306,23.609375,23.765625,+9.284737E+00,     9.285722  
2020-07-03 23:54:09.534218,23.6015625,23.765625,+9.284749E+00,     9.285735  
2020-07-03 23:54:19.672382,23.609375,23.7734375,+9.284761E+00,     9.285741  
2020-07-03 23:54:29.732583,23.6015625,23.7734375,+9.284765E+00,     9.285756  
2020-07-03 23:54:39.946690,23.609375,23.7734375,+9.284776E+00,     9.285773  
2020-07-03 23:54:50.084718,23.609375,23.7734375,+9.284784E+00,     9.285785  
