# INL run# soak = 1# samples_per_meter_per_step = 1# NPLC = 1# Temp = 20dac_counts,3458A_volt,arroyo_temperature
# INL run# soak = 1# samples_per_meter_per_step = 1# NPLC = 1# Temp = 40dac_counts,3458A_volt,arroyo_temperature
0,-10.40394181,25.056
16384,-10.07883198,25.056
32768,-9.753725691,25.056
49152,-9.428614832,25.056
65536,-9.103508835,25.056
81920,-8.778397829,25.056
98304,-8.453290063,25.056
114688,-8.128180825,25.056
131072,-7.803072471,25.056
147456,-7.477965147,25.056
163840,-7.152855172,25.056
180224,-6.827745492,25.056
196608,-6.502638611,25.056
212992,-6.177528783,25.056
229376,-5.852418366,25.056
245760,-5.527312811,25.056
262144,-5.202202247,25.056
278528,-4.877095365,25.056
294912,-4.55198377,25.055
311296,-4.226875268,25.055
327680,-3.901767208,25.055
344064,-3.57665959,25.055
360448,-3.251549321,25.055
376832,-2.926440082,25.055
393216,-2.601331875,25.054
409600,-2.276223079,25.054
425984,-1.951113398,25.054
442368,-1.626006664,25.054
458752,-1.300896542,25.054
475136,-0.9757877457,25.054
491520,-0.6506780654,25.054
507904,-0.3255688271,25.053
524288,-0.0004588522105,25.053
540672,0.324647882,25.053
557056,0.6497543215,25.053
573440,0.9748642964,25.053
589824,1.299972651,25.053
606208,1.625082037,25.053
622592,1.950189213,25.053
638976,2.275298598,25.052
655360,2.600408131,25.052
671744,2.925517664,25.052
688128,3.250623662,25.052
704512,3.575734815,25.052
720896,3.900843759,25.052
737280,4.225951966,25.052
753664,4.551059584,25.052
770048,4.87617221,25.052
786432,5.201280123,25.052
802816,5.526390687,25.052
819200,5.851496979,25.052
835584,6.17660666,25.052
851968,6.501716634,25.052
868352,6.826827051,25.052
884736,7.15193408,25.052
901120,7.477044055,25.052
917504,7.802152409,25.052
933888,8.127263857,25.052
950272,8.452371033,25.052
966656,8.777483218,25.051
983040,9.102591278,25.051
999424,9.427699043,25.051
1015808,9.752807692,25.051
