"Time","Arroyo TECSource Chamber Temp","3458A Vz"
2023-01-29 12:06:12,14.9880000,
2023-01-29 12:06:15,,10.0741157
2023-01-29 12:06:15,14.9880000,
2023-01-29 12:06:17,,10.0741155
2023-01-29 12:06:17,14.9880000,
2023-01-29 12:06:19,,10.0741159
2023-01-29 12:06:19,14.9880000,
2023-01-29 12:06:21,,10.0741155
2023-01-29 12:06:21,14.9880000,
2023-01-29 12:06:23,,10.0741156
2023-01-29 12:06:23,14.9880000,
2023-01-29 12:06:25,,10.0741155
2023-01-29 12:06:25,14.9880000,
2023-01-29 12:06:27,,10.0741153
2023-01-29 12:06:27,14.9880000,
2023-01-29 12:06:29,,10.0741156
2023-01-29 12:06:29,14.9880000,
2023-01-29 12:06:31,,10.0741159
2023-01-29 12:06:31,14.9880000,
2023-01-29 12:06:33,,10.0741156
2023-01-29 12:06:33,14.9880000,
2023-01-29 12:06:35,,10.0741154
2023-01-29 12:06:35,14.9880000,
2023-01-29 12:06:37,,10.0741154
2023-01-29 12:06:37,14.9880000,
2023-01-29 12:06:39,,10.0741151
2023-01-29 12:06:39,14.9870000,
2023-01-29 12:06:41,,10.0741151
2023-01-29 12:06:41,14.9870000,
2023-01-29 12:06:43,,10.0741150
2023-01-29 12:06:43,14.9870000,
2023-01-29 12:06:45,,10.0741152
2023-01-29 12:06:45,14.9870000,
2023-01-29 12:06:47,,10.0741155
2023-01-29 12:06:47,14.9870000,
2023-01-29 12:06:49,,10.0741154
2023-01-29 12:06:49,14.9870000,
2023-01-29 12:06:51,,10.0741152
2023-01-29 12:06:51,14.9870000,
2023-01-29 12:06:53,,10.0741158
2023-01-29 12:06:53,14.9870000,
2023-01-29 12:06:55,,10.0741160
2023-01-29 12:06:55,14.9870000,
2023-01-29 12:06:57,,10.0741157
2023-01-29 12:06:57,14.9890000,
2023-01-29 12:06:59,,10.0741155
2023-01-29 12:06:59,14.9910000,
2023-01-29 12:07:01,,10.0741155
2023-01-29 12:07:01,14.9940000,
2023-01-29 12:07:03,,10.0741155
2023-01-29 12:07:03,14.9980000,
2023-01-29 12:07:05,,10.0741159
2023-01-29 12:07:05,15.0030000,
2023-01-29 12:07:07,,10.0741159
2023-01-29 12:07:07,15.0080000,
2023-01-29 12:07:09,,10.0741160
2023-01-29 12:07:09,15.0130000,
2023-01-29 12:07:11,,10.0741158
2023-01-29 12:07:11,15.0180000,
2023-01-29 12:07:13,,10.0741156
2023-01-29 12:07:13,15.0240000,
2023-01-29 12:07:15,,10.0741159
2023-01-29 12:07:15,15.0300000,
2023-01-29 12:07:17,,10.0741156
2023-01-29 12:07:17,15.0360000,
2023-01-29 12:07:19,,10.0741160
2023-01-29 12:07:19,15.0440000,
2023-01-29 12:07:21,,10.0741158
2023-01-29 12:07:21,15.0520000,
2023-01-29 12:07:23,,10.0741160
2023-01-29 12:07:23,15.0610000,
2023-01-29 12:07:25,,10.0741161
2023-01-29 12:07:25,15.0710000,
2023-01-29 12:07:27,,10.0741158
2023-01-29 12:07:27,15.0800000,
2023-01-29 12:07:29,,10.0741161
2023-01-29 12:07:29,15.0900000,
2023-01-29 12:07:31,,10.0741162
2023-01-29 12:07:31,15.0990000,
2023-01-29 12:07:33,,10.0741160
2023-01-29 12:07:33,15.1080000,
2023-01-29 12:07:35,,10.0741164
2023-01-29 12:07:35,15.1180000,
2023-01-29 12:07:37,,10.0741163
2023-01-29 12:07:37,15.1280000,
2023-01-29 12:07:39,,10.0741161
2023-01-29 12:07:39,15.1390000,
2023-01-29 12:07:41,,10.0741163
