time,34420a_volt
1710805592.7479408,0.0
1710805598.0482435,-2.15e-09
1710805603.3479166,-1.25e-09
1710805608.6475885,1.6e-10
1710805613.9473228,-1.77e-09
1710805619.2470489,3e-10
1710805624.5465906,-1e-09
1710805629.8462436,2.9e-10
1710805635.1467142,2.25e-09
1710805640.4473495,-2.42e-09
1710805645.7479105,5e-11
1710805651.048127,1.25e-09
1710805656.3485146,5.2e-10
1710805661.648626,8.9e-10
1710805666.9488673,1.5e-10
1710805672.249104,-1.92e-09
1710805677.549388,1.5e-10
1710805682.8496017,9.7e-10
1710805688.1497746,-1.97e-09
1710805693.4498684,-1.4e-09
1710805698.7499838,-1.39e-09
1710805704.0501978,-3.7e-10
1710805709.3503497,5.8e-10
1710805714.650356,-3.21e-09
1710805719.950322,-1.92e-09
1710805725.2501822,-6e-11
1710805730.5500317,-3.38e-09
1710805735.8500307,-3.27e-09
1710805741.1499352,-1.26e-09
1710805746.4498923,-2.79e-09
1710805751.7497551,-2.24e-09
1710805757.0494726,-1.89e-09
1710805762.349084,-2.18e-09
1710805767.648931,-1.35e-09
1710805772.9487607,-3.01e-09
1710805778.248575,-5.9e-10
1710805783.5487733,-2.85e-09
1710805788.848842,-3.09e-09
1710805794.1488376,-4e-11
1710805799.448939,-4.26e-09
1710805804.7490857,7.9e-10
1710805810.0492244,-3.67e-09
1710805815.3493125,-2.38e-09
1710805820.6496024,-1.53e-09
1710805825.9500225,-1.79e-09
1710805831.2504013,-3.49e-09
1710805836.55075,-3.16e-09
1710805841.851039,-4.11e-09
1710805847.1514912,-8e-11
1710805852.451716,-6.25e-09
1710805857.7518418,-2.94e-09
1710805863.0519128,-2.25e-09
1710805868.3520088,-4.19e-09
1710805873.652155,-2.47e-09
1710805878.9519415,-2.84e-09
1710805884.25169,5.8e-10
1710805889.5515828,-1.15e-09
1710805894.8513901,-1e-11
1710805900.151307,-2.15e-09
1710805905.4512699,-1.98e-09
1710805910.7511353,-7.6e-10
1710805916.0512545,-2.3e-10
1710805921.3514256,-2.67e-09
1710805926.6512434,-3.7e-09
