"Time","3458B"
1663398454000,10.00430211
1663398559000,10.00430257
1663398664000,10.00430299
1663398769000,10.00430263
1663398874000,10.00430263
1663398978000,10.00430227
1663399083000,10.00430174
1663399188000,10.00430112
1663399293000,10.00430123
1663399398000,10.00430218
1663399502000,10.00430219
1663399607000,10.0043019
1663399712000,10.00430096
1663399817000,10.00430136
1663399922000,10.00430087
1663400026000,10.00430164
1663400131000,10.00430126
1663400236000,10.00430106
1663401001000,10.00430203
1663401106000,10.00430317
1663401211000,10.0043026
1663401315000,10.00430224
1663401420000,10.0043018
1663401525000,10.00430183
1663401630000,10.00430156
1663401735000,10.00430183
1663401839000,10.0043021
1663401944000,10.00430187
1663402049000,10.00430159
1663402154000,10.00430183
1663402259000,10.00430202
1663402363000,10.00430202
1663402468000,10.00430171
1663402573000,10.00430089
1663402678000,10.00430039
1663402783000,10.00430068
1663402887000,10.00430039
1663402992000,10.00430052
1663403097000,10.00430096
1663403202000,10.0043014
1663403307000,10.00430115
1663403411000,10.0043007
1663403516000,10.00430114
1663403621000,10.00430054
1663403726000,10.00430215
1663403831000,10.00430083
1663403935000,10.00430212
1663404040000,10.00430155
1663404145000,10.00430134
1663404250000,10.00430125
1663404355000,10.00430191
1663404459000,10.00430194
1663404564000,10.00430172
1663404669000,10.00430197
1663404774000,10.00430114
1663404879000,10.00430055
1663404983000,10.00430084
1663405088000,10.00430127
1663405193000,10.00430156
1663405298000,10.00430178
1663405403000,10.00430144
1663405507000,10.00430188
1663405612000,10.00430188
1663405717000,10.00430202
1663405822000,10.00430117
1663405927000,10.00430146
1663406031000,10.00430114
1663406136000,10.00430144
1663406241000,10.00430124
1663406346000,10.00430111
1663406451000,10.00430159
1663406555000,10.00430096
1663406660000,10.0043014
1663406765000,10.00430095
1663406870000,10.00430093
1663406975000,10.00430118
1663407079000,10.00430124
1663407184000,10.00430128
1663407289000,10.004301
1663407394000,10.0043015
1663407499000,10.0043013
1663407604000,10.00430087
1663407708000,10.0043003
1663407813000,10.00430103
1663407918000,10.0043009
1663408023000,10.00430139
1663408128000,10.00430078
1663408442000,10.00430293
1663408547000,10.00430315
1663408652000,10.00430323
1663408756000,10.00430296
1663408861000,10.00430369
1663408966000,10.004303
1663409071000,10.0043024
1663409176000,10.00430256
1663409280000,10.00430345
1663409385000,10.00430241
1663409490000,10.00430269
1663409595000,10.00430213
1663409700000,10.00430231
1663409804000,10.00430193
1663409909000,10.00430193
1663410014000,10.00430143
1663410119000,10.00430136
1663410224000,10.00430152
1663410328000,10.00430181
1663410433000,10.00430127
1663410538000,10.00430049
1663410643000,10.00430064
1663410748000,10.00430098
1663410852000,10.00430164
1663410957000,10.00430172
