"Time","Arroyo TECSource Chamber Temp","3458A Vz"
2023-01-27 15:01:01,14.9930000,
2023-01-27 15:01:04,,10.0043046
2023-01-27 15:01:04,14.9930000,
2023-01-27 15:01:06,,10.0043044
2023-01-27 15:01:06,14.9930000,
2023-01-27 15:01:08,,10.0043041
2023-01-27 15:01:08,14.9930000,
2023-01-27 15:01:10,,10.0043044
2023-01-27 15:01:10,14.9940000,
2023-01-27 15:01:12,,10.0043044
2023-01-27 15:01:12,14.9940000,
2023-01-27 15:01:14,,10.0043043
2023-01-27 15:01:14,14.9940000,
2023-01-27 15:01:16,,10.0043048
2023-01-27 15:01:16,14.9940000,
2023-01-27 15:01:18,,10.0043047
2023-01-27 15:01:18,14.9940000,
2023-01-27 15:01:20,,10.0043052
2023-01-27 15:01:20,14.9940000,
2023-01-27 15:01:22,,10.0043047
2023-01-27 15:01:22,14.9940000,
2023-01-27 15:01:24,,10.0043040
2023-01-27 15:01:24,14.9940000,
2023-01-27 15:01:26,,10.0043043
2023-01-27 15:01:26,14.9940000,
2023-01-27 15:01:28,,10.0043043
2023-01-27 15:01:28,14.9940000,
2023-01-27 15:01:30,,10.0043044
2023-01-27 15:01:30,14.9940000,
2023-01-27 15:01:32,,10.0043047
2023-01-27 15:01:32,14.9940000,
2023-01-27 15:01:34,,10.0043045
2023-01-27 15:01:34,14.9940000,
2023-01-27 15:01:36,,10.0043046
2023-01-27 15:01:36,14.9940000,
2023-01-27 15:01:38,,10.0043046
2023-01-27 15:01:38,14.9940000,
2023-01-27 15:01:40,,10.0043049
2023-01-27 15:01:40,14.9940000,
2023-01-27 15:01:42,,10.0043050
2023-01-27 15:01:42,14.9940000,
2023-01-27 15:01:44,,10.0043046
2023-01-27 15:01:44,14.9940000,
2023-01-27 15:01:46,,10.0043047
2023-01-27 15:01:46,14.9960000,
2023-01-27 15:01:48,,10.0043048
2023-01-27 15:01:48,14.9980000,
2023-01-27 15:01:50,,10.0043045
2023-01-27 15:01:50,15.0010000,
2023-01-27 15:01:52,,10.0043047
2023-01-27 15:01:52,15.0050000,
2023-01-27 15:01:54,,10.0043045
2023-01-27 15:01:54,15.0100000,
2023-01-27 15:01:56,,10.0043047
2023-01-27 15:01:56,15.0150000,
2023-01-27 15:01:58,,10.0043045
2023-01-27 15:01:58,15.0200000,
2023-01-27 15:02:00,,10.0043045
2023-01-27 15:02:00,15.0250000,
2023-01-27 15:02:02,,10.0043042
2023-01-27 15:02:02,15.0300000,
2023-01-27 15:02:04,,10.0043041
2023-01-27 15:02:04,15.0360000,
2023-01-27 15:02:06,,10.0043047
2023-01-27 15:02:06,15.0430000,
2023-01-27 15:02:08,,10.0043045
2023-01-27 15:02:08,15.0500000,
2023-01-27 15:02:10,,10.0043040
2023-01-27 15:02:10,15.0590000,
2023-01-27 15:02:12,,10.0043046
2023-01-27 15:02:12,15.0680000,
2023-01-27 15:02:14,,10.0043044
2023-01-27 15:02:14,15.0770000,
2023-01-27 15:02:16,,10.0043050
2023-01-27 15:02:16,15.0860000,
2023-01-27 15:02:18,,10.0043055
2023-01-27 15:02:18,15.0950000,
2023-01-27 15:02:20,,10.0043054
2023-01-27 15:02:20,15.1040000,
2023-01-27 15:02:22,,10.0043056
2023-01-27 15:02:22,15.1130000,
2023-01-27 15:02:24,,10.0043053
2023-01-27 15:02:24,15.1230000,
2023-01-27 15:02:26,,10.0043056
2023-01-27 15:02:26,15.1330000,
2023-01-27 15:02:28,,10.0043052
2023-01-27 15:02:28,15.1430000,
2023-01-27 15:02:30,,10.0043054
2023-01-27 15:02:30,15.1540000,
2023-01-27 15:02:32,,10.0043056
2023-01-27 15:02:32,15.1650000,
2023-01-27 15:02:34,,10.0043056
2023-01-27 15:02:34,15.1770000,
2023-01-27 15:02:36,,10.0043052
2023-01-27 15:02:36,15.1880000,
2023-01-27 15:02:38,,10.0043054
2023-01-27 15:02:38,15.1990000,
2023-01-27 15:02:40,,10.0043054
2023-01-27 15:02:40,15.2100000,
2023-01-27 15:02:42,,10.0043051
2023-01-27 15:02:42,15.2210000,
2023-01-27 15:02:44,,10.0043051
2023-01-27 15:02:44,15.2320000,
2023-01-27 15:02:46,,10.0043052
2023-01-27 15:02:46,15.2430000,
2023-01-27 15:02:48,,10.0043050
2023-01-27 15:02:48,15.2540000,
2023-01-27 15:02:50,,10.0043049
2023-01-27 15:02:50,15.2660000,
2023-01-27 15:02:52,,10.0043045
2023-01-27 15:02:52,15.2780000,
2023-01-27 15:02:54,,10.0043046
2023-01-27 15:02:54,15.2900000,
2023-01-27 15:02:56,,10.0043041
2023-01-27 15:02:56,15.3020000,
2023-01-27 15:02:58,,10.0043049
2023-01-27 15:02:58,15.3140000,
2023-01-27 15:03:00,,10.0043040
2023-01-27 15:03:00,15.3250000,
2023-01-27 15:03:02,,10.0043047
2023-01-27 15:03:02,15.3360000,
2023-01-27 15:03:04,,10.0043045
2023-01-27 15:03:04,15.3470000,
2023-01-27 15:03:06,,10.0043049
2023-01-27 15:03:06,15.3580000,
2023-01-27 15:03:08,,10.0043045
2023-01-27 15:03:08,15.3700000,
2023-01-27 15:03:10,,10.0043047
2023-01-27 15:03:10,15.3820000,
2023-01-27 15:03:12,,10.0043043
2023-01-27 15:03:12,15.3940000,
2023-01-27 15:03:14,,10.0043042
2023-01-27 15:03:14,15.4060000,
2023-01-27 15:03:16,15.4180000,
2023-01-27 15:03:18,,10.0043041
2023-01-27 15:03:18,15.4290000,
2023-01-27 15:03:20,15.4400000,
2023-01-27 15:03:22,,10.0043045
2023-01-27 15:03:22,15.4500000,
2023-01-27 15:03:24,15.4610000,
2023-01-27 15:03:26,,10.0043047
2023-01-27 15:03:26,15.4720000,
2023-01-27 15:03:28,15.4830000,
2023-01-27 15:03:30,,10.0043049
2023-01-27 15:03:30,15.4950000,
2023-01-27 15:03:32,15.5070000,
2023-01-27 15:03:34,,10.0043046
2023-01-27 15:03:34,15.5180000,
2023-01-27 15:03:36,15.5300000,
2023-01-27 15:03:38,,10.0043042
2023-01-27 15:03:38,15.5410000,
2023-01-27 15:03:40,15.5510000,
2023-01-27 15:03:42,,10.0043051
2023-01-27 15:03:42,15.5620000,
2023-01-27 15:03:44,15.5720000,
2023-01-27 15:03:46,,10.0043052
2023-01-27 15:03:46,15.5820000,
2023-01-27 15:03:48,15.5930000,
2023-01-27 15:03:50,,10.0043049
2023-01-27 15:03:50,15.6050000,
2023-01-27 15:03:52,15.6160000,
2023-01-27 15:03:54,,10.0043044
2023-01-27 15:03:54,15.6270000,
2023-01-27 15:03:56,15.6380000,
2023-01-27 15:03:58,,10.0043047
2023-01-27 15:03:58,15.6490000,
2023-01-27 15:04:00,15.6590000,
2023-01-27 15:04:02,,10.0043046
2023-01-27 15:04:02,15.6690000,
2023-01-27 15:04:04,,10.0043046
2023-01-27 15:04:04,15.6790000,
2023-01-27 15:04:06,,10.0043043
2023-01-27 15:04:06,15.6890000,
2023-01-27 15:04:08,,10.0043052
2023-01-27 15:04:08,15.7000000,
2023-01-27 15:04:10,,10.0043048
2023-01-27 15:04:10,15.7110000,
2023-01-27 15:04:12,,10.0043047
2023-01-27 15:04:12,15.7220000,
2023-01-27 15:04:14,,10.0043044
2023-01-27 15:04:14,15.7330000,
2023-01-27 15:04:16,,10.0043047
2023-01-27 15:04:16,15.7430000,
2023-01-27 15:04:18,,10.0043043
2023-01-27 15:04:18,15.7540000,
2023-01-27 15:04:20,,10.0043047
2023-01-27 15:04:20,15.7640000,
2023-01-27 15:04:22,,10.0043048
2023-01-27 15:04:22,15.7740000,
2023-01-27 15:04:24,,10.0043049
2023-01-27 15:04:24,15.7830000,
2023-01-27 15:04:26,,10.0043052
2023-01-27 15:04:26,15.7930000,
2023-01-27 15:04:28,,10.0043048
2023-01-27 15:04:28,15.8040000,
2023-01-27 15:04:30,,10.0043053
2023-01-27 15:04:30,15.8150000,
2023-01-27 15:04:32,,10.0043052
2023-01-27 15:04:32,15.8250000,
2023-01-27 15:04:34,,10.0043050
2023-01-27 15:04:34,15.8360000,
2023-01-27 15:04:36,,10.0043043
2023-01-27 15:04:36,15.8470000,
2023-01-27 15:04:38,,10.0043047
2023-01-27 15:04:38,15.8570000,
2023-01-27 15:04:40,,10.0043046
2023-01-27 15:04:40,15.8670000,
2023-01-27 15:04:42,,10.0043046
2023-01-27 15:04:42,15.8760000,
2023-01-27 15:04:44,,10.0043048
2023-01-27 15:04:44,15.8860000,
2023-01-27 15:04:46,,10.0043045
2023-01-27 15:04:46,15.8960000,
2023-01-27 15:04:48,,10.0043051
2023-01-27 15:04:48,15.9060000,
2023-01-27 15:04:50,,10.0043050
2023-01-27 15:04:50,15.9170000,
2023-01-27 15:04:52,,10.0043049
2023-01-27 15:04:52,15.9270000,
2023-01-27 15:04:54,,10.0043047
2023-01-27 15:04:54,15.9380000,
2023-01-27 15:04:56,,10.0043049
2023-01-27 15:04:56,15.9490000,
2023-01-27 15:04:58,,10.0043051
2023-01-27 15:04:58,15.9590000,
2023-01-27 15:05:00,,10.0043051
2023-01-27 15:05:00,15.9690000,
2023-01-27 15:05:02,,10.0043050
2023-01-27 15:05:02,15.9780000,
2023-01-27 15:05:04,,10.0043051
2023-01-27 15:05:04,15.9880000,
2023-01-27 15:05:06,,10.0043050
2023-01-27 15:05:06,15.9970000,
2023-01-27 15:05:08,,10.0043047
2023-01-27 15:05:08,16.0080000,
2023-01-27 15:05:10,,10.0043053
2023-01-27 15:05:10,16.0180000,
2023-01-27 15:05:12,,10.0043047
2023-01-27 15:05:12,16.0290000,
2023-01-27 15:05:14,,10.0043045
2023-01-27 15:05:14,16.0400000,
2023-01-27 15:05:16,,10.0043046
2023-01-27 15:05:16,16.0500000,
2023-01-27 15:05:18,,10.0043045
2023-01-27 15:05:18,16.0600000,
2023-01-27 15:05:20,,10.0043047
2023-01-27 15:05:20,16.0700000,
2023-01-27 15:05:22,,10.0043047
2023-01-27 15:05:22,16.0790000,
2023-01-27 15:05:24,,10.0043041
2023-01-27 15:05:24,16.0890000,
2023-01-27 15:05:26,,10.0043047
2023-01-27 15:05:26,16.0990000,
2023-01-27 15:05:28,,10.0043049
2023-01-27 15:05:28,16.1090000,
2023-01-27 15:05:30,,10.0043052
2023-01-27 15:05:30,16.1200000,
2023-01-27 15:05:32,,10.0043056
2023-01-27 15:05:32,16.1300000,
2023-01-27 15:05:34,,10.0043050
2023-01-27 15:05:34,16.1410000,
2023-01-27 15:05:36,,10.0043050
2023-01-27 15:05:36,16.1510000,
2023-01-27 15:05:38,,10.0043052
2023-01-27 15:05:38,16.1620000,
2023-01-27 15:05:40,,10.0043049
2023-01-27 15:05:40,16.1720000,
2023-01-27 15:05:42,,10.0043053
2023-01-27 15:05:42,16.1810000,
2023-01-27 15:05:44,,10.0043053
2023-01-27 15:05:44,16.1900000,
2023-01-27 15:05:46,,10.0043055
2023-01-27 15:05:46,16.2000000,
2023-01-27 15:05:48,,10.0043051
2023-01-27 15:05:48,16.2100000,
2023-01-27 15:05:50,,10.0043053
2023-01-27 15:05:50,16.2210000,
2023-01-27 15:05:52,,10.0043052
2023-01-27 15:05:52,16.2320000,
2023-01-27 15:05:54,,10.0043052
2023-01-27 15:05:54,16.2420000,
2023-01-27 15:05:56,,10.0043059
2023-01-27 15:05:56,16.2530000,
2023-01-27 15:05:58,,10.0043055
2023-01-27 15:05:58,16.2630000,
2023-01-27 15:06:00,,10.0043050
2023-01-27 15:06:00,16.2730000,
2023-01-27 15:06:02,,10.0043052
2023-01-27 15:06:02,16.2820000,
2023-01-27 15:06:04,,10.0043049
2023-01-27 15:06:04,16.2920000,
2023-01-27 15:06:06,,10.0043055
2023-01-27 15:06:06,16.3010000,
2023-01-27 15:06:08,,10.0043051
2023-01-27 15:06:08,16.3120000,
2023-01-27 15:06:10,,10.0043051
2023-01-27 15:06:10,16.3220000,
2023-01-27 15:06:12,,10.0043058
2023-01-27 15:06:12,16.3330000,
2023-01-27 15:06:14,,10.0043055
2023-01-27 15:06:14,16.3430000,
2023-01-27 15:06:16,16.3540000,
2023-01-27 15:06:18,,10.0043055
2023-01-27 15:06:18,16.3640000,
2023-01-27 15:06:20,16.3740000,
2023-01-27 15:06:22,,10.0043054
2023-01-27 15:06:22,16.3830000,
2023-01-27 15:06:24,16.3930000,
2023-01-27 15:06:26,,10.0043056
2023-01-27 15:06:26,16.4030000,
2023-01-27 15:06:28,16.4130000,
2023-01-27 15:06:30,,10.0043053
2023-01-27 15:06:30,16.4230000,
2023-01-27 15:06:32,16.4340000,
2023-01-27 15:06:34,,10.0043049
2023-01-27 15:06:34,16.4450000,
2023-01-27 15:06:36,16.4550000,
2023-01-27 15:06:38,,10.0043039
2023-01-27 15:06:38,16.4650000,
2023-01-27 15:06:40,16.4750000,
2023-01-27 15:06:42,,10.0043042
2023-01-27 15:06:42,16.4850000,
