time,34420a_volt
1710918312.6827083,0.0
1710918317.9661016,1.2e-09
1710918323.2496035,1.43e-09
1710918328.5328865,1.67e-09
1710918333.8159187,8.3e-10
1710918339.0991364,9.7e-10
1710918344.3822284,2.8e-09
1710918349.6654477,2.66e-09
1710918354.9483755,2.8e-10
1710918360.231938,6.31e-09
1710918365.5152137,3.41e-09
1710918370.7987564,4.5e-09
1710918376.0816507,4.64e-09
1710918381.3647609,5.82e-09
1710918386.6477745,4.25e-09
1710918391.9304807,2.63e-09
1710918397.2136285,3.84e-09
1710918402.49684,6.66e-09
1710918407.779914,2.51e-09
1710918413.063007,3.87e-09
1710918418.346221,3.17e-09
1710918423.6296859,5.58e-09
1710918428.912915,3.74e-09
1710918434.1957808,3.7e-09
1710918439.4790704,3.74e-09
1710918444.761752,6.3e-10
1710918450.0451586,2.47e-09
1710918455.3284128,-5e-11
1710918460.6114285,3.39e-09
1710918465.894461,4.36e-09
1710918471.1772878,4.08e-09
1710918476.460434,4.39e-09
1710918481.7434962,2.02e-09
1710918487.0262496,1.92e-09
1710918492.3095386,0.0
1710918497.5924695,2.4e-09
1710918502.8755896,1.81e-09
1710918508.1586626,2.89e-09
1710918513.4413624,4.26e-09
1710918518.7241998,2.56e-09
1710918524.0072634,2.14e-09
1710918529.2902753,1.26e-09
1710918534.5731132,9.2e-10
1710918539.8559387,3.01e-09
1710918545.138976,3.67e-09
1710918550.4217336,1.43e-09
1710918555.7045891,3.57e-09
1710918560.9873369,1.33e-09
1710918566.2700603,1.43e-09
1710918571.5525985,4.2e-10
1710918576.8352463,4.12e-09
1710918582.1177244,1.32e-09
1710918587.4005408,3.8e-10
1710918592.6835353,8.7e-10
1710918597.9668126,-6.2e-10
1710918603.2501986,2.68e-09
1710918608.533001,5.3e-10
1710918613.8156304,1.15e-09
1710918619.0984225,3.36e-09
1710918624.381282,3.13e-09
1710918629.664068,1.98e-09
1710918634.947372,3.57e-09
1710918640.2303438,3.4e-10
1710918645.5136383,1.34e-09
1710918650.7963736,-8.3e-10
1710918656.0792327,1.74e-09
1710918661.3622937,1.85e-09
1710918666.6450112,-1.39e-09
1710918671.9279296,3.84e-09
1710918677.2108805,-2.08e-09
1710918682.4935086,4.25e-09
1710918687.7765245,-1.18e-09
1710918693.0594,3.8e-10
1710918698.3420115,1.54e-09
1710918703.6247919,1.05e-09
1710918708.907713,1.96e-09
1710918714.1906142,3.7e-09
1710918719.4737372,1.96e-09
1710918724.7564163,2.16e-09
1710918730.0390773,3.1e-10
1710918735.3217127,1.81e-09
1710918740.6042724,5.3e-10
1710918745.887045,-2.6e-10
1710918751.1701248,2.61e-09
1710918756.4527898,1.18e-09
1710918761.7356744,3.67e-09
1710918767.0184944,2.37e-09
1710918772.3011284,5.13e-09
1710918777.5841339,-3.8e-10
1710918782.8668265,1.1e-10
1710918788.1498108,-3e-11
1710918793.4327312,1.5e-10
1710918798.7155375,4.12e-09
1710918803.9980757,2.07e-09
1710918809.280761,2.23e-09
1710918814.5638328,5.41e-09
1710918819.8475347,3.22e-09
1710918825.1308389,2.13e-09
1710918830.4138918,1.46e-09
1710918835.6975355,1.08e-09
1710918840.9809318,2.93e-09
1710918846.2643294,2.8e-09
1710918851.5474763,4.13e-09
1710918856.8307545,2.05e-09
1710918862.1138587,4.02e-09
1710918867.3972747,5.58e-09
1710918872.6805475,4.25e-09
1710918877.9637764,2.42e-09
1710918883.2468865,2.8e-10
1710918888.5303159,1.39e-09
1710918893.8136396,-3.1e-10
1710918899.0970533,1.64e-09
1710918904.3801897,6.4e-10
1710918909.6630216,1.99e-09
1710918914.9463131,3.25e-09
1710918920.2294714,1.05e-09
1710918925.5123203,2.76e-09
1710918930.7951214,2.93e-09
1710918936.0776665,1.32e-09
1710918941.3600206,2.26e-09
1710918946.6434474,9.8e-10
1710918951.9262164,2.14e-09
1710918957.2093112,-6e-11
1710918962.4921792,9.5e-10
1710918967.774945,1.64e-09
1710918973.05756,2.1e-10
1710918978.34047,1.64e-09
1710918983.6229482,4.39e-09
1710918988.9056113,9.2e-10
1710918994.1884475,2.61e-09
1710918999.4710057,1.32e-09
1710919004.7538867,1.88e-09
1710919010.036965,1.92e-09
1710919015.320058,-3e-11
1710919020.6030111,5.9e-10
1710919025.8864338,-1.41e-09
1710919031.1698382,2.06e-09
1710919036.4529414,1.82e-09
1710919041.7359464,1.08e-09
1710919047.018704,7.6e-10
1710919052.3015375,1.99e-09
1710919057.5846193,2.35e-09
1710919062.8677137,6.6e-10
1710919068.1509807,-1.14e-09
1710919073.4340754,1.6e-09
1710919078.7171676,1.18e-09
1710919084.0005383,3e-09
1710919089.2833948,3.76e-09
1710919094.5660968,1.3e-09
1710919099.8491614,7.6e-10
1710919105.131899,4.89e-09
1710919110.4144928,1.09e-09
1710919115.6972303,1.18e-09
1710919120.979763,2.17e-09
1710919126.2624917,2.33e-09
1710919131.5453625,2.13e-09
1710919136.8279335,7.6e-10
1710919142.110941,-1e-10
1710919147.3941665,0.0
1710919152.677113,3.67e-09
1710919157.9601896,-7.2e-10
1710919163.2432775,2.2e-10
1710919168.5264268,1.36e-09
1710919173.8096058,1.88e-09
1710919179.092434,1.34e-09
1710919184.375616,2e-09
1710919189.658652,3.36e-09
1710919194.941397,4.1e-10
1710919200.2243743,6.28e-09
1710919205.5072846,-1.2e-10
1710919210.7904348,7e-11
1710919216.0734282,2.33e-09
1710919221.3565512,3.6e-10
1710919226.6396189,1.54e-09
1710919231.9225125,2.38e-09
1710919237.2059042,-2.7e-10
1710919242.4889817,1.81e-09
1710919247.7719634,1.25e-09
1710919253.0551922,1.34e-09
1710919258.3386698,-4.5e-10
1710919263.6216972,-3.8e-10
1710919268.904613,1.57e-09
1710919274.1873744,1.25e-09
1710919279.470646,2.26e-09
1710919284.7535253,-2.28e-09
1710919290.0370686,1.85e-09
1710919295.3200636,6.6e-10
1710919300.6029022,2.31e-09
1710919305.8866353,3.1e-10
1710919311.169848,-2.7e-10
1710919316.4531906,3.15e-09
1710919321.7360723,1.22e-09
1710919327.0194278,1.53e-09
1710919332.3024843,1.1e-10
1710919337.5855062,3.1e-10
1710919342.8684423,3.77e-09
1710919348.1513245,2.93e-09
1710919353.4343843,-2.9e-10
1710919358.7174356,4.53e-09
1710919364.0003345,2.59e-09
1710919369.283489,3.67e-09
1710919374.566798,3.15e-09
1710919379.850048,-1.11e-09
1710919385.1332824,1.7e-10
1710919390.4160688,-4.22e-09
1710919395.6992013,-1.43e-09
1710919400.9821842,1.65e-09
1710919406.2650537,2.19e-09
1710919411.5481322,-3e-11
1710919416.8314989,3.48e-09
1710919422.1145508,2.13e-09
1710919427.3973982,3.1e-10
1710919432.6806746,-4.1e-10
1710919437.9638917,3.42e-09
1710919443.2466068,1.71e-09
1710919448.5295365,3.03e-09
1710919453.8124225,5.7e-10
1710919459.0952623,8e-10
1710919464.378056,1.43e-09
1710919469.66099,1.43e-09
1710919474.944377,2.4e-10
1710919480.2272658,4.39e-09
1710919485.510136,2.07e-09
1710919490.7933269,9.7e-10
1710919496.0763948,2.65e-09
1710919501.3597944,3.39e-09
1710919506.6425867,4.47e-09
1710919511.925278,6.7e-10
1710919517.208422,1.88e-09
1710919522.4912531,1e-10
1710919527.7744806,-4.7e-10
1710919533.0574465,8.8e-10
1710919538.3404064,1.88e-09
1710919543.623709,3.99e-09
1710919548.9067755,2.59e-09
1710919554.1901891,-1.7e-09
1710919559.4734805,-6.1e-10
1710919564.7564414,1.81e-09
1710919570.0399334,8.3e-10
1710919575.3231118,-4.3e-10
1710919580.6063178,1.99e-09
1710919585.889166,1.15e-09
1710919591.1721244,1.32e-09
1710919596.4551938,1.11e-09
1710919601.7383184,-2.9e-10
1710919607.0215938,-5.9e-10
1710919612.3045895,1.4e-10
1710919617.5879655,3.14e-09
1710919622.8712852,2.47e-09
1710919628.1541328,2.61e-09
1710919633.4371881,2.16e-09
1710919638.7203777,3.2e-09
1710919644.0035148,2.86e-09
1710919649.2863789,2.13e-09
1710919654.5693607,2.96e-09
1710919659.8525858,2.33e-09
1710919665.1354501,1.08e-09
1710919670.4186423,3.59e-09
1710919675.701682,-1.73e-09
1710919680.9850867,2.63e-09
1710919686.2681851,2.41e-09
1710919691.551282,4.1e-10
1710919696.8343148,4.53e-09
1710919702.1174264,2.51e-09
1710919707.4007351,4.12e-09
1710919712.6843417,3e-11
1710919717.9677434,2.61e-09
1710919723.2510798,3.85e-09
1710919728.5342803,6.7e-10
1710919733.817565,1.85e-09
1710919739.1007857,-7.3e-10
1710919744.3840742,-3e-09
1710919749.6674206,-1.7e-10
1710919754.9502256,-7.9e-10
1710919760.233478,1.58e-09
1710919765.516563,1.06e-09
1710919770.7998219,2.59e-09
1710919776.0828364,3.31e-09
1710919781.3659084,-6.8e-10
1710919786.6494722,-8e-10
1710919791.932493,1.15e-09
1710919797.2155728,3.63e-09
1710919802.498796,1.88e-09
