# INL run# soak = 10# samples_per_meter_per_step = 5# NPLC = 100# Temp = 20dac_counts,3458A_volt,arroyo_temperature
0,-10.40393457,20.0
0,-10.40393427,20.0
0,-10.40393422,20.0
0,-10.40393477,20.0
0,-10.40393475,20.0
16384,-10.07882618,20.0
16384,-10.07882621,20.0
16384,-10.0788263,20.0
16384,-10.07882604,20.0
16384,-10.07882636,20.0
32768,-9.753718779,20.0
32768,-9.753719044,20.0
32768,-9.753718499,19.999
32768,-9.753718352,19.999
32768,-9.753719059,19.999
49152,-9.428608385,20.0
49152,-9.428608974,20.0
49152,-9.428608738,20.0
49152,-9.42860921,20.0
49152,-9.428608768,19.999
65536,-9.10350154,20.0
65536,-9.103501511,20.0
65536,-9.103500862,20.0
65536,-9.103501496,20.0
65536,-9.103501511,20.0
81920,-8.778393031,20.0
81920,-8.778393119,20.0
81920,-8.778392987,20.0
81920,-8.778393119,20.0
81920,-8.778393031,20.0
98304,-8.453283579,20.0
98304,-8.453283579,20.0
98304,-8.453283461,20.0
98304,-8.453283358,20.0
98304,-8.453283152,20.0
114688,-8.128175792,20.0
114688,-8.128175718,20.0
114688,-8.128175792,20.0
114688,-8.128176042,20.0
114688,-8.128176469,20.0
131072,-7.803066502,20.0
131072,-7.803066458,20.0
131072,-7.803066782,20.0
131072,-7.803066399,20.0
131072,-7.803066576,20.0
147456,-7.477958361,19.999
147456,-7.477958567,19.999
147456,-7.477958788,20.0
147456,-7.477958155,20.0
147456,-7.477958597,20.0
163840,-7.152849896,19.999
163840,-7.152850029,19.999
163840,-7.152849558,19.999
163840,-7.152849543,19.999
163840,-7.152849528,19.999
180224,-6.827740798,20.0
180224,-6.827740548,20.0
180224,-6.827740607,20.0
180224,-6.827740636,20.0
180224,-6.82774043,20.0
196608,-6.502631582,20.0
196608,-6.502631538,20.0
196608,-6.502631464,20.0
196608,-6.50263139,20.0
196608,-6.502631361,20.0
212992,-6.177523382,20.0
212992,-6.177523529,20.0
212992,-6.177523205,20.0
212992,-6.177522881,19.999
212992,-6.177523161,19.999
229376,-5.85241365,20.0
229376,-5.852413724,20.0
229376,-5.852413901,20.0
229376,-5.852413827,20.0
229376,-5.852413798,20.0
245760,-5.527305893,19.999
245760,-5.527305981,20.0
245760,-5.527306231,20.0
245760,-5.527306217,20.0
245760,-5.527306158,20.0
262144,-5.202197,20.001
262144,-5.202197266,20.0
262144,-5.202197,20.0
262144,-5.20219703,20.0
262144,-5.20219703,20.0
278528,-4.877087784,19.999
278528,-4.877087976,19.999
278528,-4.87708774,20.0
278528,-4.877087799,20.0
278528,-4.877087946,20.0
294912,-4.551977846,20.0
294912,-4.551978141,20.0
294912,-4.551978141,20.0
294912,-4.551978347,20.0
294912,-4.55197817,20.0
311296,-4.226869116,20.0
311296,-4.226869234,20.0
311296,-4.226869087,20.0
311296,-4.226869323,20.0
311296,-4.226869676,20.0
327680,-3.901761034,20.0
327680,-3.901761079,20.0
327680,-3.901761152,20.0
327680,-3.901761211,20.0
327680,-3.90176127,20.0
344064,-3.576652275,20.0
344064,-3.576652113,20.0
344064,-3.57665201,20.0
344064,-3.576652113,20.0
344064,-3.576652216,20.0
360448,-3.251543751,20.0
360448,-3.25154381,20.0
360448,-3.251543736,20.0
360448,-3.251543884,20.0
360448,-3.251543869,20.0
376832,-2.926433342,19.999
376832,-2.926433386,19.999
376832,-2.926433636,19.999
376832,-2.926433548,19.999
376832,-2.926433622,19.999
393216,-2.601325466,19.999
393216,-2.601325289,19.999
393216,-2.601325304,19.999
393216,-2.601325216,19.999
393216,-2.601325245,19.999
409600,-2.276217605,20.0
409600,-2.276217649,20.0
409600,-2.276217487,20.0
409600,-2.276217458,20.0
409600,-2.27621734,20.0
425984,-1.951107181,20.0
425984,-1.951107137,20.0
425984,-1.951107255,20.0
425984,-1.951107078,19.999
425984,-1.95110727,19.999
442368,-1.625999556,19.999
442368,-1.625999585,20.0
442368,-1.625999261,20.0
442368,-1.625999438,20.0
442368,-1.625999526,20.0
458752,-1.300889603,19.999
458752,-1.300889618,19.999
458752,-1.300889588,19.999
458752,-1.300889559,19.999
458752,-1.300889412,19.999
475136,-0.9757817717,19.999
475136,-0.9757819043,19.999
475136,-0.9757818159,19.999
475136,-0.9757818159,19.999
475136,-0.9757817717,19.999
491520,-0.6506710384,19.999
491520,-0.6506710236,19.999
491520,-0.6506710678,19.999
491520,-0.6506711709,20.0
491520,-0.6506709794,20.0
507904,-0.3255627208,20.0
507904,-0.3255626029,20.0
507904,-0.3255627355,20.0
507904,-0.3255626029,20.0
507904,-0.325562706,20.0
524288,-0.0004545799286,20.0
524288,-0.0004543589727,19.999
524288,-0.000454594659,20.0
524288,-0.000454521007,20.0
524288,-0.0004545357374,20.0
540672,0.3246550487,20.0
540672,0.3246548277,19.999
540672,0.3246550045,19.999
540672,0.3246548572,19.999
540672,0.3246549161,19.999
557056,0.6497608768,19.999
557056,0.6497607737,19.999
557056,0.6497608916,19.999
557056,0.6497606559,19.999
557056,0.6497609505,19.999
573440,0.9748718754,19.999
573440,0.9748716691,20.0
573440,0.9748716397,19.999
573440,0.9748717722,19.999
573440,0.9748717428,19.999
589824,1.299979987,19.999
589824,1.299979943,19.999
589824,1.299979928,19.999
589824,1.299980149,19.999
589824,1.299979972,19.999
606208,1.625089247,19.999
606208,1.62508938,19.999
606208,1.625089365,19.999
606208,1.62508938,19.999
606208,1.625089335,19.999
622592,1.95019593,19.999
622592,1.9501959,19.999
622592,1.9501959,19.999
622592,1.95019593,19.999
622592,1.950195768,19.999
638976,2.275305838,19.999
638976,2.275306044,20.0
638976,2.275305941,19.999
638976,2.275305676,19.999
638976,2.275305794,19.999
655360,2.600414362,19.999
655360,2.600414259,19.999
655360,2.600414303,19.999
655360,2.600414259,19.999
655360,2.600414436,19.998
671744,2.925524845,19.999
671744,2.925524712,19.999
671744,2.92552486,19.999
671744,2.925524933,19.999
671744,2.92552483,19.999
688128,3.250630216,19.999
688128,3.250630319,19.999
688128,3.250630452,19.999
688128,3.250630511,19.999
688128,3.250630437,19.998
704512,3.575741848,19.999
704512,3.57574201,19.999
704512,3.575742128,19.999
704512,3.575742261,19.999
704512,3.575742128,19.999
720896,3.900850092,19.999
720896,3.900850136,19.999
720896,3.900850107,19.999
720896,3.900850225,19.999
720896,3.900850225,19.999
737280,4.225959426,19.999
737280,4.225959559,20.0
737280,4.225959677,20.0
737280,4.225959721,19.999
737280,4.225959456,19.999
753664,4.551067243,19.999
753664,4.551067243,19.999
753664,4.551067096,19.999
753664,4.551067155,19.999
753664,4.551067022,19.999
770048,4.876178183,19.999
770048,4.876178345,19.999
770048,4.876178241,19.999
770048,4.876177829,19.998
770048,4.876178065,19.998
786432,5.201286294,19.998
786432,5.201286264,19.999
786432,5.201286309,19.999
786432,5.201286117,19.998
786432,5.20128625,19.998
802816,5.526396747,19.999
802816,5.526397072,19.999
802816,5.526396762,19.999
802816,5.526396851,19.999
802816,5.526396954,19.998
819200,5.851502885,19.999
819200,5.851503165,19.999
819200,5.85150315,19.999
819200,5.85150343,19.999
819200,5.85150318,19.998
835584,6.176614723,19.998
835584,6.176614635,19.998
835584,6.176614723,19.998
835584,6.176614959,19.999
835584,6.176614753,19.999
851968,6.501722555,19.999
851968,6.501722289,19.999
851968,6.50172226,19.998
851968,6.501722437,19.998
851968,6.501722466,19.998
868352,6.826832404,19.998
868352,6.826832404,19.998
868352,6.82683261,19.998
868352,6.826832375,19.998
868352,6.826832596,19.998
884736,7.151939587,19.999
884736,7.151939131,19.999
884736,7.151939499,19.999
884736,7.151939558,19.998
884736,7.151939455,19.998
901120,7.477050483,19.998
901120,7.477050792,19.998
901120,7.477050778,19.998
901120,7.477050748,19.998
901120,7.47705091,19.998
917504,7.802159287,19.998
917504,7.802158771,19.998
917504,7.802158609,19.998
917504,7.802158521,19.998
917504,7.8021588,19.998
933888,8.127270211,19.999
933888,8.127270698,19.999
933888,8.12727111,19.999
933888,8.127271125,19.999
933888,8.127270786,19.999
950272,8.452376305,20.0
950272,8.452375819,20.0
950272,8.452376187,19.999
950272,8.452376157,19.999
950272,8.452375819,19.999
966656,8.777487966,19.999
966656,8.777487893,19.999
966656,8.777488158,19.999
966656,8.777488261,19.999
966656,8.777488217,19.998
983040,9.102598935,19.999
983040,9.102598994,19.999
983040,9.102598935,19.999
983040,9.102598714,19.999
983040,9.102598744,19.999
999424,9.427705662,19.999
999424,9.42770578,19.999
999424,9.427705087,19.999
