# INL run# soak = 10# samples_per_meter_per_step = 5# NPLC = 100# Temp = 20dac_counts,3458A_volt,arroyo_temperature
0,-10.40393958,19.998
0,-10.4039396,19.999
0,-10.40393983,19.999
0,-10.40393997,19.999
0,-10.40394016,19.999
128,-10.40140151,19.999
128,-10.40140134,19.999
128,-10.40140121,19.999
128,-10.40140118,19.999
128,-10.40140158,19.999
256,-10.39886182,20.0
256,-10.39886115,20.0
256,-10.39886138,19.999
256,-10.39886169,19.999
256,-10.39886171,19.999
384,-10.39632266,20.0
384,-10.39632257,20.0
384,-10.39632266,20.0
384,-10.39632289,20.0
384,-10.3963225,20.0
512,-10.39378096,20.0
512,-10.39378081,20.0
512,-10.39378131,20.0
512,-10.39378128,20.0
512,-10.39378078,20.0
640,-10.39124192,20.0
640,-10.39124159,20.0
640,-10.39124159,20.0
640,-10.39124189,20.0
640,-10.39124156,20.0
768,-10.3887022,20.002
768,-10.38870165,20.001
768,-10.38870137,20.0
768,-10.38870152,20.0
768,-10.38870156,20.0
896,-10.38616199,19.999
896,-10.38616197,20.0
896,-10.38616265,20.0
896,-10.38616232,20.0
896,-10.38616187,20.001
1024,-10.38362002,20.0
1024,-10.38361999,20.0
1024,-10.38362011,20.0
1024,-10.38361992,20.0
1024,-10.38361971,20.0
1152,-10.38108156,19.999
1152,-10.38108166,19.999
1152,-10.38108166,19.999
1152,-10.38108243,20.0
1152,-10.38108278,19.999
1280,-10.37854155,20.0
1280,-10.37854101,19.999
1280,-10.37854123,19.999
1280,-10.3785412,19.999
1280,-10.37854138,19.999
1408,-10.37600201,20.0
1408,-10.37600209,20.0
1408,-10.37600231,20.0
1408,-10.37600286,20.0
1408,-10.37600224,20.0
1536,-10.3734607,19.999
1536,-10.37346036,19.999
1536,-10.37346053,20.0
1536,-10.37346063,20.0
1536,-10.37346054,20.0
1664,-10.37092123,19.999
1664,-10.37092101,20.0
1664,-10.37092092,20.0
1664,-10.37092136,20.0
1664,-10.37092098,20.001
1792,-10.36838222,20.001
1792,-10.36838206,20.001
1792,-10.36838169,20.0
1792,-10.36838202,20.001
1792,-10.36838199,20.001
1920,-10.36584281,20.0
1920,-10.36584273,20.0
1920,-10.36584288,20.0
1920,-10.36584278,20.0
1920,-10.36584282,20.0
2048,-10.36330058,20.0
2048,-10.363301,20.0
2048,-10.36330131,20.0
2048,-10.3633014,20.0
2048,-10.36330088,20.0
2176,-10.360762,19.999
2176,-10.36076215,20.0
2176,-10.36076197,20.001
2176,-10.36076178,20.001
2176,-10.36076182,20.001
2304,-10.35822177,20.001
2304,-10.35822196,20.001
2304,-10.35822207,20.001
2304,-10.3582219,20.001
2304,-10.35822235,20.001
2432,-10.35568337,20.0
2432,-10.35568306,20.0
2432,-10.35568297,19.999
2432,-10.35568296,19.999
2432,-10.35568252,19.999
2560,-10.35314089,19.999
2560,-10.35314065,19.999
2560,-10.3531403,20.0
2560,-10.35314076,19.999
2560,-10.35314093,20.0
2688,-10.35060128,20.0
2688,-10.35060143,20.0
2688,-10.3506013,20.001
2688,-10.3506013,20.001
2688,-10.35060158,20.001
2816,-10.34806122,20.0
2816,-10.34806209,20.0
2816,-10.34806263,20.0
2816,-10.34806257,20.0
2816,-10.34806269,20.0
2944,-10.34552332,19.999
2944,-10.34552287,19.999
2944,-10.34552324,19.999
2944,-10.34552312,19.999
2944,-10.34552315,19.999
3072,-10.34298203,20.0
3072,-10.34298193,20.001
3072,-10.34298163,20.001
3072,-10.34298128,20.001
3072,-10.34298182,20.001
3200,-10.34044335,20.001
3200,-10.34044304,20.001
3200,-10.3404432,20.0
3200,-10.34044344,20.0
3200,-10.34044414,19.999
3328,-10.33790403,19.999
3328,-10.33790389,20.0
3328,-10.33790343,20.0
3328,-10.33790359,19.999
3328,-10.33790368,19.999
3456,-10.33536454,20.0
3456,-10.33536449,20.0
3456,-10.33536432,19.999
3456,-10.33536484,19.999
3456,-10.3353649,20.0
3584,-10.33282178,19.999
3584,-10.33282167,19.999
3584,-10.3328222,19.999
3584,-10.33282202,19.999
3584,-10.33282159,19.999
3712,-10.3302824,20.001
3712,-10.33028251,20.001
3712,-10.33028237,20.0
3712,-10.33028275,20.0
3712,-10.33028268,20.0
3840,-10.32774299,20.001
3840,-10.32774242,20.001
3840,-10.32774232,20.001
3840,-10.32774248,20.0
3840,-10.32774333,20.0
3968,-10.32520418,19.999
3968,-10.32520446,19.999
3968,-10.32520422,20.0
3968,-10.32520434,20.0
3968,-10.32520384,20.0
4096,-10.32266275,20.0
4096,-10.3226626,20.0
4096,-10.32266248,20.0
4096,-10.32266273,19.999
4096,-10.32266257,19.998
4224,-10.32012356,19.998
4224,-10.32012362,19.999
4224,-10.32012345,19.998
4224,-10.32012309,19.999
4224,-10.32012274,20.0
4352,-10.31758291,19.999
4352,-10.31758322,19.999
4352,-10.31758341,20.0
4352,-10.31758391,20.0
4352,-10.31758351,20.0
4480,-10.31504476,20.0
4480,-10.31504469,20.0
4480,-10.31504475,20.0
4480,-10.31504469,20.0
4480,-10.31504489,20.0
4608,-10.31250315,19.999
4608,-10.31250306,19.999
4608,-10.31250287,19.999
4608,-10.31250293,19.999
4608,-10.312503,20.0
4736,-10.30996413,20.001
4736,-10.30996378,20.0
4736,-10.30996388,20.0
4736,-10.30996378,20.0
4736,-10.30996394,20.0
4864,-10.30742427,19.999
4864,-10.30742383,20.0
4864,-10.30742412,19.999
4864,-10.30742436,19.998
4864,-10.30742405,19.999
4992,-10.30488496,20.0
4992,-10.30488528,20.0
4992,-10.30488516,20.0
4992,-10.30488509,19.999
4992,-10.30488528,19.999
5120,-10.30234299,19.999
5120,-10.30234323,19.999
5120,-10.30234295,19.999
5120,-10.30234253,19.999
5120,-10.30234295,19.999
5248,-10.29980324,20.0
5248,-10.29980365,19.999
5248,-10.29980382,19.999
5248,-10.2998036,19.999
5248,-10.29980343,19.999
5376,-10.29726391,20.0
5376,-10.29726402,19.999
5376,-10.29726401,19.999
5376,-10.29726382,19.999
5376,-10.29726408,19.999
5504,-10.29472464,20.0
5504,-10.29472478,19.999
5504,-10.29472468,20.0
5504,-10.2947248,20.0
5504,-10.29472468,19.999
5632,-10.29218276,20.0
5632,-10.29218297,20.001
5632,-10.29218344,20.001
5632,-10.29218332,20.001
5632,-10.29218336,20.001
5760,-10.28964384,20.0
5760,-10.28964373,20.0
5760,-10.28964395,19.999
5760,-10.28964387,19.999
5760,-10.28964401,19.999
5888,-10.28710396,20.0
5888,-10.28710435,20.0
5888,-10.28710429,19.999
5888,-10.28710453,19.999
5888,-10.28710474,20.0
6016,-10.28456511,20.0
6016,-10.28456497,20.0
6016,-10.28456488,19.999
6016,-10.28456492,19.999
6016,-10.2845652,19.999
6144,-10.28202321,20.0
6144,-10.28202341,20.0
6144,-10.2820233,20.0
6144,-10.28202355,20.001
6144,-10.2820235,20.001
6272,-10.27948422,20.0
6272,-10.27948463,20.0
6272,-10.27948464,19.999
6272,-10.27948441,19.999
6272,-10.27948426,19.999
6400,-10.27694454,19.999
6400,-10.27694473,19.999
6400,-10.27694487,20.0
6400,-10.27694462,19.999
6400,-10.27694446,19.999
6528,-10.27440532,19.998
6528,-10.2744059,19.998
6528,-10.27440578,19.998
6528,-10.27440614,19.998
6528,-10.27440593,19.999
6656,-10.27186451,19.999
6656,-10.27186488,19.999
6656,-10.27186541,19.999
6656,-10.27186408,19.998
6656,-10.2718641,19.998
6784,-10.26932427,19.999
6784,-10.26932375,19.999
6784,-10.26932378,19.999
6784,-10.26932446,19.999
6784,-10.26932413,20.0
6912,-10.26678492,20.0
6912,-10.26678464,20.0
6912,-10.26678435,20.0
6912,-10.2667843,20.0
6912,-10.26678436,20.0
7040,-10.26424582,19.999
7040,-10.26424618,19.999
7040,-10.26424585,19.999
7040,-10.26424586,19.999
7040,-10.2642463,19.999
7168,-10.26170403,19.999
7168,-10.26170356,19.999
7168,-10.26170381,19.999
7168,-10.26170412,19.999
7168,-10.26170384,19.999
7296,-10.25916476,20.0
7296,-10.25916496,20.0
7296,-10.2591646,19.999
7296,-10.25916524,19.999
7296,-10.25916507,19.998
7424,-10.25662447,19.998
7424,-10.25662456,19.999
7424,-10.25662469,19.999
7424,-10.25662491,20.0
7424,-10.25662472,20.0
7552,-10.25408617,19.999
7552,-10.25408629,19.999
7552,-10.25408582,19.999
7552,-10.25408557,19.998
7552,-10.25408582,19.997
7680,-10.25154359,19.999
7680,-10.25154355,19.999
7680,-10.25154372,19.999
7680,-10.25154347,19.999
7680,-10.25154377,19.999
7808,-10.24900467,19.999
7808,-10.24900487,19.999
7808,-10.24900501,19.999
7808,-10.24900528,19.999
7808,-10.2490051,19.999
7936,-10.24646551,19.999
7936,-10.24646527,20.0
7936,-10.24646505,20.0
7936,-10.24646518,19.999
7936,-10.24646514,19.999
8064,-10.24392621,19.999
8064,-10.24392703,20.0
8064,-10.24392656,20.0
8064,-10.24392689,20.0
8064,-10.24392665,20.0
# INL run# soak = 10# samples_per_meter_per_step = 5# NPLC = 100# Temp = 25dac_counts,3458A_volt,arroyo_temperature
0,-10.4039349,25.002
0,-10.40393524,25.002
0,-10.40393497,25.002
0,-10.40393481,25.001
0,-10.40393506,25.001
128,-10.40139587,25.002
128,-10.40139551,25.002
128,-10.40139644,25.003
128,-10.40139685,25.002
128,-10.40139663,25.002
256,-10.39885748,25.002
256,-10.39885723,25.002
256,-10.39885714,25.002
256,-10.39885724,25.003
256,-10.39885721,25.003
384,-10.39631762,25.002
384,-10.3963175,25.002
