# INL run# soak = 10# samples_per_meter_per_step = 5# NPLC = 100dac_counts,3458A_volt
64512,-9.123819826
64512,-9.123819399
64512,-9.123819016
64512,-9.123818662
64512,-9.123818883
65536,-9.10350014
65536,-9.103500435
65536,-9.103500847
65536,-9.103500685
65536,-9.103500685
66560,-9.083179718
66560,-9.083180248
66560,-9.083179909
66560,-9.083179909
66560,-9.083179703
67584,-9.062857793
67584,-9.062858853
67584,-9.062858956
67584,-9.062858956
67584,-9.062858912
68608,-9.042540699
68608,-9.042540081
68608,-9.042540095
68608,-9.042539742
68608,-9.042539874
69632,-9.022222103
69632,-9.022221779
69632,-9.022221838
69632,-9.022221882
69632,-9.022222221
70656,-9.001902064
70656,-9.00190174
70656,-9.001901548
70656,-9.001901799
70656,-9.001901799
71680,-8.981582157
71680,-8.981582496
71680,-8.981582069
71680,-8.981582113
71680,-8.981581907
72704,-8.961262869
72704,-8.961263046
72704,-8.961263031
72704,-8.961263163
72704,-8.961262928
73728,-8.94094277
73728,-8.940942859
73728,-8.940942829
73728,-8.940942476
73728,-8.94094277
74752,-8.920623084
74752,-8.920623217
74752,-8.920622863
74752,-8.920622436
74752,-8.920622805
75776,-8.900302706
75776,-8.900302485
75776,-8.9003025
75776,-8.900302367
75776,-8.900302515
76800,-8.879983359
76800,-8.879983757
76800,-8.879983904
76800,-8.879984272
76800,-8.879984316
77824,-8.859665853
77824,-8.859665824
77824,-8.85966575
77824,-8.859665838
77824,-8.859665676
78848,-8.83934599
78848,-8.839345445
78848,-8.839345858
78848,-8.839345681
78848,-8.839345858
79872,-8.819026849
79872,-8.819026967
79872,-8.819027041
79872,-8.819026982
79872,-8.819027085
80896,-8.798708533
80896,-8.798708371
80896,-8.79870818
80896,-8.798708298
80896,-8.79870793
81920,-8.778391322
81920,-8.778391013
81920,-8.778390762
81920,-8.778391204
81920,-8.778391116
82944,-8.758070841
82944,-8.75807062
82944,-8.758070826
82944,-8.758070973
82944,-8.758072108
83968,-8.737751067
83968,-8.737751405
83968,-8.737750934
83968,-8.737751449
83968,-8.737751302
84992,-8.717433119
84992,-8.717433428
84992,-8.717433354
84992,-8.717433605
84992,-8.717433428
86016,-8.697115716
86016,-8.697115745
86016,-8.697116217
86016,-8.697116394
86016,-8.697115952
87040,-8.676794189
87040,-8.6767941
87040,-8.676794351
87040,-8.676794159
87040,-8.676793953
88064,-8.656474871
88064,-8.656474856
88064,-8.656475077
88064,-8.656474974
88064,-8.65647493
89088,-8.636154876
89088,-8.636154743
89088,-8.636154935
89088,-8.636155215
89088,-8.6361552
90112,-8.615834424
90112,-8.615834733
90112,-8.615834439
90112,-8.615834409
90112,-8.615834527
91136,-8.595514664
91136,-8.595515253
91136,-8.595516152
91136,-8.595516211
91136,-8.595516388
92160,-8.575195759
92160,-8.575195906
92160,-8.575195671
92160,-8.575195936
92160,-8.575195715
93184,-8.554877193
93184,-8.554877443
93184,-8.554877605
93184,-8.554877325
93184,-8.554877502
94208,-8.534559156
94208,-8.53455923
94208,-8.534559083
94208,-8.534559304
94208,-8.534559333
95232,-8.514239809
95232,-8.514239412
95232,-8.514239264
95232,-8.514239544
95232,-8.514239397
96256,-8.493920595
96256,-8.493920801
96256,-8.493920683
96256,-8.493920477
96256,-8.49392058
97280,-8.473600305
97280,-8.473600305
97280,-8.47360032
97280,-8.473600025
97280,-8.473600202
98304,-8.453283152
98304,-8.453282961
98304,-8.453282799
98304,-8.4532833
98304,-8.453283138
99328,-8.432963142
99328,-8.432963128
99328,-8.432963467
99328,-8.432963378
99328,-8.432962907
100352,-8.412641983
100352,-8.412642042
100352,-8.412641468
100352,-8.412641159
100352,-8.412641556
101376,-8.392322445
101376,-8.392322916
101376,-8.392323373
101376,-8.39232355
101376,-8.39232352
102400,-8.372004939
102400,-8.372004851
102400,-8.372004821
102400,-8.372005337
102400,-8.372005293
103424,-8.351684988
103424,-8.351685165
103424,-8.351685607
103424,-8.351685445
103424,-8.351685327
104448,-8.331365405
104448,-8.331365272
104448,-8.331365405
104448,-8.331365493
104448,-8.33136542
105472,-8.311045896
105472,-8.311045218
105472,-8.311044128
105472,-8.311044172
105472,-8.311044349
106496,-8.290727167
106496,-8.290727138
106496,-8.29072705
106496,-8.290726696
106496,-8.290726755
107520,-8.270407452
107520,-8.270407319
107520,-8.27040757
107520,-8.270407172
107520,-8.270407216
108544,-8.25008672
108544,-8.250086558
108544,-8.250086779
108544,-8.250086985
108544,-8.250086529
109568,-8.229768272
109568,-8.229768227
109568,-8.229768095
109568,-8.229768065
109568,-8.229768713
110592,-8.209450442
110592,-8.209450427
110592,-8.209451812
110592,-8.20945134
110592,-8.209451458
111616,-8.18913133
111616,-8.189131463
111616,-8.18913164
111616,-8.18913161
111616,-8.189131257
112640,-8.168812469
112640,-8.168812793
112640,-8.168812602
112640,-8.168812233
112640,-8.168811305
113664,-8.148493034
113664,-8.148492209
113664,-8.148492665
113664,-8.148492297
113664,-8.148492459
114688,-8.128174276
114688,-8.128174423
114688,-8.128174526
114688,-8.128174835
114688,-8.128174924
115712,-8.107855238
115712,-8.107855474
115712,-8.107855282
115712,-8.107854958
115712,-8.107854958
116736,-8.087533666
116736,-8.08753321
116736,-8.08753321
116736,-8.087533283
116736,-8.087533121
117760,-8.067215645
117760,-8.06721591
117760,-8.067215674
117760,-8.067215689
117760,-8.067215395
118784,-8.046897432
118784,-8.04689752
118784,-8.046898021
118784,-8.046898169
118784,-8.04689808
119808,-8.026577113
119808,-8.026577555
119808,-8.026577157
119808,-8.026577731
119808,-8.026577628
120832,-8.00625806
120832,-8.006258237
120832,-8.006258576
120832,-8.00625834
120832,-8.006258782
121856,-7.985939096
121856,-7.985939022
121856,-7.985938492
121856,-7.985939008
121856,-7.98593914
122880,-7.965618953
122880,-7.965618644
122880,-7.965618968
122880,-7.965618644
122880,-7.96561941
123904,-7.945299754
123904,-7.94529993
123904,-7.945299518
123904,-7.945299459
123904,-7.945298664
124928,-7.924978477
124928,-7.924978064
124928,-7.924978271
124928,-7.924978757
124928,-7.924979243
125952,-7.904660455
125952,-7.904660514
125952,-7.904660367
125952,-7.904660234
125952,-7.904660308
126976,-7.884341329
126976,-7.884341314
126976,-7.884341506
126976,-7.884341418
126976,-7.884341506
128000,-7.864021805
128000,-7.864020936
128000,-7.864021363
128000,-7.864021658
128000,-7.864021643
129024,-7.843701736
129024,-7.843701869
129024,-7.843702429
129024,-7.843702222
129024,-7.843702576
130048,-7.82338345
130048,-7.823383509
130048,-7.823383288
130048,-7.823383023
130048,-7.823383479
131072,-7.803065782
131072,-7.803065649
131072,-7.803065635
131072,-7.803065458
131072,-7.80306531
132096,-7.78274614
132096,-7.782746302
132096,-7.782746096
132096,-7.782746228
132096,-7.78274586
133120,-7.762425246
133120,-7.762425217
133120,-7.762425232
133120,-7.762425246
133120,-7.762425688
134144,-7.742107578
134144,-7.742107136
134144,-7.742106989
134144,-7.742107019
134144,-7.742106798
135168,-7.721789822
135168,-7.721789896
135168,-7.721789822
135168,-7.721789513
135168,-7.721789586
136192,-7.70147018
136192,-7.701469311
136192,-7.701469238
136192,-7.701469414
136192,-7.701469385
137216,-7.681149625
137216,-7.681149846
137216,-7.681150008
137216,-7.681150185
137216,-7.681149994
138240,-7.660829807
138240,-7.660829807
138240,-7.660829822
138240,-7.660829807
138240,-7.660829895
139264,-7.640509591
139264,-7.640509664
139264,-7.640509429
139264,-7.640509458
139264,-7.640509708
140288,-7.620189964
140288,-7.620189934
140288,-7.620190538
140288,-7.620190376
140288,-7.620190214
141312,-7.599870425
141312,-7.599870307
141312,-7.59987041
141312,-7.59986985
141312,-7.599870101
142336,-7.579551431
142336,-7.579551682
142336,-7.579551726
142336,-7.579551608
142336,-7.579551608
143360,-7.559233218
143360,-7.559232894
143360,-7.559232997
143360,-7.559232894
143360,-7.559233307
144384,-7.538913105
144384,-7.538913076
144384,-7.538913149
144384,-7.538912899
144384,-7.538912693
145408,-7.518593287
145408,-7.518593301
145408,-7.518593331
145408,-7.518593184
145408,-7.518593522
146432,-7.498274043
146432,-7.498274426
146432,-7.498274455
146432,-7.49827416
146432,-7.498273969
147456,-7.477958231
147456,-7.477958437
147456,-7.477958231
147456,-7.477958098
147456,-7.477958378
148480,-7.457638648
148480,-7.457638736
148480,-7.457638383
148480,-7.45763856
148480,-7.457638442
149504,-7.437317371
149504,-7.437317165
149504,-7.437317209
149504,-7.437317386
149504,-7.437317194
150528,-7.416998687
150528,-7.41699854
150528,-7.416998481
150528,-7.416998481
150528,-7.416998657
151552,-7.396681343
151552,-7.396681431
151552,-7.396681255
151552,-7.396681137
151552,-7.396681431
152576,-7.376361362
152576,-7.376361215
152576,-7.376361171
152576,-7.376360817
152576,-7.376361539
153600,-7.356041765
153600,-7.356041706
153600,-7.356041529
153600,-7.356041279
153600,-7.356041411
154624,-7.335721446
154624,-7.335721608
154624,-7.335722079
154624,-7.335721622
154624,-7.335721593
155648,-7.315400522
155648,-7.315400773
155648,-7.315400611
155648,-7.315400375
155648,-7.315401273
156672,-7.295081249
156672,-7.29508144
156672,-7.295081013
156672,-7.29508091
156672,-7.295081072
157696,-7.274761253
157696,-7.274760723
157696,-7.274760708
157696,-7.274761121
157696,-7.274760915
158720,-7.25444254
158720,-7.254442834
158720,-7.254442864
158720,-7.254442628
158720,-7.254443041
159744,-7.234124725
159744,-7.234124342
159744,-7.234124621
159744,-7.234124548
159744,-7.234124754
160768,-7.213804287
160768,-7.21380526
160768,-7.213804921
160768,-7.213804877
160768,-7.213804641
161792,-7.193484631
161792,-7.193484808
161792,-7.193484852
161792,-7.193484749
161792,-7.193484528
162816,-7.173165313
162816,-7.173165313
162816,-7.17316521
162816,-7.173165092
162816,-7.173165077
163840,-7.152847984
163840,-7.152847851
163840,-7.15284791
163840,-7.152847999
163840,-7.152848087
164864,-7.13252821
164864,-7.132528328
164864,-7.132528107
164864,-7.132528033
164864,-7.132528298
165888,-7.1122068
165888,-7.112206727
165888,-7.112206771
165888,-7.112206918
165888,-7.112207213
166912,-7.091888411
166912,-7.091888278
166912,-7.091888145
166912,-7.091888057
166912,-7.091888057
167936,-7.07157114
167936,-7.071571214
167936,-7.071571214
167936,-7.07157145
167936,-7.07157142
168960,-7.051251057
168960,-7.051250909
168960,-7.051251013
168960,-7.051250747
168960,-7.051250615
169984,-7.030930855
169984,-7.030930914
169984,-7.03093112
169984,-7.030931194
169984,-7.030930899
171008,-7.01061142
171008,-7.010611287
171008,-7.010611169
171008,-7.010611302
171008,-7.01061142
172032,-6.990290762
172032,-6.990290688
172032,-6.990290747
172032,-6.990290835
172032,-6.990291071
173056,-6.969971753
173056,-6.969972033
173056,-6.969971856
173056,-6.969972048
173056,-6.969971989
174080,-6.949651552
174080,-6.949651463
174080,-6.949651949
174080,-6.949651949
174080,-6.949651581
175104,-6.929333162
175104,-6.929333162
175104,-6.929332985
175104,-6.929332735
175104,-6.929332705
176128,-6.909014404
176128,-6.909014404
176128,-6.909014596
176128,-6.909014625
176128,-6.90901464
177152,-6.888694703
177152,-6.888694703
177152,-6.888694306
177152,-6.888694247
177152,-6.88869435
178176,-6.868374973
178176,-6.868374679
178176,-6.868374738
178176,-6.868374797
178176,-6.86837459
179200,-6.84805567
179200,-6.848055641
179200,-6.848055847
179200,-6.848056068
179200,-6.848055685
180224,-6.82773921
180224,-6.827739269
180224,-6.82773952
180224,-6.827739343
180224,-6.827739461
181248,-6.807419598
181248,-6.807419628
181248,-6.807419922
181248,-6.807420128
181248,-6.807420246
182272,-6.787099455
182272,-6.787099308
182272,-6.787099293
182272,-6.787099338
182272,-6.787099338
183296,-6.766780668
183296,-6.766780506
183296,-6.766780874
183296,-6.766780683
183296,-6.766781081
184320,-6.746463737
184320,-6.746463486
184320,-6.746463545
184320,-6.74646353
184320,-6.746463398
185344,-6.726143462
185344,-6.7261433
185344,-6.726143344
185344,-6.72614352
185344,-6.72614352
186368,-6.705823643
186368,-6.705823879
186368,-6.705823864
186368,-6.705823658
186368,-6.705823746
187392,-6.685503604
187392,-6.685503721
187392,-6.685503839
187392,-6.685503854
187392,-6.685503677
188416,-6.665183284
188416,-6.665183358
188416,-6.665183107
188416,-6.665183211
188416,-6.665183299
189440,-6.644863746
189440,-6.644863849
189440,-6.644863628
189440,-6.644863966
189440,-6.644864055
190464,-6.624543898
190464,-6.624543809
190464,-6.62454347
190464,-6.624543898
190464,-6.624543706
191488,-6.604224403
191488,-6.604224521
191488,-6.604224359
191488,-6.604224845
191488,-6.604224654
192512,-6.583906131
192512,-6.583906367
192512,-6.583906426
192512,-6.583906308
192512,-6.583906264
193536,-6.563586416
193536,-6.563585886
193536,-6.563586401
193536,-6.563586784
193536,-6.563586504
194560,-6.543266745
194560,-6.543266818
194560,-6.543266921
194560,-6.543266804
194560,-6.543266597
195584,-6.522946867
195584,-6.522946911
195584,-6.522947014
195584,-6.522946838
195584,-6.522947132
196608,-6.50263026
196608,-6.502630584
196608,-6.502630584
196608,-6.502630275
196608,-6.502630348
197632,-6.482310736
197632,-6.482310471
197632,-6.482310707
197632,-6.482310618
197632,-6.4823105
198656,-6.461989371
198656,-6.461989901
198656,-6.46198968
198656,-6.461989636
198656,-6.461989768
199680,-6.441671187
199680,-6.441671305
199680,-6.441671099
199680,-6.441671349
199680,-6.441671202
200704,-6.421353578
200704,-6.421353623
200704,-6.421353461
200704,-6.421353519
200704,-6.421353534
201728,-6.401033848
201728,-6.401033819
201728,-6.401033863
201728,-6.401033907
201728,-6.401033907
202752,-6.380713367
202752,-6.380713573
202752,-6.380713794
202752,-6.380714118
202752,-6.380714265
203776,-6.360394314
203776,-6.360394314
203776,-6.36039399
203776,-6.360393799
203776,-6.360393887
204800,-6.340073597
204800,-6.340073465
204800,-6.340073317
204800,-6.340073244
204800,-6.340073258
205824,-6.319754456
205824,-6.319754014
205824,-6.319754235
205824,-6.319753985
205824,-6.319754206
206848,-6.299433798
206848,-6.299433518
206848,-6.299433356
206848,-6.299433533
206848,-6.299433651
207872,-6.279115453
207872,-6.279115865
207872,-6.279115541
207872,-6.279115217
207872,-6.279115394
208896,-6.258796842
208896,-6.258796754
208896,-6.258796989
208896,-6.25879693
208896,-6.258797269
209920,-6.238477141
209920,-6.238477156
209920,-6.238476979
209920,-6.238477215
209920,-6.238476906
210944,-6.218157382
210944,-6.218157529
210944,-6.218157573
210944,-6.218157352
210944,-6.218157691
211968,-6.197837931
211968,-6.197838005
211968,-6.197838167
211968,-6.197838344
211968,-6.197838167
212992,-6.177522134
212992,-6.177522179
212992,-6.177521943
212992,-6.177521869
212992,-6.177522016
214016,-6.157203023
214016,-6.15720292
214016,-6.157202993
214016,-6.157202581
214016,-6.157202772
215040,-6.136881908
215040,-6.136882041
215040,-6.136881643
215040,-6.136881952
215040,-6.136881908
216064,-6.116562649
216064,-6.116562693
216064,-6.116563135
216064,-6.116563165
216064,-6.11656343
217088,-6.096245173
217088,-6.096245409
217088,-6.09624532
217088,-6.096245143
217088,-6.096245188
218112,-6.075925281
218112,-6.075925251
218112,-6.075925325
218112,-6.075925222
218112,-6.075925325
219136,-6.055605138
219136,-6.055605477
219136,-6.055605374
219136,-6.055605433
219136,-6.055605536
220160,-6.035285997
220160,-6.035285909
220160,-6.035286145
220160,-6.035285879
220160,-6.035285747
221184,-6.014965781
221184,-6.014965899
221184,-6.014965899
221184,-6.014965752
221184,-6.014965575
222208,-5.994646051
222208,-5.994645889
222208,-5.994646257
222208,-5.994646242
222208,-5.994646154
223232,-5.974326468
223232,-5.974326365
223232,-5.97432635
223232,-5.974326291
223232,-5.974326439
224256,-5.954008226
224256,-5.954008049
224256,-5.954008005
224256,-5.954008285
224256,-5.954008064
225280,-5.933689114
225280,-5.933689527
225280,-5.933689541
225280,-5.933689394
225280,-5.933689644
226304,-5.913369487
226304,-5.913369708
226304,-5.913369664
226304,-5.913369502
226304,-5.913369355
227328,-5.893049934
227328,-5.893050052
227328,-5.893050169
227328,-5.89305042
227328,-5.893050066
228352,-5.872730204
228352,-5.872730248
228352,-5.872730263
228352,-5.872730292
228352,-5.872730336
229376,-5.852413847
229376,-5.852413817
229376,-5.852413685
229376,-5.852413508
229376,-5.852413729
230400,-5.832094249
230400,-5.832093896
230400,-5.832093513
230400,-5.832093866
230400,-5.832093704
231424,-5.811773208
231424,-5.811773444
231424,-5.811773164
231424,-5.811773075
231424,-5.811773031
232448,-5.791454421
232448,-5.791454656
232448,-5.791454789
232448,-5.791454789
232448,-5.79145448
233472,-5.771136723
233472,-5.771136591
233472,-5.771136664
233472,-5.771136547
233472,-5.771136959
234496,-5.750817008
234496,-5.750816905
234496,-5.750817037
234496,-5.750817008
234496,-5.75081717
235520,-5.730497013
235520,-5.730497013
235520,-5.730497072
235520,-5.730497101
235520,-5.730496968
236544,-5.710177386
236544,-5.710177386
236544,-5.710177209
236544,-5.710177224
236544,-5.710177224
237568,-5.689856772
237568,-5.689856948
237568,-5.689857081
237568,-5.689857022
237568,-5.689856919
238592,-5.669538043
238592,-5.669538043
238592,-5.66953769
238592,-5.669538117
238592,-5.669538117
239616,-5.649218284
239616,-5.649218166
239616,-5.649218048
239616,-5.649217901
239616,-5.649217842
240640,-5.628899187
240640,-5.628899216
240640,-5.628899481
240640,-5.628899305
240640,-5.628899025
241664,-5.608580444
241664,-5.608580517
241664,-5.60858037
241664,-5.608580252
241664,-5.608580414
242688,-5.588260301
242688,-5.588260537
242688,-5.588260375
242688,-5.588260537
242688,-5.588260272
243712,-5.567940365
243712,-5.567940556
243712,-5.567940453
243712,-5.567940335
243712,-5.56794035
244736,-5.547621224
244736,-5.547621312
244736,-5.54762143
244736,-5.547621238
244736,-5.547621253
245760,-5.527305353
245760,-5.527305176
245760,-5.527305014
245760,-5.527305382
245760,-5.527305161
246784,-5.506985917
246784,-5.506985667
246784,-5.506985608
246784,-5.506985667
246784,-5.506985741
247808,-5.486664434
247808,-5.486664405
247808,-5.486664567
247808,-5.48666467
247808,-5.486664744
248832,-5.466345927
248832,-5.466345765
248832,-5.46634575
248832,-5.466346
248832,-5.466345883
249856,-5.446028554
249856,-5.446028554
249856,-5.446028583
249856,-5.446028745
249856,-5.446028848
250880,-5.425708985
250880,-5.425709133
250880,-5.425708985
250880,-5.425709074
250880,-5.425708853
251904,-5.405388784
251904,-5.405388681
251904,-5.405388902
251904,-5.405389064
251904,-5.405388931
252928,-5.385069245
252928,-5.385069319
252928,-5.385069614
252928,-5.385069481
252928,-5.385069289
253952,-5.364749221
253952,-5.364748867
253952,-5.364748941
253952,-5.364749058
253952,-5.364748867
254976,-5.344429726
254976,-5.344429873
254976,-5.344429844
254976,-5.344429888
254976,-5.344429888
256000,-5.32410979
256000,-5.324109849
256000,-5.324109731
256000,-5.324109937
256000,-5.32411007
257024,-5.303791429
257024,-5.303791282
257024,-5.303791371
257024,-5.303791223
257024,-5.303791105
258048,-5.283472613
258048,-5.283472583
258048,-5.283472613
258048,-5.283472568
258048,-5.283472524
259072,-5.263152735
259072,-5.263153045
259072,-5.26315331
259072,-5.263153015
259072,-5.263153133
260096,-5.242833359
260096,-5.242833285
260096,-5.242833476
260096,-5.242833476
260096,-5.242833638
261120,-5.222513938
261120,-5.222514129
261120,-5.22251382
261120,-5.222514026
261120,-5.222514144
262144,-5.202196491
262144,-5.202196697
262144,-5.20219655
262144,-5.202196638
262144,-5.202196506
263168,-5.181876996
263168,-5.181877335
263168,-5.18187732
263168,-5.181877173
263168,-5.181877173
264192,-5.161556412
264192,-5.161556456
264192,-5.161556544
264192,-5.161556544
264192,-5.161556706
265216,-5.14123789
265216,-5.141238066
265216,-5.14123839
265216,-5.141238243
265216,-5.141238317
266240,-5.120920811
266240,-5.120921017
266240,-5.120920944
266240,-5.120920737
266240,-5.120920619
267264,-5.100600565
267264,-5.100600713
267264,-5.100600654
267264,-5.100600727
267264,-5.100600889
268288,-5.080280924
268288,-5.080280467
268288,-5.080280688
268288,-5.080280482
268288,-5.08028057
269312,-5.059960501
269312,-5.059960251
269312,-5.059960472
269312,-5.059960295
269312,-5.059960663
270336,-5.039640123
270336,-5.03964002
270336,-5.039640182
270336,-5.039639961
270336,-5.039639622
271360,-5.019320893
271360,-5.019320908
271360,-5.019320923
271360,-5.019321055
271360,-5.019321041
272384,-4.99900106
272384,-4.99900134
272384,-4.999001458
272384,-4.999001428
272384,-4.999001355
273408,-4.978682715
273408,-4.978682582
273408,-4.978682523
273408,-4.9786827
273408,-4.978682715
274432,-4.958364369
274432,-4.958364192
274432,-4.958364148
274432,-4.958364458
274432,-4.958364384
275456,-4.938044595
275456,-4.938044654
275456,-4.938044683
275456,-4.938044713
275456,-4.938044197
276480,-4.917724806
276480,-4.917724614
276480,-4.917724762
276480,-4.917724717
276480,-4.917724585
277504,-4.89740459
277504,-4.897404855
277504,-4.897404796
277504,-4.897404737
277504,-4.897404649
278528,-4.877087702
278528,-4.877088041
278528,-4.877088189
278528,-4.877087879
278528,-4.877087997
279552,-4.856768576
279552,-4.856768473
279552,-4.856768591
279552,-4.856768252
279552,-4.856768267
280576,-4.836447447
280576,-4.836447182
280576,-4.836447285
280576,-4.836447373
280576,-4.836447049
281600,-4.816128821
281600,-4.816128924
281600,-4.816128866
281600,-4.816128703
281600,-4.816129028
282624,-4.795811433
282624,-4.795811109
282624,-4.795811404
282624,-4.795811301
282624,-4.79581108
283648,-4.775491438
