# INL run# soak = 10# samples_per_meter_per_step = 5# NPLC = 100dac_counts,3458A_volt,ambient_temp
24576,-9.916278624,19.999116057530046
24576,-9.91627861,19.999116057530046
24576,-9.916278757,19.978496155980974
25600,-9.895959162,20.00942601005081
25600,-9.895959118,19.999116057530046
25600,-9.895958853,20.00942601005081
25600,-9.895958779,19.999116057530046
25600,-9.895959383,20.00942601005081
26624,-9.875639611,20.00942601005081
26624,-9.875640186,20.00942601005081
26624,-9.875640083,20.01973596373573
26624,-9.875640024,20.014580986747752
26624,-9.87564026,19.999116057530046
27648,-9.855321033,19.983651130931683
27648,-9.855321092,19.983651130931683
27648,-9.855321033,19.973341181321302
27648,-9.855320841,19.983651130931683
27648,-9.855321151,19.983651130931683
28672,-9.835002322,19.978496155980974
28672,-9.835002484,19.96818620695267
28672,-9.835002396,19.978496155980974
28672,-9.835002764,19.96818620695267
28672,-9.835002513,19.973341181321302
29696,-9.814682491,19.96818620695267
29696,-9.814682123,19.973341181321302
29696,-9.814681976,19.96818620695267
29696,-9.814682256,19.978496155980974
29696,-9.814682329,19.973341181321302
30720,-9.794363692,19.978496155980974
30720,-9.794363736,19.978496155980974
30720,-9.794363839,19.963031232875075
30720,-9.794363633,19.963031232875075
30720,-9.794363574,19.96818620695267
31744,-9.774044215,19.978496155980974
31744,-9.774044171,19.978496155980974
31744,-9.77404451,19.983651130931683
31744,-9.774044274,19.978496155980974
31744,-9.774043847,19.988806106173435
32768,-9.75372599,20.00942601005081
32768,-9.753726064,19.999116057530046
32768,-9.753725931,19.99396108170622
32768,-9.753726123,19.988806106173435
32768,-9.753725975,19.99396108170622
33792,-9.733406042,19.999116057530046
33792,-9.733405953,19.999116057530046
33792,-9.733405895,20.0300459185848
33792,-9.733406042,20.0300459185848
33792,-9.733406366,20.040355874598028
34816,-9.713085593,20.040355874598028
34816,-9.713085357,20.040355874598028
34816,-9.71308493,20.040355874598028
34816,-9.71308521,20.0300459185848
34816,-9.713085416,20.035200896445893
35840,-9.692766322,20.040355874598028
35840,-9.69276616,20.035200896445893
35840,-9.69276613,20.024890941014746
35840,-9.692766381,20.0300459185848
35840,-9.692766086,20.01973596373573
36864,-9.67244795,20.0300459185848
36864,-9.67244823,20.040355874598028
36864,-9.672447581,20.024890941014746
36864,-9.672447832,20.0300459185848
36864,-9.672447847,20.014580986747752
37888,-9.652127692,20.00942601005081
37888,-9.65212809,20.00427103364491
37888,-9.652127957,20.00942601005081
37888,-9.652127869,19.99396108170622
37888,-9.65212806,20.01973596373573
38912,-9.631808068,20.0300459185848
38912,-9.631808097,20.01973596373573
38912,-9.631808289,20.0300459185848
38912,-9.631807832,20.045510853041197
38912,-9.631808068,20.040355874598028
39936,-9.611488753,20.060975790116935
39936,-9.611488826,20.060975790116935
39936,-9.611488222,20.07644072981202
39936,-9.611488443,20.086750691063934
39936,-9.611488547,20.09190567212645
40960,-9.591168525,20.060975790116935
40960,-9.591168701,20.045510853041197
40960,-9.59116798,20.060975790116935
40960,-9.591168745,20.05582081080065
40960,-9.591168849,20.045510853041197
41984,-9.570848974,20.07128574962262
41984,-9.570849416,20.05582081080065
41984,-9.570848768,20.050665831775405
41984,-9.570848709,20.045510853041197
41984,-9.570848797,20.050665831775405
43008,-9.550528908,20.040355874598028
43008,-9.55052904,20.01973596373573
43008,-9.550528864,20.0300459185848
43008,-9.550528834,20.01973596373573
43008,-9.55052823,20.024890941014746
44032,-9.530210241,20.01973596373573
44032,-9.530210609,20.014580986747752
44032,-9.530210491,20.01973596373573
44032,-9.530210241,20.014580986747752
44032,-9.530210094,20.01973596373573
45056,-9.509891898,20.014580986747752
45056,-9.509891736,19.999116057530046
45056,-9.509892075,19.99396108170622
45056,-9.50989206,19.999116057530046
45056,-9.509892178,19.99396108170622
46080,-9.489572156,20.00427103364491
46080,-9.489571935,19.999116057530046
46080,-9.48957167,19.988806106173435
46080,-9.489572392,19.999116057530046
46080,-9.489572775,19.983651130931683
47104,-9.469253091,19.973341181321302
47104,-9.469252974,19.973341181321302
47104,-9.469253357,19.973341181321302
47104,-9.469253725,19.96818620695267
47104,-9.469253357,19.957876259088515
48128,-9.448933924,19.952721285592997
48128,-9.448933659,19.932101394521304
48128,-9.448933688,19.932101394521304
48128,-9.448934086,19.92179145073169
48128,-9.44893388,19.932101394521304
49152,-9.428615478,19.926946422480977
49152,-9.428615242,19.926946422480977
49152,-9.428615183,19.926946422480977
49152,-9.428615124,19.932101394521304
49152,-9.428615287,19.926946422480977
50176,-9.408295412,19.937256366852672
50176,-9.408294985,19.947566312388517
50176,-9.408295382,19.937256366852672
50176,-9.408295603,19.932101394521304
50176,-9.408295633,19.932101394521304
51200,-9.387974594,19.932101394521304
51200,-9.387974418,19.926946422480977
51200,-9.387973858,19.932101394521304
51200,-9.387974226,19.91663647927344
51200,-9.387974344,19.911481508106228
52224,-9.367655839,19.937256366852672
52224,-9.367655766,19.942411339475075
52224,-9.367655677,19.947566312388517
52224,-9.36765522,19.957876259088515
52224,-9.367654896,19.96818620695267
53248,-9.347337231,19.978496155980974
53248,-9.347337614,19.978496155980974
53248,-9.347337408,19.973341181321302
53248,-9.347337452,19.983651130931683
53248,-9.347337894,19.973341181321302
54272,-9.327017489,19.983651130931683
54272,-9.327017681,19.973341181321302
54272,-9.327017636,19.957876259088515
54272,-9.327017548,19.952721285592997
54272,-9.327017563,19.937256366852672
55296,-9.306699161,19.957876259088515
55296,-9.306698984,19.947566312388517
55296,-9.306699102,19.952721285592997
55296,-9.306699117,19.947566312388517
55296,-9.30669788,19.937256366852672
56320,-9.286379301,19.942411339475075
56320,-9.286378903,19.932101394521304
56320,-9.286378417,19.937256366852672
56320,-9.28637827,19.92179145073169
56320,-9.286378314,19.92179145073169
57344,-9.266060914,19.90632653723005
57344,-9.266060944,19.901171566644916
57344,-9.266060737,19.90632653723005
57344,-9.266060546,19.91663647927344
57344,-9.266060782,19.911481508106228
58368,-9.245741098,19.92179145073169
58368,-9.245741202,19.926946422480977
58368,-9.245740951,19.926946422480977
58368,-9.245740936,19.947566312388517
58368,-9.245740833,19.957876259088515
59392,-9.22542115,19.983651130931683
59392,-9.225421209,19.963031232875075
59392,-9.225421415,19.973341181321302
59392,-9.225421798,19.983651130931683
59392,-9.22542143,19.988806106173435
60416,-9.205103073,19.988806106173435
60416,-9.205102807,19.988806106173435
60416,-9.205103014,19.983651130931683
60416,-9.20510269,19.983651130931683
60416,-9.205102365,19.973341181321302
61440,-9.184784332,19.978496155980974
61440,-9.184784126,19.973341181321302
61440,-9.184784096,19.978496155980974
61440,-9.184784347,19.978496155980974
61440,-9.184784479,19.978496155980974
62464,-9.164464649,19.988806106173435
62464,-9.164464708,19.96818620695267
62464,-9.164464531,19.963031232875075
62464,-9.164464177,19.988806106173435
62464,-9.164464354,19.988806106173435
63488,-9.144145555,20.00427103364491
63488,-9.144145643,19.99396108170622
63488,-9.144145393,19.988806106173435
63488,-9.144145496,19.988806106173435
63488,-9.144145142,19.988806106173435
64512,-9.12382621,19.99396108170622
64512,-9.123826328,19.978496155980974
64512,-9.123826093,19.988806106173435
64512,-9.123826078,19.988806106173435
64512,-9.123825769,19.988806106173435
65536,-9.103507824,19.983651130931683
65536,-9.103507765,19.973341181321302
65536,-9.103507573,19.96818620695267
65536,-9.103507676,19.978496155980974
65536,-9.103507838,19.973341181321302
66560,-9.083187404,19.963031232875075
66560,-9.083188332,19.973341181321302
66560,-9.083188052,19.96818620695267
66560,-9.083187743,19.957876259088515
66560,-9.083187389,19.973341181321302
67584,-9.062865688,19.96818620695267
67584,-9.062865761,19.952721285592997
67584,-9.062865482,19.957876259088515
67584,-9.062865526,19.973341181321302
67584,-9.062865688,19.973341181321302
68608,-9.042546874,19.973341181321302
68608,-9.042546756,19.978496155980974
68608,-9.042546299,19.983651130931683
68608,-9.042546844,19.978496155980974
68608,-9.042546697,19.983651130931683
69632,-9.02222884,19.988806106173435
69632,-9.02222884,19.983651130931683
69632,-9.022228943,19.983651130931683
69632,-9.022229135,19.978496155980974
69632,-9.022229385,19.983651130931683
70656,-9.001909216,19.988806106173435
70656,-9.001909069,19.988806106173435
70656,-9.001909054,19.978496155980974
70656,-9.001909024,19.99396108170622
70656,-9.001908862,19.978496155980974
71680,-8.981588914,19.978496155980974
71680,-8.981588531,19.96818620695267
71680,-8.981588546,19.988806106173435
71680,-8.981588988,19.978496155980974
71680,-8.981589297,19.983651130931683
72704,-8.961270056,19.999116057530046
72704,-8.961270277,20.00427103364491
72704,-8.961270424,19.999116057530046
72704,-8.961270586,20.014580986747752
72704,-8.961270277,20.00942601005081
73728,-8.94094968,20.01973596373573
73728,-8.940949769,20.014580986747752
73728,-8.940949415,20.01973596373573
73728,-8.940949238,20.00942601005081
73728,-8.9409489,20.00942601005081
74752,-8.920628229,20.01973596373573
74752,-8.92062817,20.00942601005081
74752,-8.920628156,19.999116057530046
74752,-8.920628215,19.999116057530046
74752,-8.920628819,19.999116057530046
75776,-8.900308767,19.988806106173435
75776,-8.900308694,20.00427103364491
75776,-8.9003089,19.983651130931683
75776,-8.900308973,19.999116057530046
75776,-8.900308885,19.99396108170622
76800,-8.879990675,19.988806106173435
76800,-8.879990999,19.978496155980974
76800,-8.879990483,19.978496155980974
76800,-8.879990528,19.973341181321302
76800,-8.879990351,19.96818620695267
77824,-8.85967217,19.96818620695267
77824,-8.859671758,19.96818620695267
77824,-8.859671227,19.957876259088515
77824,-8.859671065,19.963031232875075
77824,-8.859671654,19.963031232875075
78848,-8.839351618,19.973341181321302
78848,-8.839351264,19.952721285592997
78848,-8.839351795,19.96818620695267
78848,-8.839351235,19.947566312388517
78848,-8.839351338,19.957876259088515
79872,-8.819032656,19.96818620695267
79872,-8.819032288,19.947566312388517
79872,-8.819032612,19.952721285592997
79872,-8.819032244,19.952721285592997
79872,-8.819032421,19.942411339475075
80896,-8.798713312,19.983651130931683
80896,-8.798713238,19.952721285592997
80896,-8.798713518,19.963031232875075
80896,-8.79871343,19.952721285592997
80896,-8.79871368,19.947566312388517
81920,-8.778396796,19.973341181321302
81920,-8.778396987,19.96818620695267
81920,-8.778396693,19.978496155980974
81920,-8.778396796,19.96818620695267
81920,-8.778396899,19.973341181321302
82944,-8.758076921,19.973341181321302
82944,-8.758076906,19.96818620695267
82944,-8.758076906,19.963031232875075
82944,-8.758077068,19.963031232875075
82944,-8.75807726,19.96818620695267
83968,-8.737756074,19.96818620695267
83968,-8.737756045,19.957876259088515
83968,-8.737756221,19.947566312388517
83968,-8.737755956,19.937256366852672
83968,-8.73775631,19.952721285592997
84992,-8.717437805,19.932101394521304
84992,-8.717437496,19.92179145073169
84992,-8.717437378,19.90632653723005
84992,-8.717437319,19.937256366852672
84992,-8.717437835,19.92179145073169
86016,-8.697120169,19.957876259088515
86016,-8.697120081,19.947566312388517
86016,-8.697120081,19.942411339475075
86016,-8.697120228,19.947566312388517
86016,-8.697120449,19.942411339475075
87040,-8.676800103,19.947566312388517
87040,-8.67679975,19.963031232875075
87040,-8.676799676,19.957876259088515
87040,-8.676799971,19.963031232875075
87040,-8.676799529,19.947566312388517
88064,-8.656480435,19.96818620695267
88064,-8.656479993,19.96818620695267
88064,-8.65648014,19.963031232875075
88064,-8.656480376,19.952721285592997
88064,-8.656480096,19.957876259088515
89088,-8.636160678,19.963031232875075
89088,-8.636160693,19.952721285592997
89088,-8.636160589,19.957876259088515
89088,-8.636160427,19.947566312388517
89088,-8.636160324,19.957876259088515
90112,-8.615840435,19.932101394521304
90112,-8.615840921,19.92179145073169
90112,-8.615840818,19.91663647927344
90112,-8.61584042,19.926946422480977
90112,-8.615840582,19.926946422480977
91136,-8.595521076,19.932101394521304
91136,-8.595520899,19.952721285592997
91136,-8.59552084,19.932101394521304
91136,-8.595520958,19.942411339475075
91136,-8.595520707,19.947566312388517
92160,-8.575200833,19.942411339475075
92160,-8.575200612,19.942411339475075
92160,-8.575200465,19.942411339475075
92160,-8.57520017,19.92179145073169
92160,-8.575200111,19.926946422480977
93184,-8.554882195,19.91663647927344
93184,-8.554882033,19.911481508106228
93184,-8.554882004,19.91663647927344
93184,-8.554882564,19.90632653723005
93184,-8.554882284,19.901171566644916
94208,-8.534563764,19.91663647927344
94208,-8.534563632,19.911481508106228
94208,-8.534563131,19.911481508106228
94208,-8.534563263,19.91663647927344
94208,-8.53456319,19.91663647927344
95232,-8.51424358,19.91663647927344
95232,-8.514243757,19.90632653723005
95232,-8.514243507,19.91663647927344
95232,-8.514244125,19.90632653723005
95232,-8.514244111,19.89086162634776
96256,-8.493924457,19.89086162634776
96256,-8.493924737,19.89601659635082
96256,-8.493924619,19.89601659635082
96256,-8.493924177,19.89086162634776
96256,-8.493924206,19.901171566644916
97280,-8.473605967,19.89086162634776
97280,-8.473605967,19.88570665663574
97280,-8.473605525,19.88570665663574
97280,-8.47360498,19.87539671808481
97280,-8.473604361,19.880551687214755
98304,-8.453287712,19.89086162634776
98304,-8.453287889,19.880551687214755
98304,-8.453288154,19.87539671808481
98304,-8.453288036,19.88570665663574
98304,-8.453287771,19.87539671808481
99328,-8.432967794,19.88570665663574
99328,-8.432967779,19.89086162634776
99328,-8.432967602,19.89601659635082
99328,-8.432967558,19.90632653723005
99328,-8.432967956,19.89086162634776
100352,-8.412645945,19.901171566644916
100352,-8.412646151,19.89601659635082
100352,-8.412645945,19.88570665663574
100352,-8.412646136,19.89601659635082
100352,-8.412646357,19.89601659635082
101376,-8.392327897,19.901171566644916
101376,-8.392328147,19.89086162634776
101376,-8.392328368,19.89086162634776
101376,-8.392328574,19.88570665663574
101376,-8.392327926,19.89086162634776
102400,-8.372010143,19.89086162634776
102400,-8.372010217,19.87539671808481
102400,-8.372009922,19.880551687214755
102400,-8.372009863,19.880551687214755
102400,-8.372009672,19.88570665663574
103424,-8.351689665,19.89601659635082
103424,-8.351689473,19.88570665663574
103424,-8.35168993,19.88570665663574
103424,-8.351689724,19.880551687214755
103424,-8.351689694,19.88570665663574
104448,-8.331370055,19.86508678069804
104448,-8.33137004,19.870241749245906
104448,-8.331370482,19.85993181244121
104448,-8.331370306,19.849621876800665
104448,-8.331370423,19.84446690941695
105472,-8.311050902,19.84446690941695
105472,-8.311050814,19.849621876800665
105472,-8.311050917,19.84446690941695
105472,-8.311051241,19.83415697552264
105472,-8.311050873,19.83415697552264
106496,-8.290733473,19.849621876800665
106496,-8.290733311,19.84446690941695
106496,-8.290733517,19.83415697552264
106496,-8.290733384,19.84446690941695
106496,-8.290733222,19.83415697552264
107520,-8.270413657,19.839311942324276
107520,-8.270414025,19.823847042792476
107520,-8.270414276,19.83415697552264
107520,-8.270414084,19.84446690941695
107520,-8.270413804,19.83415697552264
108544,-8.250093385,19.85993181244121
108544,-8.25009362,19.849621876800665
108544,-8.250093738,19.849621876800665
108544,-8.250093635,19.84446690941695
108544,-8.250093694,19.854776844475417
109568,-8.229775101,19.849621876800665
109568,-8.229775351,19.849621876800665
109568,-8.229774939,19.829002009012036
109568,-8.22977516,19.83415697552264
109568,-8.229774968,19.83415697552264
110592,-8.209456581,19.839311942324276
110592,-8.209456699,19.83415697552264
110592,-8.209456876,19.83415697552264
110592,-8.209456787,19.823847042792476
110592,-8.209456581,19.829002009012036
111616,-8.189136471,19.83415697552264
111616,-8.189136898,19.829002009012036
111616,-8.189136913,19.818692076863954
111616,-8.18913681,19.823847042792476
111616,-8.189136854,19.818692076863954
112640,-8.168818216,19.849621876800665
112640,-8.16881829,19.83415697552264
112640,-8.168818423,19.83415697552264
112640,-8.168818452,19.83415697552264
112640,-8.16881801,19.829002009012036
113664,-8.148498356,19.83415697552264
113664,-8.148498651,19.823847042792476
113664,-8.148498739,19.808382145880024
113664,-8.148498504,19.818692076863954
113664,-8.148498327,19.81353711122647
114688,-8.128180161,19.81353711122647
114688,-8.128180456,19.818692076863954
114688,-8.128180102,19.808382145880024
114688,-8.128180338,19.798072216060245
114688,-8.128180338,19.808382145880024
115712,-8.107860389,19.808382145880024
115712,-8.107860478,19.823847042792476
115712,-8.107860493,19.81353711122647
115712,-8.107860728,19.818692076863954
115712,-8.107860389,19.829002009012036
116736,-8.087538335,19.818692076863954
116736,-8.087538615,19.81353711122647
116736,-8.087538541,19.818692076863954
116736,-8.087538821,19.829002009012036
116736,-8.087538821,19.829002009012036
117760,-8.06722089,19.823847042792476
117760,-8.067220552,19.823847042792476
117760,-8.067220655,19.818692076863954
117760,-8.067220404,19.818692076863954
117760,-8.067220463,19.798072216060245
118784,-8.046902312,19.798072216060245
118784,-8.046902621,19.792917251586914
118784,-8.046902062,19.798072216060245
118784,-8.046902504,19.792917251586914
118784,-8.046901959,19.808382145880024
119808,-8.026582113,19.829002009012036
119808,-8.026581878,19.81353711122647
119808,-8.026581554,19.829002009012036
119808,-8.026581833,19.823847042792476
119808,-8.026582099,19.829002009012036
120832,-8.006262725,19.854776844475417
120832,-8.006262813,19.849621876800665
120832,-8.006262828,19.83415697552264
120832,-8.006262946,19.829002009012036
120832,-8.006263122,19.81353711122647
121856,-7.985943513,19.823847042792476
121856,-7.985943866,19.81353711122647
121856,-7.985943778,19.823847042792476
121856,-7.985943542,19.823847042792476
121856,-7.985943601,19.83415697552264
122880,-7.965623579,19.849621876800665
122880,-7.96562327,19.839311942324276
122880,-7.96562324,19.839311942324276
122880,-7.965623181,19.839311942324276
122880,-7.965623049,19.83415697552264
123904,-7.945303322,19.839311942324276
123904,-7.945303484,19.83415697552264
123904,-7.945303277,19.823847042792476
123904,-7.945303263,19.823847042792476
123904,-7.94530338,19.823847042792476
124928,-7.924983314,19.818692076863954
124928,-7.924983506,19.81353711122647
124928,-7.924983727,19.818692076863954
124928,-7.924983741,19.818692076863954
124928,-7.924983491,19.808382145880024
125952,-7.904665413,19.81353711122647
125952,-7.904664927,19.81353711122647
125952,-7.904664854,19.818692076863954
125952,-7.904664677,19.823847042792476
125952,-7.90466503,19.823847042792476
126976,-7.884346923,19.818692076863954
126976,-7.884346511,19.803227180824614
126976,-7.884346953,19.798072216060245
126976,-7.884346879,19.808382145880024
126976,-7.884346511,19.823847042792476
128000,-7.864027829,19.823847042792476
128000,-7.86402777,19.823847042792476
128000,-7.864027181,19.818692076863954
128000,-7.864026489,19.818692076863954
128000,-7.864027122,19.823847042792476
129024,-7.843707822,19.829002009012036
129024,-7.843707645,19.808382145880024
129024,-7.843708102,19.81353711122647
129024,-7.84370794,19.808382145880024
129024,-7.84370794,19.798072216060245
130048,-7.823388448,19.803227180824614
130048,-7.823388168,19.78776228740462
130048,-7.823388743,19.782607323513368
130048,-7.823388478,19.78776228740462
130048,-7.823388463,19.78776228740462
131072,-7.803071549,19.78776228740462
131072,-7.803071667,19.78776228740462
131072,-7.803071667,19.782607323513368
131072,-7.803071299,19.782607323513368
131072,-7.803071343,19.803227180824614
132096,-7.782752293,19.798072216060245
132096,-7.782752131,19.818692076863954
132096,-7.782752308,19.81353711122647
132096,-7.782752057,19.823847042792476
132096,-7.782751969,19.823847042792476
133120,-7.76243152,19.823847042792476
133120,-7.762431667,19.81353711122647
133120,-7.76243121,19.81353711122647
133120,-7.762431284,19.81353711122647
133120,-7.762431579,19.818692076863954
134144,-7.742113221,19.83415697552264
134144,-7.742113059,19.823847042792476
134144,-7.742113162,19.823847042792476
134144,-7.742112971,19.818692076863954
134144,-7.742113251,19.81353711122647
135168,-7.721795644,19.83415697552264
135168,-7.721795703,19.83415697552264
135168,-7.721795424,19.829002009012036
135168,-7.721795203,19.839311942324276
135168,-7.7217956,19.849621876800665
136192,-7.701475696,19.849621876800665
136192,-7.701475755,19.85993181244121
136192,-7.701475755,19.839311942324276
136192,-7.701475681,19.83415697552264
136192,-7.701475696,19.849621876800665
137216,-7.681156087,19.854776844475417
137216,-7.68115588,19.839311942324276
137216,-7.681156013,19.849621876800665
137216,-7.681155836,19.849621876800665
137216,-7.681156072,19.84446690941695
138240,-7.660836521,19.84446690941695
138240,-7.660836168,19.83415697552264
138240,-7.660836123,19.818692076863954
138240,-7.660836168,19.829002009012036
138240,-7.660836418,19.823847042792476
139264,-7.640515748,19.81353711122647
139264,-7.640515615,19.798072216060245
139264,-7.640515984,19.792917251586914
139264,-7.640515939,19.792917251586914
139264,-7.640515822,19.808382145880024
140288,-7.620196595,19.808382145880024
140288,-7.620196462,19.798072216060245
140288,-7.620196359,19.792917251586914
140288,-7.620196389,19.808382145880024
140288,-7.6201963,19.798072216060245
141312,-7.599876352,19.808382145880024
141312,-7.599876838,19.803227180824614
141312,-7.599876602,19.792917251586914
141312,-7.599876455,19.808382145880024
141312,-7.599876956,19.798072216060245
142336,-7.579557818,19.792917251586914
142336,-7.579558009,19.782607323513368
142336,-7.579557523,19.792917251586914
142336,-7.579557302,19.792917251586914
142336,-7.579558024,19.782607323513368
143360,-7.559238901,19.78776228740462
143360,-7.559239225,19.77229739660397
143360,-7.559239048,19.77745235991315
143360,-7.559239018,19.77745235991315
143360,-7.559239475,19.76198747085873
144384,-7.538919497,19.76198747085873
144384,-7.538919114,19.76198747085873
144384,-7.538919335,19.76198747085873
144384,-7.538919615,19.77229739660397
144384,-7.538919144,19.767142433585832
145408,-7.518599416,19.76198747085873
145408,-7.518599799,19.76198747085873
145408,-7.518599829,19.75683250842267
145408,-7.518599829,19.76198747085873
145408,-7.518599844,19.75683250842267
146432,-7.498279777,19.77229739660397
146432,-7.49827991,19.76198747085873
146432,-7.498280617,19.75167754627764
146432,-7.498280249,19.76198747085873
146432,-7.498280146,19.767142433585832
147456,-7.477964057,19.76198747085873
147456,-7.477964189,19.75167754627764
147456,-7.477964292,19.767142433585832
147456,-7.477964219,19.75683250842267
147456,-7.477964145,19.76198747085873
148480,-7.457644152,19.767142433585832
148480,-7.457644049,19.76198747085873
148480,-7.457643681,19.767142433585832
148480,-7.457643622,19.76198747085873
148480,-7.457643946,19.767142433585832
149504,-7.437322805,19.782607323513368
149504,-7.437322864,19.77745235991315
149504,-7.437322878,19.77229739660397
149504,-7.437322834,19.78776228740462
149504,-7.437322981,19.792917251586914
150528,-7.417004388,19.798072216060245
150528,-7.417004226,19.782607323513368
150528,-7.417003976,19.78776228740462
150528,-7.417003431,19.77229739660397
150528,-7.417003239,19.782607323513368
151552,-7.396686134,19.77229739660397
151552,-7.396686208,19.75683250842267
151552,-7.396686826,19.76198747085873
151552,-7.396686753,19.75683250842267
151552,-7.396686414,19.767142433585832
152576,-7.376366451,19.76198747085873
152576,-7.376366907,19.75683250842267
152576,-7.376366937,19.76198747085873
152576,-7.376367084,19.75683250842267
152576,-7.376366716,19.75683250842267
153600,-7.35604662,19.76198747085873
153600,-7.35604662,19.75167754627764
153600,-7.356046606,19.746522584423655
153600,-7.356046797,19.75683250842267
153600,-7.356046694,19.75167754627764
154624,-7.335726863,19.75167754627764
154624,-7.335726922,19.741367622860707
154624,-7.335726981,19.75683250842267
154624,-7.335726937,19.746522584423655
154624,-7.335726819,19.746522584423655
155648,-7.315406974,19.75683250842267
155648,-7.315406841,19.741367622860707
155648,-7.315406517,19.75167754627764
155648,-7.315406959,19.75167754627764
155648,-7.315407077,19.75683250842267
156672,-7.295087468,19.76198747085873
156672,-7.295087688,19.75683250842267
156672,-7.295087526,19.75683250842267
156672,-7.295087659,19.767142433585832
156672,-7.295087541,19.75683250842267
157696,-7.274767637,19.75683250842267
157696,-7.274767313,19.75683250842267
