"Time","3458A"
1678875627152,9.995936661
1678875635335,9.995936602
1678875643529,9.995936882
1678875651704,9.995936985
1678875659896,9.995936514
1678875668174,9.995936543
1678875676352,9.995936322
1678875684528,9.995936573
1678875692704,9.995936234
1678875699343,9.99593619
1678875707513,9.995936337
1678875715704,9.99593697
1678875723897,9.995936764
1678875732089,9.995936956
1678875740281,9.995937118
1678875748473,9.995936941
1678875756665,9.995936749
1678875764835,9.995937
1678875771482,9.995936484
1678875779652,9.995936705
1678875787828,9.995936322
1678875795996,9.995936543
1678875804179,9.995936705
1678875812375,9.995936779
1679049351976,9.995937121
1679049360133,9.995936708
1679049368322,9.995936738
1679049376512,9.995936664
1679049384683,9.995936575
1679049392848,9.995936752
1679049401016,9.995936958
1679049409195,9.995936885
1679049417368,9.99593659
1679049425535,9.995936664
1679049432186,9.995936428
1679049440357,9.995936296
1679049448526,9.995936016
1679049456684,9.995936281
1679049464861,9.995936561
1679049473034,9.995936458
1679049481201,9.99593634
1679049489371,9.995936296
1679049497536,9.995936517
1679049505703,9.995936413
1679049512340,9.995936796
1679049520500,9.995936708
1679049528653,9.995936413
1679049536823,9.995936399
1679049544989,9.995936281
1679049553152,9.995936075
1679049561319,9.995936325
1679049569487,9.995936089
1679049577668,9.995936517
1679049585845,9.995936531
1679049594024,9.995936752
1679049600665,9.99593662
1679049608832,9.995936355
1679049617005,9.995936885
1679049625156,9.995937062
1679049633325,9.995936929
1679049641493,9.995936605
1679049649659,9.995936487
1679049657839,9.995936855
1679049666018,9.995936546
1679049674195,9.995936207
1679049682363,9.99593662
1679049689001,9.9959369
1679049697173,9.995936973
1679049705352,9.995936517
1679049713502,9.995936458
1679049721677,9.995937106
1679049729869,9.995936664
1679049738033,9.995936752
1679049746204,9.995936679
1679049754393,9.99593631
1679049762568,9.99593662
1679049769214,9.995936458
1679049777386,9.995936399
1679049785547,9.995936458
1679049793714,9.99593659
1679049801877,9.995936399
1679049810044,9.995936708
1679049818213,9.995936428
1679049826391,9.995936134
1679049834566,9.995936266
1679049842746,9.995936222
1679049850922,9.995936325
1679049857586,9.995936458
1679049865762,9.995936443
1679049873939,9.995936428
1679049882105,9.995936413
1679049890283,9.995936281
1679049898450,9.995936207
1679049906618,9.99593631
1679049914785,9.995936399
1679049922950,9.995936325
