time,34420a_volt
1710862976.8884864,0.0
1710862982.1884077,-1.78e-09
1710862987.488114,-4.7e-10
1710862992.7878516,4.7e-10
1710862998.087497,-1.19e-09
1710863003.387381,1e-11
1710863008.6870124,5.6e-10
1710863013.9864283,-5.8e-10
1710863019.2869592,-3e-09
1710863024.5873349,-1.74e-09
1710863029.8875518,-1.12e-09
1710863035.1877778,-3.1e-10
1710863040.487782,-4.44e-09
1710863045.7877064,-4.46e-09
1710863051.088019,-2.84e-09
1710863056.3881912,-5.16e-09
1710863061.6883636,-4.91e-09
1710863066.9882689,-5.95e-09
1710863072.2882645,-7.29e-09
1710863077.5881577,-6.16e-09
1710863082.887963,-6.93e-09
1710863088.187698,-3.91e-09
1710863093.4873734,-7.06e-09
1710863098.7875795,-7.83e-09
1710863104.0878284,-4.73e-09
1710863109.3880517,-5.71e-09
1710863114.687657,-5e-09
1710863119.9877622,-8.72e-09
1710863125.2877357,-6.62e-09
1710863130.587566,-8.47e-09
1710863135.8874981,-4.37e-09
1710863141.1877449,-8.71e-09
1710863146.4878395,-8.64e-09
1710863151.7878058,-4.46e-09
1710863157.0878663,-7.44e-09
1710863162.3877814,-4.92e-09
1710863167.6877384,-8.32e-09
1710863172.987569,-9.27e-09
1710863178.2874563,-7.43e-09
1710863183.587353,-7.64e-09
1710863188.8873672,-6.54e-09
1710863194.18734,-8.51e-09
1710863199.4871984,-5.49e-09
1710863204.7870188,-4.93e-09
1710863210.0868108,-7.33e-09
1710863215.3864858,-6.62e-09
1710863220.6861641,-8.77e-09
1710863225.9858408,-4.02e-09
1710863231.2854605,-6.85e-09
1710863236.585427,-6.87e-09
1710863241.8855631,-5.82e-09
1710863247.1856818,-5.21e-09
1710863252.485764,-8.1e-09
1710863257.7859774,-6.94e-09
1710863263.0859237,-5.88e-09
1710863268.3859892,-6.21e-09
1710863273.6860337,-3.87e-09
1710863278.9858441,-6.05e-09
1710863284.2858765,-8.07e-09
1710863289.5859113,-6.42e-09
1710863294.8857343,-4.55e-09
1710863300.1855886,-6.64e-09
1710863305.48541,-5.16e-09
1710863310.785291,-7.16e-09
1710863316.085089,-9.21e-09
1710863321.3850262,-7e-09
1710863326.6846848,-5.53e-09
1710863331.9846756,-6.71e-09
1710863337.2847059,-7.25e-09
1710863342.584574,-5.57e-09
1710863347.8843088,-6.25e-09
1710863353.1838505,-6.89e-09
1710863358.483614,-5.91e-09
1710863363.783573,-5.89e-09
1710863369.0834053,-4.18e-09
1710863374.3832352,-5.89e-09
1710863379.683097,-7.19e-09
1710863384.9829123,-5.36e-09
1710863390.2828612,-7.43e-09
1710863395.582765,-4.44e-09
1710863400.8827624,-5.43e-09
1710863406.1824968,-5.53e-09
1710863411.482369,-6.16e-09
1710863416.7821167,-6.23e-09
1710863422.081783,-6.66e-09
1710863427.3816493,-6.87e-09
1710863432.681439,-6.4e-09
1710863437.9810946,-4.74e-09
1710863443.280748,-6e-09
1710863448.5803103,-4.95e-09
1710863453.8799572,-4.81e-09
1710863459.1795795,-5.83e-09
1710863464.4794822,-4.53e-09
1710863469.779469,-6.66e-09
1710863475.0795803,-7.39e-09
1710863480.3796048,-7.42e-09
1710863485.679472,-8.1e-09
1710863490.9794621,-5.51e-09
1710863496.279297,-6.63e-09
1710863501.5791051,-5.12e-09
1710863506.8788407,-4.58e-09
1710863512.178783,-4.91e-09
1710863517.4785817,-7.46e-09
1710863522.7784576,-3.12e-09
1710863528.0783603,-3.66e-09
1710863533.378074,-4.87e-09
1710863538.6778564,-6.19e-09
1710863543.9775949,-6.1e-09
1710863549.2773392,-4.62e-09
1710863554.5769105,-6.09e-09
1710863559.8764684,-4.71e-09
1710863565.1760654,-4.81e-09
1710863570.475773,-4.1e-09
1710863575.7755427,-7.06e-09
1710863581.0752914,-5.3e-09
1710863586.3750906,-7.57e-09
1710863591.674826,-4.2e-09
1710863596.974343,-4.67e-09
1710863602.273941,-6.57e-09
1710863607.5735593,-5.67e-09
1710863612.8731108,-5.59e-09
1710863618.172733,-7.71e-09
1710863623.4722967,-6.82e-09
1710863628.7719586,-7.7e-09
1710863634.0715797,-5.23e-09
1710863639.3712618,-4.06e-09
1710863644.6708696,-5.69e-09
1710863649.97043,-7.49e-09
1710863655.2701156,-5.08e-09
1710863660.569636,-5.77e-09
1710863665.8692334,-7.87e-09
1710863671.1689508,-6.46e-09
1710863676.4685612,-5.74e-09
1710863681.768218,-5.62e-09
1710863687.0679772,-5.61e-09
1710863692.367692,-4.81e-09
1710863697.667403,-7.93e-09
1710863702.9669647,-6.81e-09
1710863708.2667673,-8.46e-09
1710863713.5665336,-6.21e-09
1710863718.8661418,-5.36e-09
1710863724.1658134,-6.46e-09
1710863729.4654982,-7.88e-09
1710863734.7652695,-6.81e-09
1710863740.065032,-7.63e-09
1710863745.3645906,-5.14e-09
1710863750.6642196,-1.85e-09
1710863755.9640088,-5.51e-09
1710863761.263579,-7.76e-09
1710863766.5634193,-4.69e-09
1710863771.8631163,-7.63e-09
1710863777.1628277,-5.51e-09
1710863782.4624043,-3.31e-09
1710863787.7622077,-4.6e-09
1710863793.0620751,-5.44e-09
1710863798.3618152,-6.19e-09
1710863803.6613853,-6.6e-09
1710863808.9609978,-4.26e-09
1710863814.2606733,-4.97e-09
1710863819.5604746,-1.79e-09
1710863824.8600824,-5.06e-09
1710863830.1598356,-6.85e-09
1710863835.4594257,-6.33e-09
1710863840.7591817,-2.77e-09
1710863846.0589232,-4.32e-09
1710863851.3587987,-4.67e-09
1710863856.658308,-5.84e-09
1710863861.957487,-4.81e-09
1710863867.2571084,-7.9e-09
1710863872.5566506,-6.55e-09
1710863877.856015,-2.8e-09
1710863883.1554952,-5.73e-09
1710863888.455182,-3.03e-09
1710863893.7547133,-3.78e-09
1710863899.054222,-4.71e-09
1710863904.3538775,-6.35e-09
1710863909.6536455,-4.19e-09
1710863914.953129,-6.93e-09
1710863920.2526221,-6.01e-09
1710863925.5520737,-3.57e-09
1710863930.851685,-6.18e-09
1710863936.1514728,-4.91e-09
1710863941.451218,-3.5e-09
1710863946.7509549,-5.91e-09
1710863952.0505197,-5.44e-09
1710863957.3502653,-4.98e-09
1710863962.650132,-6.24e-09
1710863967.9499145,-5.41e-09
1710863973.249614,-6.1e-09
1710863978.5492291,-6.94e-09
1710863983.8487391,-5.15e-09
1710863989.1483333,-4.38e-09
1710863994.4478223,-5.53e-09
1710863999.7473743,-5.89e-09
1710864005.046863,-4.46e-09
1710864010.3464048,-5.47e-09
1710864015.6459272,-5.15e-09
1710864020.9455845,-5.16e-09
1710864026.2452035,-2.53e-09
1710864031.5448186,-7.26e-09
1710864036.8443882,-1.91e-09
1710864042.1439934,-4.51e-09
1710864047.4435432,-5.51e-09
1710864052.7433379,-4.37e-09
1710864058.0429163,-4.05e-09
1710864063.342513,-7.21e-09
1710864068.6421041,-5.13e-09
1710864073.9418232,-7.97e-09
1710864079.2413123,-4.69e-09
1710864084.5408556,-7.69e-09
1710864089.840599,-4.64e-09
1710864095.140287,-4.9e-09
1710864100.4398298,-7.62e-09
1710864105.7394493,-5.5e-09
1710864111.0390854,-4.69e-09
1710864116.3387258,-6.01e-09
1710864121.638561,-3.78e-09
1710864126.938116,-4.67e-09
1710864132.2378187,-2.75e-09
1710864137.537333,-6.96e-09
1710864142.8370924,-4.11e-09
1710864148.1365857,-4.95e-09
1710864153.4360697,-4.81e-09
1710864158.7350993,-6.21e-09
1710864164.0347912,-6.67e-09
1710864169.3344173,-6.19e-09
1710864174.6340816,-5.05e-09
1710864179.9336584,-5.97e-09
1710864185.233386,-3.87e-09
1710864190.5331373,-6.87e-09
1710864195.8327608,-5.06e-09
1710864201.1323764,-6.48e-09
1710864206.431933,-1.97e-09
1710864211.73154,-5.32e-09
1710864217.0310206,-4.64e-09
1710864222.330583,-6.83e-09
1710864227.6301444,-5.91e-09
1710864232.929705,-3.45e-09
1710864238.2293134,-8.69e-09
1710864243.5289717,-1.64e-09
1710864248.828561,-5.94e-09
1710864254.1282144,-4.87e-09
1710864259.4279058,-6.14e-09
1710864264.7275581,-6.71e-09
1710864270.0272415,-3.14e-09
1710864275.3268201,-2.74e-09
1710864280.6264913,-6.33e-09
1710864285.9262843,-5.02e-09
1710864291.2258613,-7.14e-09
1710864296.5253427,-7.57e-09
1710864301.8248403,-4.51e-09
1710864307.1243477,-3.76e-09
1710864312.4240654,-5.5e-09
1710864317.7238193,-2.13e-09
1710864323.0233479,-8.61e-09
1710864328.3229797,-8.68e-09
1710864333.6225371,-6.19e-09
1710864338.9223802,-3.96e-09
1710864344.2220266,-6.17e-09
1710864349.5217981,-5.73e-09
1710864354.8214216,-3.99e-09
1710864360.1209984,-6.96e-09
1710864365.4207397,-3.78e-09
1710864370.7203565,-5.49e-09
1710864376.020268,-4.13e-09
1710864381.3200114,-7.78e-09
1710864386.6195889,-4.88e-09
1710864391.9191267,-2.43e-09
1710864397.2187774,-4.86e-09
1710864402.51834,-4.46e-09
1710864407.8179226,-6.02e-09
1710864413.1172745,-4.85e-09
1710864418.416692,-5.73e-09
1710864423.716,-6.84e-09
1710864429.0154734,-3.02e-09
1710864434.315061,-6.5e-09
1710864439.6147592,-3.54e-09
1710864444.9143965,-3.61e-09
1710864450.2138894,-3.97e-09
1710864455.5135212,-3.31e-09
1710864460.8131227,-4.58e-09
1710864466.1126575,-5.89e-09
1710864471.4123178,-4.66e-09
1710864476.7118056,-6.83e-09
1710864482.0114694,-7.3e-09
1710864487.3113794,-5.5e-09
1710864492.6118276,-2.86e-09
1710864497.9121468,-4.5e-09
1710864503.2123907,-6.17e-09
1710864508.5126183,-6.19e-09
1710864513.8129213,-3.33e-09
1710864519.1133702,-5.27e-09
1710864524.413725,-4.94e-09
1710864529.7142267,-6.51e-09
1710864535.0145106,-5.46e-09
1710864540.3145823,-7.73e-09
1710864545.6145942,-3.33e-09
1710864550.9146006,-6.69e-09
1710864556.2149918,-4.44e-09
1710864561.5152655,-6.82e-09
1710864566.8157735,-4.33e-09
1710864572.1160638,-6.42e-09
1710864577.416614,-4.46e-09
1710864582.7170105,-5.29e-09
1710864588.0173817,-5.28e-09
1710864593.3179183,-3.24e-09
1710864598.6182349,-9.02e-09
1710864603.9185247,-7.85e-09
1710864609.219028,-5.3e-09
1710864614.519281,-5.7e-09
1710864619.8194811,-6.93e-09
1710864625.1198583,-7.24e-09
1710864630.4202302,-6.45e-09
1710864635.7206016,-3.49e-09
1710864641.0202644,-7.26e-09
1710864646.319913,-6.02e-09
1710864651.6197832,-5.47e-09
1710864656.9197736,-4.93e-09
1710864662.219762,-5.09e-09
1710864667.5196257,-5.53e-09
1710864672.8193593,-3.87e-09
1710864678.1190991,-4.59e-09
1710864683.4187713,-7.52e-09
1710864688.7181158,-6.01e-09
1710864694.017456,-5.73e-09
1710864699.31695,-6.98e-09
1710864704.6163452,-5.44e-09
1710864709.9158478,-8.89e-09
1710864715.215463,-6.45e-09
1710864720.5149958,-4.91e-09
1710864725.8145835,-5.96e-09
1710864731.1140485,-3.45e-09
1710864736.4135141,-8.05e-09
1710864741.7129214,-5.59e-09
1710864747.0123816,-4.74e-09
1710864752.31187,-3.99e-09
1710864757.6113265,-6.12e-09
1710864762.9109535,-6.91e-09
1710864768.2103448,-7.49e-09
1710864773.5099726,-5.05e-09
1710864778.809575,-4.17e-09
1710864784.1091094,-5.98e-09
1710864789.4085598,-4.48e-09
1710864794.7079232,-6.93e-09
1710864800.0074987,-5.89e-09
1710864805.3069556,-6.33e-09
1710864810.606348,-6.73e-09
1710864815.9056854,-5.98e-09
1710864821.2050009,-3.48e-09
1710864826.5043669,-6.1e-09
1710864831.8037443,-3.24e-09
1710864837.1030397,-5.15e-09
1710864842.4025168,-4.31e-09
1710864847.7023337,-9.26e-09
1710864853.0022495,-3.66e-09
1710864858.3023195,-6.39e-09
1710864863.6030536,-4.48e-09
1710864868.9028697,-7.59e-09
1710864874.2029994,-5.39e-09
1710864879.5022755,-5.68e-09
1710864884.801545,-7.39e-09
1710864890.1012733,-3.85e-09
1710864895.401119,-4.22e-09
1710864900.7014954,-6.05e-09
