# INL run# soak = 10# samples_per_meter_per_step = 5# NPLC = 100# Temp = 20dac_counts,3458A_volt,arroyo_temperature
0,-10.40394313,19.994
0,-10.4039435,19.994
0,-10.40394319,19.994
0,-10.40394319,19.994
0,-10.40394331,19.993
16384,-10.07883498,19.992
16384,-10.07883468,19.991
16384,-10.07883424,19.991
16384,-10.07883421,19.991
16384,-10.07883365,19.99
32768,-9.753726645,19.99
32768,-9.753726572,19.99
32768,-9.753726351,19.99
32768,-9.753726454,19.99
32768,-9.753726439,19.99
49152,-9.428616251,19.989
49152,-9.428616442,19.989
49152,-9.428616251,19.989
49152,-9.428616089,19.989
49152,-9.428615956,19.989
65536,-9.103508508,19.989
65536,-9.10350811,19.989
65536,-9.103508213,19.989
65536,-9.103508522,19.989
65536,-9.103508463,19.989
81920,-8.77839991,19.989
81920,-8.778400102,19.99
81920,-8.778400057,19.99
81920,-8.778400072,19.989
81920,-8.77840019,19.99
98304,-8.453290458,19.989
98304,-8.453290561,19.989
98304,-8.453290576,19.989
98304,-8.453290679,19.99
98304,-8.453290532,19.99
114688,-8.128182936,19.989
114688,-8.128183128,19.99
114688,-8.12818301,19.99
114688,-8.128183349,19.99
114688,-8.128183113,19.99
131072,-7.803073573,19.99
131072,-7.803073794,19.99
131072,-7.803073926,19.99
131072,-7.803073646,19.99
131072,-7.803073941,19.99
147456,-7.477965771,19.99
147456,-7.47796605,19.99
147456,-7.477965933,19.99
147456,-7.477965888,19.99
147456,-7.477966036,19.99
163840,-7.152856805,19.991
163840,-7.15285682,19.991
163840,-7.152856982,19.99
163840,-7.152856982,19.99
163840,-7.152856849,19.99
180224,-6.827748031,19.99
180224,-6.827748193,19.99
180224,-6.827748134,19.99
180224,-6.827747898,19.99
180224,-6.827748031,19.991
196608,-6.502638873,19.991
196608,-6.502639035,19.991
196608,-6.502639315,19.99
196608,-6.502638991,19.99
196608,-6.502639109,19.991
212992,-6.177530394,19.991
212992,-6.177530865,19.991
212992,-6.177530954,19.991
212992,-6.177531027,19.991
212992,-6.177530939,19.991
229376,-5.852421885,19.991
229376,-5.85242187,19.991
229376,-5.852421914,19.991
229376,-5.852421841,19.991
229376,-5.852421973,19.991
245760,-5.52731311,19.991
245760,-5.527313435,19.991
245760,-5.527313435,19.991
245760,-5.527313155,19.991
245760,-5.527312978,19.992
262144,-5.202204027,19.992
262144,-5.202203983,19.992
262144,-5.202203762,19.992
262144,-5.20220357,19.992
262144,-5.202203835,19.992
278528,-4.877095385,19.992
278528,-4.877095385,19.992
278528,-4.87709487,19.992
278528,-4.877095194,19.992
278528,-4.877094884,19.992
294912,-4.551985433,19.992
294912,-4.551985329,19.992
294912,-4.551985153,19.992
294912,-4.551984946,19.992
294912,-4.551985094,19.992
311296,-4.226876143,19.992
311296,-4.226876305,19.992
311296,-4.226876187,19.992
311296,-4.226876305,19.992
311296,-4.226875995,19.992
327680,-3.901767369,19.992
327680,-3.901767781,19.992
327680,-3.901767825,19.992
327680,-3.901767796,19.992
327680,-3.901767987,19.992
344064,-3.576658904,19.992
344064,-3.576658727,19.992
344064,-3.576658815,19.992
344064,-3.576659095,19.992
344064,-3.576658918,19.993
360448,-3.251550365,19.992
360448,-3.251550262,19.992
360448,-3.251550395,19.992
360448,-3.25155035,19.992
360448,-3.251550159,19.992
376832,-2.926440118,19.992
376832,-2.926440206,19.992
376832,-2.926440191,19.992
376832,-2.92643997,19.992
376832,-2.926440177,19.992
393216,-2.601331771,19.992
393216,-2.601331697,19.993
393216,-2.601331815,19.992
393216,-2.601331756,19.992
393216,-2.601331594,19.992
409600,-2.276223704,19.993
409600,-2.276223718,19.993
409600,-2.276223659,19.993
409600,-2.276223615,19.993
409600,-2.276223438,19.992
425984,-1.951113736,19.992
425984,-1.951113721,19.992
425984,-1.951113707,19.992
425984,-1.951113707,19.992
425984,-1.95111378,19.992
442368,-1.626005536,19.992
442368,-1.626005787,19.992
442368,-1.626005802,19.992
442368,-1.626005772,19.992
442368,-1.626005875,19.993
458752,-1.300895761,19.993
458752,-1.300895702,19.993
458752,-1.300895628,19.993
458752,-1.300895628,19.993
458752,-1.300895657,19.993
475136,-0.9757879732,19.993
475136,-0.9757878996,19.993
475136,-0.9757880616,19.993
475136,-0.9757879585,19.993
475136,-0.9757880321,19.993
