# INL run# soak = 1# samples_per_meter_per_step = 1# NPLC = 1# Temp = 20dac_counts,3458A_volt,arroyo_temperature
344064,-3.576658412,25.321
360448,-3.251550352,25.321
376832,-2.926439346,25.321
393216,-2.601331286,25.32
409600,-2.276223373,25.319
425984,-1.951113546,25.319
442368,-1.626005191,25.319
458752,-1.300895069,25.318
475136,-0.9757877457,25.318
491520,-0.6506782127,25.317
507904,-0.3255698582,25.317
524288,-0.0004601779472,25.316
540672,0.324647882,25.316
557056,0.6497529958,25.315
573440,0.9748657694,25.314
589824,1.29997324,25.314
606208,1.625081742,25.313
622592,1.950190096,25.313
638976,2.275299187,25.312
655360,2.600408426,25.312
671744,2.925517811,25.312
688128,3.250623515,25.311
704512,3.575735257,25.311
720896,3.900843022,25.31
737280,4.225952703,25.31
753664,4.55106253,25.309
770048,4.876171916,25.308
786432,5.201280859,25.308
802816,5.52639054,25.307
819200,5.851497569,25.307
835584,6.176607543,25.307
851968,6.501717371,25.306
868352,6.826827051,25.306
884736,7.151933785,25.306
901120,7.477043466,25.305
917504,7.802154914,25.305
933888,8.127263415,25.305
950272,8.452369855,25.304
966656,8.777481597,25.304
983040,9.102592456,25.304
999424,9.427698601,25.303
1015808,9.752808134,25.303
# INL run# soak = 1# samples_per_meter_per_step = 1# NPLC = 1# Temp = 35dac_counts,3458A_volt,arroyo_temperature
0,-10.40394107,25.302
16384,-10.07883272,25.302
32768,-9.753725986,25.301
49152,-9.428616305,25.301
65536,-9.103508393,25.3
81920,-8.778399596,25.299
98304,-8.45328918,25.299
114688,-8.128180678,25.298
131072,-7.803070408,25.298
147456,-7.477965147,25.297
163840,-7.152856498,25.297
180224,-6.827747407,25.296
196608,-6.502639642,25.296
212992,-6.177528783,25.296
229376,-5.852419545,25.296
245760,-5.527310896,25.295
262144,-5.202202099,25.295
278528,-4.877094776,25.294
294912,-4.551984064,25.294
311296,-4.22687571,25.294
327680,-3.901765293,25.293
344064,-3.576659148,25.293
360448,-3.251551088,25.292
376832,-2.926439346,25.292
393216,-2.601331875,25.291
409600,-2.276223373,25.291
425984,-1.951113693,25.29
442368,-1.626006517,25.29
458752,-1.300897131,25.289
475136,-0.975789366,25.289
491520,-0.6506777708,25.289
507904,-0.3255691217,25.288
524288,-0.0004603252513,25.288
540672,0.3246486185,25.288
557056,0.6497537323,25.287
573440,0.9748642964,25.287
589824,1.299973387,25.286
606208,1.625081005,25.286
622592,1.950189065,25.286
638976,2.275299924,25.285
655360,2.600406805,25.285
671744,2.925517811,25.285
688128,3.250624398,25.284
704512,3.575734373,25.284
720896,3.900842875,25.283
737280,4.225952113,25.283
753664,4.551060026,25.282
770048,4.876171179,25.282
786432,5.201280712,25.281
802816,5.526389214,25.28
819200,5.851496832,25.28
835584,6.176608575,25.279
851968,6.501717076,25.279
868352,6.826826167,25.278
884736,7.151933638,25.278
901120,7.477046264,25.278
917504,7.802152999,25.278
933888,8.127265036,25.277
950272,8.452369855,25.277
966656,8.777482923,25.277
983040,9.102591572,25.276
999424,9.427699485,25.276
1015808,9.752807545,25.275
# INL run# soak = 1# samples_per_meter_per_step = 1# NPLC = 1# Temp = 40dac_counts,3458A_volt,arroyo_temperature
0,-10.40394019,25.274
16384,-10.07883243,25.274
32768,-9.75372628,25.273
49152,-9.428616011,25.272
65536,-9.103507362,25.272
81920,-8.778398713,25.272
98304,-8.453289474,25.271
114688,-8.128181414,25.271
131072,-7.803074091,25.271
147456,-7.477965589,25.27
163840,-7.152856056,25.27
180224,-6.827746081,25.27
196608,-6.502638758,25.27
212992,-6.177530109,25.269
229376,-5.85242087,25.269
245760,-5.527312074,25.268
262144,-5.202202836,25.268
278528,-4.877094187,25.267
294912,-4.551983328,25.267
311296,-4.226876152,25.266
327680,-3.901766914,25.266
344064,-3.57665797,25.265
360448,-3.251549763,25.264
376832,-2.926439935,25.264
393216,-2.601331875,25.263
409600,-2.276222784,25.263
425984,-1.95111384,25.263
442368,-1.626006959,25.263
458752,-1.3008961,25.262
475136,-0.9757874511,25.262
491520,-0.650676887,25.262
507904,-0.3255698582,25.261
524288,-0.0004589995146,25.261
540672,0.3246487658,25.26
557056,0.6497541742,25.26
573440,0.9748653275,25.259
589824,1.299972651,25.259
606208,1.625082478,25.259
622592,1.95018936,25.258
638976,2.275298746,25.257
655360,2.600406953,25.257
671744,2.925517959,25.256
688128,3.25062322,25.256
704512,3.575735846,25.256
720896,3.900843022,25.255
737280,4.225951966,25.255
753664,4.55106091,25.255
770048,4.876172947,25.255
786432,5.201279534,25.254
802816,5.526389803,25.254
819200,5.851495506,25.254
835584,6.17660828,25.254
851968,6.501715014,25.253
868352,6.826826315,25.253
884736,7.151932312,25.253
901120,7.477042582,25.252
917504,7.802151231,25.252
933888,8.127263268,25.251
950272,8.452368235,25.251
966656,8.777482039,25.25
983040,9.102592014,25.25
999424,9.427698012,25.249
1015808,9.752807545,25.249
