time,3458B_volt
1721684691.97498,-1.099533419e-05
1721684700.0153875,-1.099533419e-05
1721684708.0559936,-1.102465508e-05
1721684716.0964394,-1.115659909e-05
1721684724.1370106,-1.11272782e-05
1721684732.1774945,-1.102465508e-05
1721684740.2181315,-1.102465508e-05
1721684748.25867,-1.106863642e-05
1721684756.2990308,-1.108329686e-05
1721684764.339447,-1.105397597e-05
1721684772.3801496,-1.108329686e-05
1721684780.420511,-1.108329686e-05
1721684788.4609683,-1.11272782e-05
1721684796.5013506,-1.09660133e-05
1721684804.5416272,-1.105397597e-05
1721684812.5820305,-1.109795731e-05
1721684820.6221416,-1.087805062e-05
1721684828.662642,-1.109795731e-05
1721684836.703125,-1.105397597e-05
1721684844.7434065,-1.09660133e-05
1721684852.783746,-1.098067374e-05
1721684860.8244176,-1.111261775e-05
1721684868.8648498,-1.105397597e-05
1721684876.9054246,-1.089271107e-05
1721684884.9458992,-1.105397597e-05
1721684892.9865236,-1.084872973e-05
1721684901.0269191,-1.098067374e-05
1721684909.067416,-1.111261775e-05
1721684917.1074924,-1.092203196e-05
1721684925.1479557,-1.105397597e-05
1721684933.1882567,-1.100999464e-05
1721684941.2287993,-1.111261775e-05
1721684949.2695389,-1.114193865e-05
1721684957.3101127,-1.099533419e-05
1721684965.3504722,-1.108329686e-05
1721684973.3908303,-1.108329686e-05
1721684981.43119,-1.106863642e-05
1721684989.4718618,-1.099533419e-05
1721684997.5122433,-1.099533419e-05
1721685005.5525815,-1.118591998e-05
1721685013.5934017,-1.114193865e-05
1721685021.633524,-1.118591998e-05
1721685029.6740901,-1.115659909e-05
1721685037.7146811,-1.117125954e-05
1721685045.7551725,-1.127388266e-05
1721685053.7955377,-1.121524087e-05
1721685061.8360171,-1.108329686e-05
1721685069.8764434,-1.108329686e-05
1721685077.916894,-1.12885431e-05
1721685085.9574387,-1.11272782e-05
1721685093.9975858,-1.120058043e-05
1721685102.0380807,-1.108329686e-05
1721685110.0784078,-1.120058043e-05
1721685118.1188824,-1.125922221e-05
1721685126.1591465,-1.118591998e-05
1721685134.1996973,-1.117125954e-05
1721685142.2402577,-1.121524087e-05
1721685150.2807019,-1.121524087e-05
1721685158.3212073,-1.115659909e-05
1721685166.361557,-1.120058043e-05
1721685174.4022143,-1.124456176e-05
1721685182.4426255,-1.127388266e-05
1721685190.4831932,-1.12885431e-05
1721685198.523386,-1.118591998e-05
1721685206.5635602,-1.118591998e-05
1721685214.6041448,-1.114193865e-05
1721685222.6445363,-1.114193865e-05
1721685230.6849966,-1.125922221e-05
1721685238.725429,-1.117125954e-05
1721685246.7661595,-1.133252444e-05
1721685254.8066258,-1.124456176e-05
1721685262.847153,-1.106863642e-05
1721685270.887385,-1.118591998e-05
1721685278.927715,-1.120058043e-05
1721685286.9681976,-1.122990132e-05
1721685295.0088277,-1.125922221e-05
1721685303.0496218,-1.124456176e-05
1721685311.0902934,-1.127388266e-05
1721685319.1307757,-1.122990132e-05
1721685327.1711688,-1.124456176e-05
1721685335.2117512,-1.12885431e-05
1721685343.252068,-1.130320355e-05
1721685351.2922637,-1.118591998e-05
1721685359.3329003,-1.127388266e-05
1721685367.3734014,-1.124456176e-05
1721685375.4136136,-1.118591998e-05
1721685383.454246,-1.12885431e-05
1721685391.4948983,-1.136184533e-05
1721685399.5353336,-1.127388266e-05
1721685407.5756712,-1.125922221e-05
1721685415.6164062,-1.11272782e-05
1721685423.6567233,-1.120058043e-05
1721685431.6973083,-1.120058043e-05
1721685439.7376435,-1.125922221e-05
1721685447.7782757,-1.127388266e-05
1721685455.8186667,-1.120058043e-05
1721685463.8590512,-1.12885431e-05
1721685471.899426,-1.125922221e-05
1721685479.9399548,-1.12885431e-05
1721685487.9806888,-1.115659909e-05
1721685496.0210507,-1.117125954e-05
1721685504.0616288,-1.117125954e-05
1721685512.1020947,-1.111261775e-05
1721685520.1424968,-1.121524087e-05
1721685528.1829078,-1.11272782e-05
1721685536.2235262,-1.122990132e-05
1721685544.2640269,-1.117125954e-05
1721685552.3043702,-1.120058043e-05
1721685560.3448036,-1.121524087e-05
1721685568.3855019,-1.12885431e-05
1721685576.4257743,-1.118591998e-05
1721685584.466275,-1.127388266e-05
1721685592.5068786,-1.121524087e-05
1721685600.5474632,-1.124456176e-05
1721685608.587924,-1.131786399e-05
1721685616.6284008,-1.115659909e-05
1721685624.6689117,-1.124456176e-05
1721685632.7092245,-1.130320355e-05
1721685640.749491,-1.131786399e-05
1721685648.7900743,-1.124456176e-05
1721685656.8306453,-1.11272782e-05
1721685664.871188,-1.115659909e-05
1721685672.9117243,-1.125922221e-05
1721685680.952339,-1.122990132e-05
1721685688.9927316,-1.117125954e-05
1721685697.0329266,-1.105397597e-05
1721685705.0735524,-1.121524087e-05
1721685713.114236,-1.124456176e-05
1721685721.1547954,-1.115659909e-05
1721685729.1955814,-1.115659909e-05
1721685737.2361498,-1.125922221e-05
1721685745.2764857,-1.118591998e-05
1721685753.3170443,-1.125922221e-05
1721685761.3575704,-1.12885431e-05
1721685769.398056,-1.127388266e-05
1721685777.4386714,-1.139116622e-05
1721685785.4788828,-1.120058043e-05
1721685793.5193374,-1.108329686e-05
1721685801.5595708,-1.131786399e-05
1721685809.5996933,-1.118591998e-05
1721685817.6402893,-1.115659909e-05
1721685825.6808965,-1.12885431e-05
1721685833.7214413,-1.124456176e-05
1721685841.7617946,-1.131786399e-05
1721685849.802462,-1.122990132e-05
1721685857.8430502,-1.121524087e-05
1721685865.8834836,-1.131786399e-05
1721685873.9239414,-1.12885431e-05
1721685881.9643447,-1.142048711e-05
1721685890.004932,-1.125922221e-05
1721685898.0450172,-1.118591998e-05
1721685906.0851417,-1.120058043e-05
1721685914.1258519,-1.12885431e-05
1721685922.1663084,-1.134718488e-05
1721685930.2068672,-1.121524087e-05
1721685938.2471976,-1.121524087e-05
1721685946.2876487,-1.136184533e-05
1721685954.3280458,-1.125922221e-05
1721685962.3687477,-1.125922221e-05
1721685970.4093213,-1.127388266e-05
1721685978.4496758,-1.12885431e-05
1721685986.4901345,-1.130320355e-05
1721685994.5304513,-1.120058043e-05
1721686002.5708363,-1.131786399e-05
1721686010.61163,-1.134718488e-05
1721686018.6523201,-1.124456176e-05
1721686026.6928852,-1.137650577e-05
1721686034.733798,-1.12885431e-05
1721686042.773866,-1.118591998e-05
1721686050.8141801,-1.120058043e-05
1721686058.8544114,-1.131786399e-05
1721686066.8948574,-1.136184533e-05
1721686074.9354725,-1.125922221e-05
1721686082.9758573,-1.121524087e-05
1721686091.01639,-1.125922221e-05
1721686099.057065,-1.114193865e-05
1721686107.097351,-1.118591998e-05
1721686115.1379051,-1.124456176e-05
1721686123.1785657,-1.12885431e-05
1721686131.2191772,-1.139116622e-05
1721686139.2598844,-1.127388266e-05
1721686147.3002532,-1.120058043e-05
1721686155.3407252,-1.131786399e-05
1721686163.3811047,-1.125922221e-05
1721686171.4217815,-1.124456176e-05
1721686179.4621673,-1.131786399e-05
1721686187.5024755,-1.121524087e-05
1721686195.5429776,-1.115659909e-05
1721686203.5834928,-1.125922221e-05
1721686211.6241143,-1.125922221e-05
1721686219.664342,-1.130320355e-05
1721686227.704706,-1.117125954e-05
1721686235.7452886,-1.121524087e-05
1721686243.7857952,-1.12885431e-05
1721686251.826197,-1.124456176e-05
1721686259.866779,-1.121524087e-05
1721686267.9072278,-1.121524087e-05
1721686275.9475772,-1.122990132e-05
1721686283.9878852,-1.120058043e-05
1721686292.0283475,-1.121524087e-05
1721686300.068901,-1.137650577e-05
1721686308.109533,-1.134718488e-05
1721686316.1498241,-1.120058043e-05
1721686324.1904573,-1.134718488e-05
1721686332.2308767,-1.137650577e-05
1721686340.2712975,-1.127388266e-05
1721686348.3115869,-1.131786399e-05
1721686356.351976,-1.137650577e-05
1721686364.392282,-1.130320355e-05
1721686372.432805,-1.137650577e-05
1721686380.473049,-1.120058043e-05
1721686388.513709,-1.124456176e-05
1721686396.5542026,-1.133252444e-05
1721686404.5946796,-1.11272782e-05
1721686412.6349952,-1.105397597e-05
1721686420.6756797,-1.115659909e-05
1721686428.7162378,-1.108329686e-05
1721686436.7567139,-1.121524087e-05
1721686444.797296,-1.11272782e-05
1721686452.8380444,-1.115659909e-05
1721686460.8786619,-1.127388266e-05
1721686468.9193351,-1.11272782e-05
1721686476.9597428,-1.122990132e-05
1721686485.000086,-1.122990132e-05
1721686493.040684,-1.114193865e-05
1721686501.0811455,-1.124456176e-05
1721686509.121692,-1.117125954e-05
1721686517.1622264,-1.12885431e-05
1721686525.2028182,-1.134718488e-05
1721686533.2434466,-1.122990132e-05
1721686541.2837656,-1.1449808e-05
1721686549.3241088,-1.120058043e-05
1721686557.3646262,-1.125922221e-05
1721686565.4050303,-1.121524087e-05
1721686573.4456193,-1.130320355e-05
1721686581.4861271,-1.109795731e-05
1721686589.5266025,-1.121524087e-05
1721686597.566877,-1.130320355e-05
1721686605.6075747,-1.143514756e-05
1721686613.6480958,-1.127388266e-05
1721686621.6888392,-1.127388266e-05
1721686629.7294226,-1.125922221e-05
1721686637.7699223,-1.136184533e-05
1721686645.8104475,-1.133252444e-05
1721686653.8508677,-1.134718488e-05
1721686661.8913596,-1.140582667e-05
1721686669.9316783,-1.130320355e-05
1721686677.972094,-1.131786399e-05
1721686686.0125887,-1.133252444e-05
1721686694.0532055,-1.12885431e-05
1721686702.093806,-1.133252444e-05
1721686710.1342762,-1.122990132e-05
1721686718.1747646,-1.12885431e-05
1721686726.2151475,-1.130320355e-05
1721686734.2557538,-1.136184533e-05
1721686742.2964795,-1.12885431e-05
1721686750.3373244,-1.136184533e-05
1721686758.377441,-1.130320355e-05
1721686766.417877,-1.131786399e-05
1721686774.458327,-1.127388266e-05
1721686782.4987223,-1.131786399e-05
1721686790.539079,-1.131786399e-05
1721686798.5794468,-1.142048711e-05
1721686806.6199818,-1.139116622e-05
1721686814.6607246,-1.134718488e-05
1721686822.701142,-1.127388266e-05
1721686830.7416608,-1.125922221e-05
1721686838.7822154,-1.127388266e-05
1721686846.8227668,-1.137650577e-05
1721686854.863039,-1.142048711e-05
1721686862.903702,-1.136184533e-05
1721686870.944234,-1.127388266e-05
1721686878.9849148,-1.134718488e-05
1721686887.025483,-1.124456176e-05
1721686895.066004,-1.131786399e-05
1721686903.1066763,-1.114193865e-05
1721686911.147116,-1.131786399e-05
1721686919.1878605,-1.139116622e-05
1721686927.228278,-1.130320355e-05
1721686935.268939,-1.12885431e-05
1721686943.3094175,-1.117125954e-05
1721686951.3498473,-1.114193865e-05
1721686959.390322,-1.106863642e-05
1721686967.4307797,-1.115659909e-05
1721686975.4714067,-1.11272782e-05
1721686983.511788,-1.109795731e-05
1721686991.5523632,-1.11272782e-05
1721686999.5928514,-1.103931553e-05
1721687007.633392,-1.11272782e-05
1721687015.6737046,-1.103931553e-05
1721687023.7140834,-1.108329686e-05
1721687031.7547967,-1.111261775e-05
1721687039.795387,-1.117125954e-05
1721687047.8360906,-1.117125954e-05
1721687055.876557,-1.109795731e-05
1721687063.9167814,-1.105397597e-05
1721687071.9574447,-1.115659909e-05
1721687079.9980094,-1.108329686e-05
1721687088.038532,-1.111261775e-05
1721687096.0787606,-1.100999464e-05
1721687104.1190174,-1.105397597e-05
1721687112.159579,-1.11272782e-05
1721687120.1999068,-1.105397597e-05
1721687128.240472,-1.108329686e-05
1721687136.2808099,-1.102465508e-05
1721687144.3212168,-1.109795731e-05
1721687152.361768,-1.111261775e-05
1721687160.4021735,-1.109795731e-05
1721687168.4426963,-1.099533419e-05
1721687176.4832573,-1.111261775e-05
1721687184.524089,-1.11272782e-05
1721687192.564475,-1.093669241e-05
1721687200.6047337,-1.105397597e-05
1721687208.6452703,-1.098067374e-05
1721687216.685833,-1.109795731e-05
1721687224.7261062,-1.098067374e-05
1721687232.7665653,-1.108329686e-05
1721687240.8070612,-1.111261775e-05
1721687248.8473854,-1.098067374e-05
1721687256.8878949,-1.115659909e-05
1721687264.9280865,-1.098067374e-05
1721687272.9683623,-1.098067374e-05
1721687281.008983,-1.114193865e-05
1721687289.0497189,-1.103931553e-05
1721687297.090132,-1.114193865e-05
1721687305.1303449,-1.105397597e-05
1721687313.1709874,-1.114193865e-05
1721687321.211387,-1.105397597e-05
1721687329.2518623,-1.103931553e-05
1721687337.2924612,-1.108329686e-05
1721687345.333234,-1.099533419e-05
1721687353.3736584,-1.100999464e-05
1721687361.4140189,-1.109795731e-05
1721687369.4544044,-1.109795731e-05
1721687377.4947639,-1.102465508e-05
1721687385.5350697,-1.090737152e-05
1721687393.5754797,-1.106863642e-05
1721687401.615912,-1.109795731e-05
1721687409.656445,-1.115659909e-05
1721687417.6969357,-1.109795731e-05
1721687425.7374196,-1.109795731e-05
1721687433.77788,-1.11272782e-05
1721687441.8182132,-1.100999464e-05
1721687449.8589318,-1.099533419e-05
1721687457.899413,-1.102465508e-05
1721687465.939897,-1.105397597e-05
1721687473.9805717,-1.099533419e-05
1721687482.021011,-1.103931553e-05
1721687490.0615776,-1.103931553e-05
1721687498.1021051,-1.099533419e-05
1721687506.1424377,-1.102465508e-05
1721687514.1827924,-1.105397597e-05
1721687522.223247,-1.109795731e-05
1721687530.2636366,-1.09660133e-05
1721687538.304052,-1.106863642e-05
1721687546.3444343,-1.108329686e-05
1721687554.3848667,-1.102465508e-05
1721687562.4252543,-1.105397597e-05
1721687570.46552,-1.093669241e-05
1721687578.5059721,-1.09660133e-05
1721687586.5467217,-1.106863642e-05
1721687594.5873287,-1.115659909e-05
1721687602.6277578,-1.103931553e-05
1721687610.6682692,-1.102465508e-05
1721687618.7091167,-1.109795731e-05
1721687626.7498505,-1.099533419e-05
1721687634.7903888,-1.099533419e-05
1721687642.8307881,-1.081940884e-05
1721687650.871237,-1.106863642e-05
1721687658.9113882,-1.092203196e-05
1721687666.9516518,-1.090737152e-05
1721687674.991974,-1.100999464e-05
1721687683.0324008,-1.093669241e-05
1721687691.072469,-1.092203196e-05
1721687699.1129441,-1.095135285e-05
1721687707.1533744,-1.099533419e-05
1721687715.193788,-1.093669241e-05
1721687723.234383,-1.099533419e-05
1721687731.2750053,-1.103931553e-05
1721687739.3153157,-1.105397597e-05
1721687747.3557901,-1.095135285e-05
1721687755.396165,-1.09660133e-05
1721687763.436549,-1.100999464e-05
1721687771.4770036,-1.093669241e-05
1721687779.51727,-1.081940884e-05
1721687787.557574,-1.095135285e-05
1721687795.5979915,-1.09660133e-05
1721687803.638509,-1.095135285e-05
1721687811.6788194,-1.103931553e-05
1721687819.7191818,-1.103931553e-05
1721687827.7596915,-1.090737152e-05
1721687835.8000665,-1.099533419e-05
1721687843.8403902,-1.105397597e-05
1721687851.8810318,-1.106863642e-05
1721687859.921435,-1.100999464e-05
1721687867.9620068,-1.09660133e-05
1721687876.002316,-1.090737152e-05
1721687884.0427117,-1.087805062e-05
1721687892.0832772,-1.090737152e-05
1721687900.1237519,-1.095135285e-05
1721687908.1642454,-1.102465508e-05
1721687916.2046175,-1.086339018e-05
1721687924.244729,-1.092203196e-05
1721687932.2854104,-1.102465508e-05
1721687940.325803,-1.105397597e-05
1721687948.3663146,-1.095135285e-05
1721687956.4065802,-1.087805062e-05
1721687964.447033,-1.098067374e-05
1721687972.4875624,-1.099533419e-05
1721687980.5277653,-1.105397597e-05
1721687988.5681932,-1.100999464e-05
1721687996.6086838,-1.095135285e-05
1721688004.6492121,-1.099533419e-05
1721688012.6897938,-1.093669241e-05
1721688020.7301743,-1.105397597e-05
1721688028.7701948,-1.092203196e-05
1721688036.810512,-1.093669241e-05
1721688044.8508961,-1.102465508e-05
1721688052.8911219,-1.081940884e-05
1721688060.9314888,-1.09660133e-05
1721688068.9718652,-1.100999464e-05
1721688077.0121462,-1.090737152e-05
1721688085.0523825,-1.083406929e-05
1721688093.0928397,-1.098067374e-05
1721688101.1335409,-1.100999464e-05
1721688109.1737926,-1.092203196e-05
1721688117.2143369,-1.09660133e-05
1721688125.2547154,-1.106863642e-05
1721688133.2954345,-1.11272782e-05
1721688141.3358088,-1.100999464e-05
1721688149.376105,-1.093669241e-05
1721688157.4163668,-1.100999464e-05
1721688165.456742,-1.106863642e-05
1721688173.4972098,-1.093669241e-05
1721688181.5375066,-1.087805062e-05
1721688189.577987,-1.098067374e-05
1721688197.6182654,-1.093669241e-05
1721688205.6587155,-1.103931553e-05
1721688213.6990747,-1.098067374e-05
1721688221.7394114,-1.090737152e-05
1721688229.7801366,-1.099533419e-05
1721688237.8205855,-1.093669241e-05
1721688245.861039,-1.105397597e-05
1721688253.901602,-1.099533419e-05
1721688261.9421751,-1.100999464e-05
1721688269.9827754,-1.099533419e-05
1721688278.0232098,-1.105397597e-05
1721688286.0635602,-1.108329686e-05
1721688294.1041057,-1.114193865e-05
1721688302.1443558,-1.102465508e-05
1721688310.1848657,-1.086339018e-05
1721688318.225359,-1.103931553e-05
1721688326.2657099,-1.086339018e-05
1721688334.3061018,-1.109795731e-05
1721688342.3465533,-1.099533419e-05
1721688350.3868337,-1.100999464e-05
1721688358.4269767,-1.087805062e-05
1721688366.4675493,-1.099533419e-05
1721688374.508052,-1.09660133e-05
1721688382.5484385,-1.100999464e-05
1721688390.5886607,-1.092203196e-05
1721688398.629264,-1.09660133e-05
1721688406.669355,-1.105397597e-05
1721688414.7097585,-1.102465508e-05
1721688422.7500372,-1.100999464e-05
1721688430.7905297,-1.103931553e-05
1721688438.830969,-1.108329686e-05
1721688446.8714635,-1.11272782e-05
1721688454.9119053,-1.095135285e-05
1721688462.952229,-1.105397597e-05
1721688470.9927394,-1.095135285e-05
1721688479.0332673,-1.089271107e-05
1721688487.0733917,-1.092203196e-05
1721688495.1138568,-1.100999464e-05
1721688503.1541734,-1.105397597e-05
1721688511.1947978,-1.095135285e-05
1721688519.235247,-1.102465508e-05
1721688527.275626,-1.092203196e-05
1721688535.3159587,-1.09660133e-05
1721688543.3563614,-1.103931553e-05
1721688551.396554,-1.092203196e-05
1721688559.4367821,-1.09660133e-05
1721688567.4772253,-1.109795731e-05
1721688575.517522,-1.098067374e-05
1721688583.5578606,-1.100999464e-05
1721688591.59801,-1.092203196e-05
1721688599.6382873,-1.098067374e-05
1721688607.6788335,-1.098067374e-05
1721688615.7192857,-1.105397597e-05
1721688623.7599726,-1.099533419e-05
1721688631.8002365,-1.09660133e-05
1721688639.8408263,-1.106863642e-05
1721688647.8815851,-1.111261775e-05
1721688655.922011,-1.099533419e-05
1721688663.9622009,-1.092203196e-05
1721688672.0025218,-1.092203196e-05
1721688680.0427744,-1.103931553e-05
1721688688.083235,-1.103931553e-05
1721688696.123616,-1.090737152e-05
1721688704.164022,-1.089271107e-05
1721688712.2045476,-1.108329686e-05
1721688720.244944,-1.109795731e-05
1721688728.28549,-1.102465508e-05
1721688736.3260002,-1.109795731e-05
1721688744.366479,-1.093669241e-05
1721688752.4068644,-1.100999464e-05
1721688760.447326,-1.095135285e-05
1721688768.4878228,-1.103931553e-05
1721688776.5280547,-1.092203196e-05
1721688784.5683799,-1.105397597e-05
1721688792.6089113,-1.11272782e-05
1721688800.6493237,-1.109795731e-05
1721688808.689785,-1.099533419e-05
1721688816.7301872,-1.102465508e-05
1721688824.7706149,-1.099533419e-05
1721688832.8109617,-1.098067374e-05
1721688840.8513875,-1.100999464e-05
1721688848.8919086,-1.098067374e-05
1721688856.9322076,-1.098067374e-05
1721688864.972596,-1.090737152e-05
1721688873.0130057,-1.098067374e-05
1721688881.053549,-1.108329686e-05
1721688889.0938842,-1.098067374e-05
1721688897.1342542,-1.098067374e-05
1721688905.1748016,-1.108329686e-05
1721688913.2152934,-1.095135285e-05
1721688921.2556114,-1.102465508e-05
1721688929.2959604,-1.105397597e-05
1721688937.3362741,-1.103931553e-05
1721688945.376898,-1.089271107e-05
1721688953.4172792,-1.095135285e-05
1721688961.457612,-1.105397597e-05
1721688969.4979908,-1.105397597e-05
1721688977.538221,-1.102465508e-05
1721688985.578564,-1.083406929e-05
1721688993.6190264,-1.089271107e-05
1721689001.659443,-1.098067374e-05
1721689009.6998234,-1.102465508e-05
1721689017.7402463,-1.102465508e-05
1721689025.780673,-1.100999464e-05
1721689033.8212516,-1.109795731e-05
1721689041.8617518,-1.095135285e-05
1721689049.9021614,-1.105397597e-05
1721689057.942551,-1.108329686e-05
1721689065.9828432,-1.109795731e-05
1721689074.0232503,-1.103931553e-05
1721689082.0637891,-1.103931553e-05
1721689090.1042511,-1.089271107e-05
1721689098.144778,-1.095135285e-05
1721689106.185475,-1.095135285e-05
1721689114.2256348,-1.092203196e-05
1721689122.2661598,-1.090737152e-05
1721689130.3067803,-1.106863642e-05
1721689138.3471258,-1.092203196e-05
1721689146.3876495,-1.09660133e-05
1721689154.428194,-1.103931553e-05
1721689162.4686685,-1.105397597e-05
1721689170.5090983,-1.089271107e-05
1721689178.5495734,-1.109795731e-05
1721689186.5898814,-1.098067374e-05
1721689194.6302466,-1.102465508e-05
1721689202.6706252,-1.102465508e-05
1721689210.710756,-1.098067374e-05
1721689218.7516086,-1.099533419e-05
1721689226.7918832,-1.103931553e-05
1721689234.8325236,-1.106863642e-05
1721689242.8729262,-1.102465508e-05
1721689250.9134703,-1.090737152e-05
1721689258.9538538,-1.102465508e-05
1721689266.9944856,-1.108329686e-05
1721689275.035114,-1.093669241e-05
1721689283.0755482,-1.106863642e-05
1721689291.1157734,-1.100999464e-05
1721689299.156088,-1.087805062e-05
1721689307.1963143,-1.090737152e-05
1721689315.2366335,-1.086339018e-05
1721689323.2769792,-1.100999464e-05
1721689331.3174334,-1.103931553e-05
1721689339.357842,-1.095135285e-05
1721689347.3981512,-1.090737152e-05
1721689355.4385245,-1.102465508e-05
1721689363.4789062,-1.100999464e-05
1721689371.5193095,-1.099533419e-05
1721689379.5598257,-1.106863642e-05
1721689387.6002116,-1.105397597e-05
1721689395.6408145,-1.09660133e-05
1721689403.6812947,-1.093669241e-05
1721689411.7217042,-1.108329686e-05
1721689419.762205,-1.106863642e-05
1721689427.802749,-1.093669241e-05
1721689435.8432024,-1.089271107e-05
1721689443.8835661,-1.09660133e-05
1721689451.9238603,-1.092203196e-05
1721689459.9643285,-1.106863642e-05
1721689468.004769,-1.099533419e-05
1721689476.0450988,-1.100999464e-05
1721689484.0854998,-1.100999464e-05
1721689492.1258855,-1.100999464e-05
1721689500.1665285,-1.111261775e-05
1721689508.2069259,-1.100999464e-05
1721689516.2471683,-1.083406929e-05
1721689524.2873766,-1.092203196e-05
1721689532.3278868,-1.102465508e-05
1721689540.3684669,-1.083406929e-05
1721689548.408856,-1.105397597e-05
1721689556.4492195,-1.092203196e-05
1721689564.4895375,-1.105397597e-05
1721689572.5301456,-1.11272782e-05
1721689580.5706356,-1.098067374e-05
1721689588.6111076,-1.099533419e-05
1721689596.651236,-1.092203196e-05
1721689604.6915002,-1.090737152e-05
1721689612.7319071,-1.099533419e-05
1721689620.772416,-1.109795731e-05
1721689628.812861,-1.100999464e-05
1721689636.8532908,-1.103931553e-05
1721689644.893985,-1.099533419e-05
1721689652.934321,-1.100999464e-05
1721689660.9747865,-1.105397597e-05
1721689669.0152738,-1.099533419e-05
1721689677.0558581,-1.099533419e-05
1721689685.096525,-1.089271107e-05
1721689693.137018,-1.098067374e-05
1721689701.1773393,-1.093669241e-05
1721689709.2177732,-1.105397597e-05
1721689717.2581406,-1.102465508e-05
1721689725.2985265,-1.108329686e-05
1721689733.339132,-1.111261775e-05
1721689741.3793883,-1.105397597e-05
1721689749.4197497,-1.098067374e-05
1721689757.4601693,-1.106863642e-05
1721689765.5005534,-1.108329686e-05
1721689773.5412958,-1.11272782e-05
1721689781.5816398,-1.109795731e-05
1721689789.6222765,-1.099533419e-05
1721689797.6629863,-1.114193865e-05
1721689805.7035987,-1.11272782e-05
1721689813.7439618,-1.087805062e-05
1721689821.7843187,-1.098067374e-05
1721689829.8250859,-1.108329686e-05
1721689837.8654552,-1.106863642e-05
1721689845.9058306,-1.102465508e-05
1721689853.9461014,-1.09660133e-05
1721689861.9864912,-1.105397597e-05
1721689870.026858,-1.09660133e-05
1721689878.0672553,-1.109795731e-05
1721689886.1076477,-1.108329686e-05
1721689894.148048,-1.099533419e-05
1721689902.1885347,-1.100999464e-05
1721689910.2287254,-1.092203196e-05
1721689918.2693987,-1.11272782e-05
1721689926.3099852,-1.108329686e-05
1721689934.3506117,-1.106863642e-05
1721689942.391023,-1.09660133e-05
1721689950.4313796,-1.083406929e-05
1721689958.4720633,-1.114193865e-05
1721689966.5124178,-1.100999464e-05
1721689974.5525131,-1.092203196e-05
1721689982.5930352,-1.108329686e-05
1721689990.6333566,-1.105397597e-05
1721689998.673721,-1.095135285e-05
1721690006.7141225,-1.099533419e-05
1721690014.7546225,-1.111261775e-05
1721690022.7951708,-1.11272782e-05
1721690030.8356106,-1.103931553e-05
1721690038.8758714,-1.105397597e-05
1721690046.9164011,-1.108329686e-05
1721690054.957237,-1.111261775e-05
1721690062.9977992,-1.114193865e-05
1721690071.038106,-1.118591998e-05
1721690079.0786464,-1.102465508e-05
1721690087.1189995,-1.098067374e-05
1721690095.1593778,-1.100999464e-05
1721690103.1999288,-1.115659909e-05
1721690111.2404182,-1.09660133e-05
1721690119.2809935,-1.109795731e-05
1721690127.3214326,-1.11272782e-05
1721690135.361875,-1.106863642e-05
1721690143.4024484,-1.109795731e-05
1721690151.442867,-1.095135285e-05
1721690159.4833398,-1.108329686e-05
1721690167.5238717,-1.115659909e-05
1721690175.5646176,-1.102465508e-05
1721690183.604952,-1.098067374e-05
1721690191.6452854,-1.100999464e-05
1721690199.6858075,-1.102465508e-05
1721690207.7261915,-1.105397597e-05
1721690215.7666833,-1.102465508e-05
1721690223.8073099,-1.100999464e-05
1721690231.8478408,-1.102465508e-05
1721690239.8884037,-1.106863642e-05
1721690247.9287434,-1.103931553e-05
1721690255.9691188,-1.098067374e-05
1721690264.0096176,-1.103931553e-05
1721690272.0499918,-1.109795731e-05
1721690280.0907645,-1.109795731e-05
1721690288.1312022,-1.100999464e-05
1721690296.1717055,-1.111261775e-05
1721690304.2124527,-1.111261775e-05
1721690312.2528374,-1.102465508e-05
1721690320.2931392,-1.09660133e-05
1721690328.3337207,-1.099533419e-05
1721690336.374381,-1.093669241e-05
1721690344.4149756,-1.106863642e-05
1721690352.4556448,-1.11272782e-05
1721690360.4962468,-1.102465508e-05
1721690368.5366273,-1.093669241e-05
1721690376.5771973,-1.098067374e-05
1721690384.617561,-1.093669241e-05
1721690392.6580024,-1.099533419e-05
1721690400.698326,-1.103931553e-05
1721690408.7388072,-1.103931553e-05
1721690416.779086,-1.102465508e-05
1721690424.8193202,-1.105397597e-05
1721690432.859787,-1.109795731e-05
1721690440.900323,-1.099533419e-05
1721690448.9408305,-1.095135285e-05
1721690456.9810333,-1.118591998e-05
1721690465.021399,-1.100999464e-05
1721690473.0621305,-1.11272782e-05
1721690481.1026647,-1.102465508e-05
1721690489.143268,-1.109795731e-05
1721690497.1838496,-1.115659909e-05
1721690505.2243612,-1.100999464e-05
1721690513.2649298,-1.109795731e-05
1721690521.3057175,-1.11272782e-05
1721690529.3461597,-1.098067374e-05
1721690537.3867354,-1.114193865e-05
1721690545.4273713,-1.111261775e-05
1721690553.4678822,-1.098067374e-05
1721690561.5083551,-1.115659909e-05
1721690569.548953,-1.115659909e-05
1721690577.5895002,-1.111261775e-05
1721690585.6297402,-1.118591998e-05
1721690593.670234,-1.100999464e-05
1721690601.710513,-1.105397597e-05
1721690609.7511435,-1.114193865e-05
1721690617.7916236,-1.11272782e-05
1721690625.8319705,-1.100999464e-05
1721690633.8723545,-1.100999464e-05
1721690641.912839,-1.117125954e-05
1721690649.9536023,-1.111261775e-05
1721690657.9942002,-1.108329686e-05
1721690666.0348792,-1.11272782e-05
1721690674.075297,-1.122990132e-05
