# INL run# soak = 10# samples_per_meter_per_step = 5# NPLC = 100dac_counts,Run 1,Run 2,Run 3,Run 4,Run 5
83968,-8.737770906,-8.73776768,-8.737767224,-8.737766384,-8.737765824
84992,-8.71745228,-8.717449569,-8.717448612,-8.717447596,-8.717447065
86016,-8.697135038,-8.697132018,-8.697131002,-8.697130236,-8.697129794
87040,-8.676814349,-8.676811698,-8.676810269,-8.676809547,-8.676809636
88064,-8.656494824,-8.656491981,-8.656491024,-8.656490096,-8.656489948
89088,-8.636174798,-8.636172265,-8.636171278,-8.636170541,-8.636170114
90112,-8.615854434,-8.615851841,-8.615851252,-8.61585025,-8.615849911
91136,-8.595535203,-8.595532405,-8.595531432,-8.595531079,-8.595530725
92160,-8.575215413,-8.575212953,-8.575211627,-8.575210537,-8.575210537
93184,-8.554896433,-8.554893708,-8.554892824,-8.554891852,-8.554891675
94208,-8.534578234,-8.534575656,-8.534574404,-8.534573594,-8.534573653
95232,-8.514258061,-8.514255306,-8.514254349,-8.514253244,-8.5142537
96256,-8.493938639,-8.493936429,-8.493935162,-8.493934131,-8.493934293
97280,-8.473619497,-8.473616757,-8.473615814,-8.473614474,-8.473615225
98304,-8.453302623,-8.453299427,-8.453298425,-8.453297335,-8.453297909
99328,-8.432981964,-8.432979356,-8.432978384,-8.432977456,-8.4329775
100352,-8.412660583,-8.41265771,-8.412657121,-8.412656709,-8.412656002
101376,-8.392341809,-8.392338568,-8.39233873,-8.392337493,-8.392337567
102400,-8.372023757,-8.372021238,-8.372021105,-8.372019765,-8.37201978
103424,-8.351703598,-8.351701595,-8.351700652,-8.351699607,-8.351699268
104448,-8.331383735,-8.331382129,-8.331381113,-8.331379757,-8.331379448
105472,-8.311064313,-8.311061499,-8.311061278,-8.311060409,-8.311059952
106496,-8.290746496,-8.290743477,-8.290743447,-8.29074246,-8.290742387
107520,-8.270426706,-8.270423966,-8.270423701,-8.270422847,-8.270422788
108544,-8.250106739,-8.250103307,-8.250103381,-8.250102541,-8.250102497
109568,-8.229788245,-8.229785005,-8.229785447,-8.229784018,-8.229783929
110592,-8.209469413,-8.209467056,-8.209467218,-8.209466157,-8.209466069
111616,-8.189149593,-8.189147148,-8.189146941,-8.189145999,-8.189145925
112640,-8.168830407,-8.168828182,-8.168827358,-8.168827078,-8.168826945
113664,-8.148511662,-8.148508981,-8.148508628,-8.148507995,-8.148507847
114688,-8.128193669,-8.12819118,-8.128190488,-8.128189972,-8.128189707
115712,-8.107873496,-8.107870992,-8.107870521,-8.107870344,-8.107869475
116736,-8.08755157,-8.087549464,-8.087548992,-8.08754886,-8.087547666
117760,-8.067232664,-8.067230793,-8.067230646,-8.067229997,-8.067229158
118784,-8.046915142,-8.04691333,-8.04691252,-8.046912402,-8.046911666
119808,-8.026594866,-8.026593069,-8.026592509,-8.026592332,-8.026591345
120832,-8.006275989,-8.006273352,-8.006273249,-8.006272483,-8.006271452
121856,-7.985956125,-7.985953812,-7.985953503,-7.985953238,-7.985952369
122880,-7.965635495,-7.965633654,-7.965633138,-7.965633065,-7.965631989
123904,-7.945316117,-7.945314011,-7.945313274,-7.945313245,-7.945312125
124928,-7.924995753,-7.924993823,-7.924993263,-7.924992748,-7.924991923
125952,-7.904677141,-7.904675197,-7.90467502,-7.904674445,-7.90467337
126976,-7.884359148,-7.884356953,-7.884356423,-7.884356054,-7.884355156
128000,-7.864039034,-7.864037001,-7.864036058,-7.864035955,-7.864034806
129024,-7.843719847,-7.843718257,-7.843716887,-7.843716887,-7.843716238
130048,-7.823400941,-7.823399041,-7.823397892,-7.82339742,-7.823397126
131072,-7.803083508,-7.80308177,-7.803081298,-7.803081328,-7.803079899
132096,-7.782764115,-7.782761861,-7.782761331,-7.782761699,-7.782760963
133120,-7.762442999,-7.762441512,-7.762440495,-7.762440849,-7.762439935
134144,-7.742124402,-7.74212259,-7.742122178,-7.742121913,-7.742120838
135168,-7.721807131,-7.72180498,-7.721805157,-7.721804185,-7.721803493
136192,-7.701487518,-7.701484837,-7.70148491,-7.701484144,-7.701483393
137216,-7.681167285,-7.681164914,-7.681164663,-7.681164089,-7.681163839
138240,-7.660847849,-7.660845359,-7.660844873,-7.660844387,-7.660843975
139264,-7.640527764,-7.640524553,-7.640524626,-7.640524361,-7.640524008
140288,-7.620207959,-7.620205411,-7.620205484,-7.620204689,-7.620204394
141312,-7.599888022,-7.599886195,-7.599885149,-7.59988509,-7.599884295
142336,-7.579569366,-7.579567259,-7.579566832,-7.579566081,-7.579565757
143360,-7.559250607,-7.559248883,-7.559248058,-7.559247469,-7.559247233
144384,-7.538930257,-7.538929137,-7.538928194,-7.538927222,-7.53892737
145408,-7.518610408,-7.518609391,-7.518608316,-7.518607668,-7.5186078
146432,-7.498290735,-7.498289851,-7.498288658,-7.498288187,-7.498288128
147456,-7.477974775,-7.477972993,-7.477972713,-7.477972227,-7.477972138
148480,-7.457655073,-7.457652908,-7.457652864,-7.457652245,-7.457652657
149504,-7.437334193,-7.437331792,-7.4373316,-7.437331232,-7.437331247
150528,-7.41701567,-7.417013283,-7.417013062,-7.417012576,-7.41701293
151552,-7.396697986,-7.396695879,-7.396695334,-7.396694995,-7.396694937
152576,-7.376377901,-7.376375883,-7.376375235,-7.376375367,-7.376375117
153600,-7.356058111,-7.356055931,-7.356055901,-7.356055312,-7.356055504
154624,-7.335738321,-7.335735964,-7.33573592,-7.335735419,-7.335736052
155648,-7.315417912,-7.315415717,-7.315415643,-7.315415157,-7.315415614
156672,-7.295098578,-7.29509659,-7.295096177,-7.295095603,-7.295095941
157696,-7.274778655,-7.274776063,-7.274776122,-7.274775518,-7.274775503
158720,-7.254459513,-7.254457422,-7.254457613,-7.25445695,-7.254457083
159744,-7.23414124,-7.234139134,-7.234139134,-7.234138486,-7.234138456
160768,-7.213821362,-7.213818917,-7.213819064,-7.213818696,-7.213818651
161792,-7.193501955,-7.193499495,-7.193499568,-7.193499392,-7.193499524
162816,-7.173182709,-7.173180043,-7.173179793,-7.173179277,-7.173179513
163840,-7.152866189,-7.15286289,-7.152862949,-7.152862595,-7.152862772
164864,-7.132546046,-7.132542938,-7.132543011,-7.132542776,-7.132542702
165888,-7.112224709,-7.112222205,-7.11222191,-7.112221748,-7.112221719
166912,-7.091906421,-7.09190349,-7.091903519,-7.091903239,-7.091902945
167936,-7.071588649,-7.071586189,-7.071586115,-7.071585806,-7.071585497
168960,-7.051268977,-7.051266281,-7.051266473,-7.051266119,-7.051265486
169984,-7.030948583,-7.030946034,-7.030946373,-7.030945887,-7.030945209
171008,-7.010628954,-7.010626701,-7.010626612,-7.010625935,-7.010625861
172032,-6.990308221,-6.990306012,-6.990306248,-6.990305172,-6.990305334
173056,-6.969989345,-6.969986914,-6.969987503,-6.969986266,-6.969986384
174080,-6.949668656,-6.949666284,-6.949667198,-6.94966571,-6.949665945
175104,-6.929350486,-6.929347982,-6.92934863,-6.929347245,-6.929347525
176128,-6.909031889,-6.909029473,-6.90902993,-6.909029488,-6.909028972
177152,-6.888711642,-6.888709315,-6.888710125,-6.888709285,-6.888709123
178176,-6.868391999,-6.868389436,-6.868390482,-6.868389834,-6.86838976
179200,-6.848072445,-6.848070324,-6.84807109,-6.8480705,-6.848070176
180224,-6.827755925,-6.827753627,-6.827754378,-6.8277532,-6.827753509
181248,-6.807436665,-6.807434293,-6.807435103,-6.807433778,-6.807434072
182272,-6.787115844,-6.787113855,-6.787114385,-6.787113015,-6.78711356
183296,-6.766797467,-6.76679517,-6.766795788,-6.76679458,-6.766794875
184320,-6.746480211,-6.746478163,-6.746478723,-6.74647728,-6.746477692
185344,-6.726160406,-6.726157843,-6.726158697,-6.726157283,-6.726158079
186368,-6.705840174,-6.705837861,-6.705839261,-6.70583739,-6.705837655
187392,-6.685520104,-6.685517673,-6.685518793,-6.68551704,-6.685517099
188416,-6.665199592,-6.665197485,-6.665198075,-6.665196985,-6.665196631
189440,-6.644880847,-6.644878505,-6.644878771,-6.644878005,-6.644877828
190464,-6.624560851,-6.624558155,-6.624558745,-6.624557831,-6.624557993
191488,-6.604241532,-6.604239441,-6.604240162,-6.604239146,-6.604238807
192512,-6.583922994,-6.583920534,-6.583921742,-6.583920534,-6.583920652
193536,-6.563603337,-6.563600994,-6.563601569,-6.563600052,-6.563600567
194560,-6.543283281,-6.543280865,-6.543281352,-6.543280335,-6.543280497
195584,-6.522963506,-6.522961002,-6.522962077,-6.522960398,-6.522961031
196608,-6.5026465,-6.502643804,-6.502645086,-6.502643657,-6.502643966
197632,-6.482326886,-6.4823245,-6.482325281,-6.482323852,-6.482324338
198656,-6.462006183,-6.462003634,-6.462004062,-6.462002971,-6.462003413
199680,-6.441687468,-6.441684964,-6.441685582,-6.441684522,-6.441684831
200704,-6.421370197,-6.421367383,-6.421368031,-6.421367147,-6.421367295
201728,-6.401050097,-6.401047372,-6.401048182,-6.401047254,-6.401047416
202752,-6.380729939,-6.380727331,-6.380728083,-6.380727302,-6.380727169
203776,-6.360409972,-6.360407571,-6.360408145,-6.360407541,-6.360407394
204800,-6.340089195,-6.340086985,-6.340087766,-6.340087486,-6.340086602
205824,-6.319769449,-6.319767651,-6.319768609,-6.319767917,-6.319767504
206848,-6.299449157,-6.299447449,-6.2994482,-6.299447552,-6.299447478
207872,-6.279130826,-6.279128749,-6.279129662,-6.279128955,-6.279129161
208896,-6.258812995,-6.258810461,-6.258811345,-6.258810991,-6.258810741
209920,-6.238492807,-6.238490494,-6.238491098,-6.238490892,-6.238490641
210944,-6.218173237,-6.218171175,-6.218171941,-6.218171102,-6.218171043
211968,-6.197853771,-6.197851709,-6.197852033,-6.197851783,-6.197851621
212992,-6.177537855,-6.177535498,-6.17753594,-6.177535204,-6.177535543
214016,-6.157218124,-6.157215944,-6.157216474,-6.157215797,-6.157216032
215040,-6.136897332,-6.136894666,-6.136895447,-6.136895078,-6.13689471
216064,-6.116578765,-6.116575922,-6.116577056,-6.116576054,-6.116576084
217088,-6.096261022,-6.096258709,-6.096259564,-6.096258886,-6.096258591
218112,-6.075941025,-6.075938816,-6.075939847,-6.075938728,-6.075939037
219136,-6.05562097,-6.055618761,-6.055619468,-6.055618819,-6.055618834
220160,-6.035301224,-6.035298808,-6.035299515,-6.035299412,-6.035298808
221184,-6.014980815,-6.014978444,-6.014979372,-6.014978812,-6.01497862
222208,-5.994661334,-5.994659095,-5.994659832,-5.994659331,-5.994659449
223232,-5.974341309,-5.974339025,-5.974339615,-5.974339482,-5.974339143
224256,-5.954022918,-5.954020708,-5.954021445,-5.954021194,-5.954020708
225280,-5.933704512,-5.933701802,-5.933702303,-5.933702641,-5.933702494
226304,-5.91338431,-5.913381791,-5.913382395,-5.913382424,-5.913382115
227328,-5.893064254,-5.893061912,-5.893062781,-5.89306256,-5.893062575
228352,-5.872744818,-5.87274249,-5.872743241,-5.872742844,-5.872743006
229376,-5.852427811,-5.852425293,-5.852425911,-5.852425852,-5.852425602
230400,-5.83210811,-5.832106062,-5.832106386,-5.832106106,-5.832105944
231424,-5.811787391,-5.811785049,-5.811785918,-5.811784931,-5.811785182
232448,-5.791469001,-5.791466659,-5.791467174,-5.791466541,-5.791466732
233472,-5.771151464,-5.771149004,-5.771149623,-5.771148945,-5.771149343
234496,-5.750831203,-5.750828875,-5.750829921,-5.75082914,-5.750829361
235520,-5.730511516,-5.730509218,-5.730509733,-5.730509527,-5.730509453
236544,-5.710191357,-5.710189486,-5.710189634,-5.710189604,-5.710189575
237568,-5.689870816,-5.689868724,-5.689869284,-5.689868739,-5.689869136
238592,-5.669551143,-5.669549965,-5.669550186,-5.669550083,-5.669550068
239616,-5.649231265,-5.649229291,-5.649230189,-5.649229821,-5.649229851
240640,-5.628912903,-5.628910753,-5.628911386,-5.628910974,-5.628911047
241664,-5.608594365,-5.608592568,-5.608592833,-5.608592038,-5.608592848
242688,-5.588274281,-5.588272425,-5.588272675,-5.5882721,-5.588272763
243712,-5.567954564,-5.56795234,-5.567952929,-5.567952546,-5.567952885
244736,-5.547635201,-5.54763333,-5.547633463,-5.547632918,-5.547633242
245760,-5.527318961,-5.527317296,-5.527317517,-5.52731684,-5.527317267
246784,-5.506999421,-5.506998213,-5.50699786,-5.506997329,-5.506997757
247808,-5.486678511,-5.48667639,-5.486676596,-5.486676331,-5.486676523
248832,-5.466360003,-5.466357734,-5.466357528,-5.466357572,-5.466358014
249856,-5.446042437,-5.446040389,-5.446040286,-5.446040389,-5.446040448
250880,-5.425722514,-5.42572057,-5.42572054,-5.42572026,-5.425720673
251904,-5.405402282,-5.405400264,-5.405400293,-5.405399822,-5.405400279
252928,-5.385082344,-5.385080415,-5.38508065,-5.385080209,-5.38508068
253952,-5.364761877,-5.36476005,-5.364760094,-5.364759962,-5.364760433
254976,-5.344442352,-5.344440893,-5.344440643,-5.344440613,-5.344440731
256000,-5.324121928,-5.324120543,-5.324120322,-5.324120116,-5.32412072
257024,-5.303803478,-5.303801873,-5.303802094,-5.303801652,-5.303802226
258048,-5.283485367,-5.283483394,-5.283483614,-5.283483497,-5.283483777
259072,-5.263165253,-5.263163471,-5.263163824,-5.263163677,-5.263164001
260096,-5.242845743,-5.242843828,-5.242844122,-5.242844329,-5.242844299
261120,-5.222526262,-5.222524229,-5.222524804,-5.222524863,-5.222525054
262144,-5.202208799,-5.202207385,-5.202207591,-5.202207606,-5.202207827
263168,-5.181889068,-5.181887816,-5.181888464,-5.181887948,-5.181888199
264192,-5.161568615,-5.161566906,-5.161567481,-5.161567304,-5.161567451
265216,-5.141250268,-5.141248677,-5.141249046,-5.141248766,-5.141248987
266240,-5.120932688,-5.120931082,-5.12093201,-5.120931524,-5.120931701
267264,-5.100612839,-5.100611218,-5.100611984,-5.10061166,-5.100611704
268288,-5.08029271,-5.08029106,-5.080291796,-5.080291531,-5.080291634
269312,-5.059972949,-5.059971225,-5.059971653,-5.059971402,-5.059971667
270336,-5.039652466,-5.039650875,-5.039651376,-5.039651082,-5.039651185
271360,-5.019333619,-5.019331925,-5.019332043,-5.019332161,-5.019332249
272384,-4.999013534,-4.999011987,-4.999012017,-4.999012149,-4.999012135
273408,-4.978694642,-4.978693184,-4.97869339,-4.978693538,-4.978693405
274432,-4.958376325,-4.958374867,-4.958374675,-4.958375279,-4.958374705
275456,-4.938056344,-4.938054605,-4.938055018,-4.938055209,-4.93805437
276480,-4.917736288,-4.917734727,-4.917735228,-4.917734963,-4.917734727
277504,-4.897416454,-4.897414745,-4.89741557,-4.897415467,-4.897414892
278528,-4.877099462,-4.877098196,-4.877098638,-4.87709877,-4.877097931
279552,-4.856779643,-4.856778494,-4.856778833,-4.85677898,-4.856778317
280576,-4.836458954,-4.836457628,-4.836457628,-4.836457658,-4.83645726
281600,-4.816140121,-4.816138575,-4.816139252,-4.816139473,-4.816138766
282624,-4.795822806,-4.795821289,-4.79582176,-4.795821937,-4.795821289
283648,-4.775502927,-4.775501233,-4.775501881,-4.77550225,-4.775501278
284672,-4.755182916,-4.75518109,-4.755181546,-4.755181797,-4.755181119
285696,-4.734862935,-4.734861727,-4.734861741,-4.734862154,-4.734861167
286720,-4.71454257,-4.714541332,-4.714541347,-4.714541671,-4.714540714
287744,-4.694223501,-4.694222146,-4.694222338,-4.6942225,-4.694221498
288768,-4.673903284,-4.673901811,-4.673901855,-4.673902106,-4.673901281
289792,-4.653584834,-4.653584039,-4.653583685,-4.653583464,-4.653583229
290816,-4.633266429,-4.633265648,-4.633265015,-4.633265074,-4.633264661
291840,-4.612946373,-4.612945755,-4.612945225,-4.612945254,-4.612944694
292864,-4.59262651,-4.592625714,-4.592625361,-4.592625361,-4.592624713
293888,-4.572306808,-4.572306233,-4.572306219,-4.572305821,-4.572305305
294912,-4.551989036,-4.551987769,-4.551988078,-4.551988049,-4.551987371
295936,-4.531669761,-4.531668303,-4.531668789,-4.531668936,-4.531668406
296960,-4.511348969,-4.511347673,-4.511348012,-4.511348012,-4.511347378
297984,-4.491030564,-4.491028988,-4.491029385,-4.491029312,-4.491028988
299008,-4.470713263,-4.47071176,-4.470712423,-4.470711996,-4.470711657
300032,-4.450393281,-4.450391897,-4.450392324,-4.450392147,-4.45039169
301056,-4.430073255,-4.430071547,-4.430071827,-4.430071679,-4.430071812
302080,-4.409753347,-4.409751565,-4.409752213,-4.409751919,-4.409751786
303104,-4.389433071,-4.389431524,-4.389431598,-4.38943176,-4.389431598
304128,-4.369114047,-4.369112559,-4.369112706,-4.369112647,-4.369112647
305152,-4.348793977,-4.348792401,-4.348792592,-4.348792548,-4.348792681
306176,-4.328475291,-4.328473759,-4.328473907,-4.32847426,-4.328474408
307200,-4.308156532,-4.308154927,-4.308155324,-4.308155192,-4.308155619
308224,-4.287836904,-4.287835284,-4.287835475,-4.287835343,-4.287835549
309248,-4.267517247,-4.267515715,-4.267515567,-4.267515891,-4.267515788
310272,-4.247197397,-4.247195438,-4.247195821,-4.247195689,-4.247195512
311296,-4.226880244,-4.226878579,-4.226878742,-4.226878697,-4.226878594
312320,-4.20656066,-4.206559158,-4.20655929,-4.206559305,-4.206559511
313344,-4.186239574,-4.186237983,-4.186238159,-4.186238012,-4.18623813
314368,-4.165921227,-4.165919194,-4.165919607,-4.165919489,-4.165919666
315392,-4.145603882,-4.1456021,-4.145603042,-4.145602173,-4.145602453
316416,-4.125283797,-4.125281971,-4.125282825,-4.125282398,-4.12528228
317440,-4.104963639,-4.104962166,-4.104962843,-4.104962225,-4.104962136
318464,-4.084643966,-4.084642449,-4.084642714,-4.084642597,-4.084642567
319488,-4.064323705,-4.064322055,-4.064322202,-4.064322247,-4.064322423
320512,-4.044004298,-4.044002633,-4.044003001,-4.04400278,-4.044002972
321536,-4.023684183,-4.023682637,-4.023682784,-4.023682563,-4.023683005
322560,-4.003365748,-4.003363863,-4.003364025,-4.003363878,-4.003364423
323584,-3.983047078,-3.983045546,-3.983045502,-3.983045678,-3.983045723
324608,-3.962727405,-3.962725594,-3.962725756,-3.962725932,-3.962725918
325632,-3.942407571,-3.942405951,-3.942406231,-3.942406304,-3.942406304
326656,-3.922088031,-3.922086529,-3.922086764,-3.922086882,-3.922086632
327680,-3.901771055,-3.901769508,-3.901769876,-3.90176995,-3.901769906
328704,-3.881451515,-3.881450425,-3.881450587,-3.881450675,-3.881450292
329728,-3.861130973,-3.861129972,-3.861130163,-3.861130222,-3.86112981
330752,-3.840812642,-3.840811331,-3.84081161,-3.840811596,-3.840811493
331776,-3.820495193,-3.820493956,-3.82049431,-3.820494398,-3.82049431
332800,-3.800175462,-3.800174387,-3.800174446,-3.80017449,-3.800174284
333824,-3.779855834,-3.779854376,-3.779854729,-3.779854523,-3.77985467
334848,-3.759535646,-3.759533937,-3.759534335,-3.759534335,-3.759534276
335872,-3.739215267,-3.739213396,-3.739214059,-3.739214015,-3.739213882
336896,-3.718896213,-3.718894799,-3.718895049,-3.718894932,-3.718895359
337920,-3.698576585,-3.698575068,-3.698575097,-3.69857523,-3.698575097
338944,-3.678257531,-3.678256161,-3.678256397,-3.678256544,-3.678256471
339968,-3.657938949,-3.657937741,-3.657937638,-3.657938006,-3.657937977
340992,-3.637619011,-3.637617494,-3.637617848,-3.637618157,-3.637617907
342016,-3.617298838,-3.617297586,-3.617298146,-3.617298116,-3.617298146
343040,-3.59697924,-3.596977958,-3.596978223,-3.596978179,-3.596978356
344064,-3.576661939,-3.576660495,-3.576661026,-3.576660878,-3.576661114
345088,-3.556342075,-3.556341147,-3.556341294,-3.556341442,-3.556341338
346112,-3.536021062,-3.536019884,-3.536020208,-3.536020149,-3.536020016
347136,-3.515702686,-3.515701198,-3.515701611,-3.515701626,-3.515701773
348160,-3.49538512,-3.495384148,-3.495384354,-3.495384516,-3.49538456
349184,-3.475065404,-3.475063842,-3.475064358,-3.47506452,-3.475064373
350208,-3.45474554,-3.454744111,-3.454744641,-3.45474445,-3.454744185
351232,-3.43442547,-3.434423997,-3.434424748,-3.434424512,-3.43442438
352256,-3.414105635,-3.414103941,-3.414104354,-3.414104354,-3.414104177
353280,-3.393786376,-3.393784873,-3.393785182,-3.393784976,-3.393785241
354304,-3.373466305,-3.37346498,-3.373465098,-3.373464936,-3.373465083
355328,-3.353147738,-3.353146221,-3.353146589,-3.353146574,-3.353146501
356352,-3.332828463,-3.332827992,-3.332827992,-3.332828286,-3.332827992
357376,-3.31250882,-3.312507878,-3.312508113,-3.312508054,-3.312508275
358400,-3.292189192,-3.29218822,-3.29218875,-3.292188264,-3.292188264
359424,-3.271869623,-3.2718684,-3.271868828,-3.271868783,-3.271868636
360448,-3.251552602,-3.251551262,-3.25155163,-3.251551424,-3.251551453
361472,-3.231232665,-3.231231634,-3.231231958,-3.231231943,-3.231231854
362496,-3.210911077,-3.210910238,-3.210910385,-3.210910473,-3.210910223
363520,-3.190592318,-3.190591773,-3.190591921,-3.190591538,-3.190591655
364544,-3.170274576,-3.170274045,-3.170274207,-3.170274075,-3.170274207
365568,-3.149954815,-3.149954137,-3.149954226,-3.149954447,-3.149954255
366592,-3.129634745,-3.129634244,-3.1296342,-3.129634097,-3.12963417
367616,-3.109314999,-3.10931438,-3.109314542,-3.109314351,-3.109314527
368640,-3.088994943,-3.088994119,-3.088994561,-3.088994354,-3.088994295
369664,-3.068675787,-3.068674785,-3.068675242,-3.068675109,-3.068675256
370688,-3.048355231,-3.048354258,-3.048354951,-3.04835473,-3.048354936
