# INL run# soak = 1# samples_per_meter_per_step = 1# NPLC = 1# Temp = 20dac_counts,3458A_volt,arroyo_temperature
0,-10.40394107,25.861
16384,-10.07883169,25.86
32768,-9.753724807,25.858
49152,-9.428614538,25.857
65536,-9.103507362,25.855
81920,-8.778398565,25.854
98304,-8.453288443,25.853
114688,-8.128181267,25.851
131072,-7.803072765,25.85
147456,-7.477964263,25.849
163840,-7.152855614,25.848
180224,-6.827745639,25.847
196608,-6.502638169,25.846
212992,-6.177528194,25.845
229376,-5.852418956,25.844
245760,-5.527309865,25.843
262144,-5.202202099,25.841
278528,-4.877093008,25.84
294912,-4.551982002,25.839
311296,-4.22687409,25.838
327680,-3.901765293,25.837
344064,-3.576658706,25.836
360448,-3.251549173,25.835
376832,-2.926438757,25.834
393216,-2.601330402,25.833
409600,-2.276222048,25.831
425984,-1.951112957,25.83
442368,-1.626005486,25.829
458752,-1.300895511,25.828
475136,-0.9757874511,25.827
491520,-0.6506776235,25.826
507904,-0.3255685325,25.825
524288,-0.0004603252513,25.824
540672,0.324647882,25.823
557056,0.6497553526,25.822
573440,0.974864591,25.821
589824,1.299973535,25.819
606208,1.625082478,25.818
622592,1.950188623,25.817
638976,2.275299629,25.815
655360,2.600407395,25.814
671744,2.925517664,25.813
688128,3.25062322,25.812
704512,3.575735699,25.811
720896,3.900842728,25.81
737280,4.22595123,25.809
753664,4.551060026,25.808
770048,4.876172358,25.806
786432,5.201281154,25.805
802816,5.526391571,25.804
819200,5.851496832,25.802
835584,6.176609753,25.801
851968,6.501715898,25.8
868352,6.826826315,25.799
884736,7.15193408,25.797
901120,7.477045675,25.797
917504,7.802154324,25.796
933888,8.127263563,25.795
950272,8.452369708,25.794
966656,8.777483218,25.793
983040,9.10259113,25.792
999424,9.427699779,25.791
1015808,9.752808429,25.79
# INL run# soak = 1# samples_per_meter_per_step = 1# NPLC = 1# Temp = 25dac_counts,3458A_volt,arroyo_temperature
0,-10.40394166,25.784
16384,-10.07883184,25.783
32768,-9.753726575,25.782
49152,-9.428615864,25.781
65536,-9.103507804,25.78
81920,-8.778399302,25.779
98304,-8.453291095,25.777
114688,-8.128182151,25.776
131072,-7.803074238,25.775
147456,-7.477965589,25.774
163840,-7.152856645,25.773
180224,-6.827747702,25.772
196608,-6.502638021,25.771
212992,-6.177528488,25.77
229376,-5.852420723,25.769
245760,-5.527312811,25.767
262144,-5.20220372,25.767
278528,-4.877093303,25.766
294912,-4.551983917,25.765
311296,-4.226876299,25.763
327680,-3.901767355,25.762
344064,-3.576657675,25.761
360448,-3.251550204,25.76
376832,-2.92643964,25.759
393216,-2.601331286,25.758
409600,-2.276222931,25.757
425984,-1.951113693,25.756
442368,-1.626006222,25.755
458752,-1.300895216,25.753
475136,-0.9757877457,25.752
491520,-0.6506779181,25.751
507904,-0.3255685325,25.75
524288,-0.0004607671636,25.749
540672,0.3246472927,25.748
557056,0.6497529958,25.747
573440,0.9748641491,25.746
589824,1.29997324,25.745
606208,1.625082773,25.744
622592,1.950189949,25.743
638976,2.275299777,25.742
655360,2.600407984,25.741
671744,2.925518695,25.74
688128,3.250623367,25.739
704512,3.575734815,25.739
720896,3.900844053,25.738
737280,4.225952408,25.737
753664,4.551059584,25.736
770048,4.876172652,25.735
786432,5.201280565,25.734
802816,5.526390245,25.733
