meter,NPLC,reading
3458B,1,-8.796211331E-07
3458A,1,-5.891904568E-07
3458B,1,-5.864140888E-07
3458A,1, 2.945952284E-07
3458B,1,-1.026224655E-06
3458A,1, 4.418928426E-07
3458B,1,-4.398105666E-07
3458A,1,-1.472976142E-07
3458B,1,-1.172828178E-06
3458A,1,-8.837856852E-07
3458B,1,-5.864140888E-07
3458A,1, 1.472976142E-07
3458B,1,-1.466035222E-06
3458A,1,-5.891904568E-07
3458B,1,-1.026224655E-06
3458A,1, 2.945952284E-07
3458B,1,-5.864140888E-07
3458A,1,-4.418928426E-07
3458B,1,-2.932070444E-07
3458A,1, 1.472976142E-07
3458B,1,-7.330176110E-07
3458A,1, 2.945952284E-07
3458B,1,-7.330176110E-07
3458A,1,-1.031083299E-06
3458B,1,-1.319431700E-06
3458A,1, 2.945952284E-07
3458B,1,-1.905845788E-06
3458A,1, 2.945952284E-07
3458B,1,-1.026224655E-06
3458A,1, 7.364880710E-07
3458B,1,-1.466035222E-07
3458A,1,-1.031083299E-06
3458B,1,-7.330176110E-07
3458A,1, 2.945952284E-07
3458B,1,-5.864140888E-07
3458A,1,-8.837856852E-07
3458B,1,-5.864140888E-07
3458A,1, 1.472976142E-07
3458B,1,-2.932070444E-07
3458A,1,-5.891904568E-07
3458B,1,-7.330176110E-07
3458A,1,-2.945952284E-07
3458B,1,-5.864140888E-07
3458A,1, 4.418928426E-07
3458B,1,-7.330176110E-07
3458A,1,-5.891904568E-07
3458B,1,-1.319431700E-06
3458A,1, 1.472976142E-07
3458B,1,-2.932070444E-07
3458A,1,-1.031083299E-06
3458B,1,-1.466035222E-07
3458A,1, 2.945952284E-07
3458B,1,-5.864140888E-07
3458A,1,-1.031083299E-06
3458B,1,-7.330176110E-07
3458A,1, 4.418928426E-07
3458B,1,-1.319431700E-06
3458A,1, 1.178380914E-06
3458B,1,-7.330176110E-07
3458A,1, 7.364880710E-07
3458B,1,-1.172828178E-06
3458A,1, 4.418928426E-07
3458B,1,-7.330176110E-07
3458A,1, 2.945952284E-07
3458B,1,-1.466035222E-07
3458A,1, 5.891904568E-07
3458B,1,-1.026224655E-06
3458A,1,-2.945952284E-07
3458B,1,-1.026224655E-06
3458A,1,-7.364880710E-07
3458B,1,-7.330176110E-07
3458A,1, 0.000000000E-01
3458B,1,-1.172828178E-06
3458A,1, 0.000000000E-01
3458B,1,-7.330176110E-07
3458A,1,-1.472976142E-07
3458B,1,-1.319431700E-06
3458A,1, 7.364880710E-07
3458B,1,-1.759242266E-06
3458A,1,-2.209464213E-06
3458B,1,-1.466035222E-07
3458A,1,-8.837856852E-07
3458B,1, 1.026224655E-06
3458A,1, 5.891904568E-07
3458B,1,-8.796211331E-07
3458A,1, 1.472976142E-07
3458B,1, 0.000000000E-01
3458A,1,-2.945952284E-07
3458B,1,-7.330176110E-07
3458A,1,-4.418928426E-07
3458B,1,-2.932070444E-07
3458A,1, 1.031083299E-06
3458B,1, 2.932070444E-07
3458A,1,-4.418928426E-07
3458B,1, 1.466035222E-07
3458A,1,-4.418928426E-07
3458B,1,-7.330176110E-07
3458A,1, 7.364880710E-07
3458B,1,-2.932070444E-07
3458A,1, 4.418928426E-07
3458B,1,-1.319431700E-06
3458A,1, 4.418928426E-07
3458B,1,-2.932070444E-07
3458A,1,-1.472976142E-07
3458B,1, 4.398105666E-07
3458A,1, 4.418928426E-07
3458B,1,-2.199052833E-06
3458A,1,-5.891904568E-07
3458B,1,-1.319431700E-06
3458A,1, 1.472976142E-07
3458B,1, 4.398105666E-07
3458A,1,-1.472976142E-07
3458B,1,-1.026224655E-06
3458A,1,-4.418928426E-07
3458B,1,-1.466035222E-07
3458A,1, 5.891904568E-07
3458B,1,-2.932070444E-07
3458A,1, 0.000000000E-01
3458B,1,-1.612638744E-06
3458A,1,-1.031083299E-06
3458B,1,-1.466035222E-06
3458A,1, 1.031083299E-06
3458B,1,-1.466035222E-07
3458A,1, 5.891904568E-07
3458B,1,-1.466035222E-07
3458A,1, 2.945952284E-07
3458B,1,-4.398105666E-07
3458A,1, 1.031083299E-06
3458B,1, 2.932070444E-07
3458A,1,-2.945952284E-07
3458B,1,-2.932070444E-07
3458A,1, 0.000000000E-01
3458B,1,-1.319431700E-06
3458A,1, 1.472976142E-07
3458B,1, 1.466035222E-07
3458A,1, 1.325678528E-06
3458B,1,-7.330176110E-07
3458A,1,-2.945952284E-07
3458B,1,-8.796211331E-07
3458A,1,-7.364880710E-07
3458B,1,-5.864140888E-07
3458A,1,-1.472976142E-07
3458B,1, 0.000000000E-01
3458A,1,-2.945952284E-07
3458B,1,-1.172828178E-06
3458A,1, 1.472976142E-07
3458B,1, 1.466035222E-07
3458A,1, 2.945952284E-07
3458B,1,-7.330176110E-07
3458A,1, 4.418928426E-07
3458B,1, 1.466035222E-07
3458A,1, 5.891904568E-07
3458B,1,-2.345656355E-06
3458A,1, 2.945952284E-07
3458B,1,-7.330176110E-07
3458A,1, 2.945952284E-07
3458B,1,-7.330176110E-07
3458A,1, 7.364880710E-07
3458B,1, 1.466035222E-07
3458A,1, 7.364880710E-07
3458B,1,-1.466035222E-07
3458A,1, 4.418928426E-07
3458B,1,-1.612638744E-06
3458A,1,-2.945952284E-07
3458B,1,-2.932070444E-07
3458A,1,-8.837856852E-07
3458B,1,-7.330176110E-07
3458A,1, 0.000000000E-01
3458B,1, 1.466035222E-07
3458A,1, 5.891904568E-07
3458B,1,-2.932070444E-07
3458A,1, 1.472976142E-07
3458B,1,-1.172828178E-06
3458A,1, 2.945952284E-07
3458B,1,-8.796211331E-07
3458A,1,-4.418928426E-07
3458B,1,-5.864140888E-07
3458A,1,-2.945952284E-07
3458B,1,-8.796211331E-07
3458A,1, 5.891904568E-07
3458B,1,-1.759242266E-06
3458A,1, 2.945952284E-07
3458B,1,-5.864140888E-07
3458A,1,-8.837856852E-07
3458B,1, 0.000000000E-01
3458A,1,-2.945952284E-07
3458B,1, 5.864140888E-07
3458A,1,-1.472976142E-07
3458B,1, 0.000000000E-01
3458A,1,-1.472976142E-07
3458B,1, 0.000000000E-01
3458A,1, 2.945952284E-07
3458B,1,-1.466035222E-07
3458A,1,-8.837856852E-07
3458B,1,-8.796211331E-07
3458A,1, 5.891904568E-07
3458B,1,-1.466035222E-07
3458A,1,-7.364880710E-07
3458B,1,-7.330176110E-07
3458A,1, 1.472976142E-07
3458B,1,-7.330176110E-07
3458A,1, 1.472976142E-07
3458B,1,-1.466035222E-07
3458A,1,-1.178380914E-06
3458B,1,-2.345656355E-06
3458A,1,-5.891904568E-07
3458B,1,-1.319431700E-06
3458A,1, 4.418928426E-07
3458B,1,-4.398105666E-07
3458A,1, 0.000000000E-01
3458B,1,-8.796211331E-07
3458A,1, 1.325678528E-06
3458B,1,-1.026224655E-06
3458A,1,-1.178380914E-06
3458B,1,-1.905845788E-06
3458A,1,-1.031083299E-06
3458B,1,-1.466035222E-06
3458A,1, 7.364880710E-07
3458B,1,-8.796211331E-07
3458A,1, 1.178380914E-06
3458B,1,-1.172828178E-06
3458A,1, 5.891904568E-07
3458B,1,-8.796211331E-07
3458A,1, 8.837856852E-07
3458B,1,-1.319431700E-06
3458A,1,-1.472976142E-07
3458B,1,-7.330176110E-07
3458A,1,-5.891904568E-07
3458B,1, 1.466035222E-07
3458A,1, 2.945952284E-07
3458B,1,-1.319431700E-06
3458A,1,-4.418928426E-07
3458B,1,-1.466035222E-07
3458A,1, 1.178380914E-06
3458B,1,-1.905845788E-06
3458A,1,-1.178380914E-06
3458B,1, 4.398105666E-07
3458A,1, 5.891904568E-07
3458B,1,-1.319431700E-06
3458A,1, 1.767571370E-06
3458B,1, 1.466035222E-07
3458A,1,-4.418928426E-07
3458B,1, 2.932070444E-07
3458A,1,-1.472976142E-07
3458B,1, 0.000000000E-01
3458A,1,-2.945952284E-07
3458B,1, 1.466035222E-07
3458A,1,-1.472976142E-07
3458B,1, 0.000000000E-01
3458A,1,-7.364880710E-07
3458B,1,-7.330176110E-07
3458A,1,-1.472976142E-07
3458B,1,-7.330176110E-07
3458A,1, 4.418928426E-07
3458B,1,-1.172828178E-06
3458A,1,-8.837856852E-07
3458B,1, 0.000000000E-01
3458A,1, 1.620273756E-06
3458B,1,-2.932070444E-07
3458A,1,-1.472976142E-07
3458B,1,-1.026224655E-06
3458A,1,-2.945952284E-07
3458B,1,-7.330176110E-07
3458A,1, 5.891904568E-07
3458B,1, 4.398105666E-07
3458A,1, 7.364880710E-07
3458B,1,-5.864140888E-07
3458A,1,-5.891904568E-07
3458B,1,-2.932070444E-07
3458A,1,-4.418928426E-07
3458B,1,-7.330176110E-07
3458A,1,-1.178380914E-06
3458B,1,-1.905845788E-06
3458A,1,-1.472976142E-07
3458B,1,-1.466035222E-07
3458A,1, 4.418928426E-07
3458B,1,-4.398105666E-07
3458A,1, 8.837856852E-07
3458B,1,-7.330176110E-07
3458A,1, 2.945952284E-07
3458B,1,-1.172828178E-06
3458A,1, 1.472976142E-07
3458B,1,-4.398105666E-07
3458A,1, 7.364880710E-07
3458B,1,-7.330176110E-07
3458A,1,-2.945952284E-07
3458B,1, 2.932070444E-07
3458A,1, 0.000000000E-01
3458B,1,-7.330176110E-07
3458A,1,-1.178380914E-06
3458B,1,-7.330176110E-07
3458A,1, 2.945952284E-07
3458B,1,-1.466035222E-07
3458A,1, 4.418928426E-07
3458B,1,-1.026224655E-06
3458A,1,-1.472976142E-07
3458B,1,-1.466035222E-07
3458A,1,-1.472976142E-06
3458B,1,-7.330176110E-07
3458A,1,-2.945952284E-07
3458B,1,-5.864140888E-07
3458A,1,-4.418928426E-07
3458B,1,-4.398105666E-07
3458A,1, 1.472976142E-07
3458B,1, 4.398105666E-07
3458A,1,-1.472976142E-07
3458B,1,-1.172828178E-06
3458A,1, 1.472976142E-07
3458B,1,-7.330176110E-07
3458A,1, 0.000000000E-01
3458B,1,-4.398105666E-07
3458A,1,-2.945952284E-07
3458B,1,-1.466035222E-06
3458A,1, 8.837856852E-07
3458B,1,-1.172828178E-06
3458A,1, 1.472976142E-07
3458B,1,-1.612638744E-06
3458A,1,-2.945952284E-07
3458B,1,-1.026224655E-06
3458A,1, 8.837856852E-07
3458B,1,-1.466035222E-07
3458A,1, 0.000000000E-01
3458B,1,-1.319431700E-06
3458A,1, 2.945952284E-07
3458B,1,-1.466035222E-07
3458A,1, 1.472976142E-07
3458B,1,-1.612638744E-06
3458A,1, 1.472976142E-07
3458B,1,-5.864140888E-07
3458A,1, 4.418928426E-07
3458B,1,-5.864140888E-07
3458A,1, 1.472976142E-07
3458B,1,-2.932070444E-07
3458A,1, 2.945952284E-07
3458B,1, 2.932070444E-07
3458A,1, 7.364880710E-07
3458B,1, 0.000000000E-01
3458A,1, 2.945952284E-07
3458B,1,-1.172828178E-06
3458A,1, 2.945952284E-07
3458B,1,-1.905845788E-06
3458A,1, 5.891904568E-07
3458B,1,-7.330176110E-07
3458A,1, 1.178380914E-06
3458B,1,-7.330176110E-07
3458A,1, 2.945952284E-07
3458B,1,-1.466035222E-06
3458A,1, 2.945952284E-07
3458B,1,-4.398105666E-07
3458A,1, 1.472976142E-07
3458B,1,-2.932070444E-07
3458A,1, 4.418928426E-07
3458B,1,-1.466035222E-07
3458A,1, 2.945952284E-07
3458B,1,-8.796211331E-07
3458A,1,-1.031083299E-06
3458B,1,-1.466035222E-07
3458A,1, 4.418928426E-07
3458B,1,-7.330176110E-07
3458A,1, 7.364880710E-07
3458B,1,-7.330176110E-07
3458A,1, 1.178380914E-06
3458B,1,-4.398105666E-07
3458A,10,-1.914866529E-07
3458B,10,-1.407393441E-06
3458A,10, 5.891897012E-08
3458B,10,-4.837914953E-07
3458A,10,-2.798651081E-07
3458B,10,-6.743760237E-07
3458A,10,-2.356758805E-07
3458B,10,-2.638862702E-07
3458A,10,-1.031081977E-07
3458B,10,-5.717535853E-07
3458A,10,-2.651353655E-07
3458B,10,-8.796209005E-07
3458A,10, 2.062163954E-07
3458B,10,-1.260789957E-06
3458A,10,-2.504056230E-07
3458B,10,-3.665087085E-07
3458A,10, 2.798651081E-07
3458B,10,-1.172827867E-07
3458A,10,-1.178379402E-07
3458B,10,-2.492259218E-07
3458A,10, 1.178379402E-07
3458B,10,-5.277725403E-07
3458A,10,-3.829733058E-07
3458B,10,-4.837914953E-07
3458A,10, 1.472974253E-07
3458B,10,-1.128846822E-06
3458A,10,-4.418922759E-08
3458B,10,-1.246129609E-06
3458A,10, 8.837845518E-08
3458B,10,-3.665087085E-07
3458A,10, 2.504056230E-07
3458B,10,-3.665087085E-07
3458A,10,-2.062163954E-07
3458B,10,-7.330174171E-07
3458A,10,-4.566220184E-07
3458B,10,-1.055545081E-06
3458A,10, 2.945948506E-07
3458B,10,-3.665087085E-07
3458A,10, 1.178379402E-07
3458B,10,-8.063191588E-07
3458A,10,-1.620271678E-07
3458B,10,-6.890363721E-07
3458A,10,-4.271625334E-07
3458B,10, 5.864139337E-08
3458A,10,-1.914866529E-07
3458B,10,-4.544707986E-07
3458A,10, 1.178379402E-07
3458B,10,-1.143507171E-06
3458A,10,-1.767569104E-07
3458B,10,-1.319431351E-07
3458A,10,-1.767569104E-07
3458B,10, 7.330174171E-08
3458A,10,-1.031081977E-07
3458B,10,-5.424328886E-07
3458A,10, 3.682435633E-07
3458B,10, 2.199052251E-07
3458A,10, 4.124327909E-07
3458B,10,-6.157346304E-07
3458A,10,-2.504056230E-07
3458B,10, 2.052448768E-07
3458A,10, 1.767569104E-07
3458B,10,-4.251501019E-07
3458A,10,-6.039194437E-07
3458B,10, 4.398104503E-08
3458A,10, 6.333789288E-07
3458B,10,-4.544707986E-07
3458A,10, 1.325676828E-07
3458B,10,-4.691311469E-07
3458A,10,-5.891897012E-07
3458B,10,-4.398104503E-07
3458A,10,-1.472974253E-07
3458B,10,-8.649605522E-07
3458A,10, 4.418922759E-08
3458B,10,-4.837914953E-07
3458A,10, 3.093245931E-07
3458B,10,-2.785466185E-07
3458A,10, 2.504056230E-07
3458B,10,-3.665087085E-07
3458A,10, 8.837845518E-08
3458B,10,-1.084865777E-06
3458A,10, 6.333789288E-07
3458B,10,-5.717535853E-07
3458A,10, 1.325676828E-07
3458B,10,-9.382622939E-07
3458A,10, 2.945948506E-07
3458B,10,-9.089415972E-07
3458A,10,-2.945948506E-08
3458B,10,-1.905845284E-07
3458A,10,-2.945948506E-07
3458B,10,-2.932069668E-07
3458A,10, 5.155409886E-07
3458B,10,-1.466034834E-07
3458A,10,-1.767569104E-07
3458B,10,-7.183570687E-07
3458A,10, 3.240543357E-07
3458B,10,-4.398104503E-08
3458A,10, 4.418922759E-08
3458B,10,-9.382622939E-07
3458A,10, 3.093245931E-07
3458B,10,-1.378072744E-06
3458A,10, 8.837845518E-08
3458B,10,-1.231469261E-06
3458A,10,-1.914866529E-07
3458B,10,-1.026224384E-07
3458A,10, 2.504056230E-07
3458B,10,-7.769984621E-07
3458A,10, 1.031081977E-07
3458B,10,-9.675829906E-07
3458A,10,-2.356758805E-07
3458B,10,-5.424328886E-07
3458A,10, 2.798651081E-07
3458B,10,-1.319431351E-07
3458A,10,-7.070276415E-07
3458B,10,-1.099526126E-06
3458A,10, 5.302707311E-07
3458B,10,-1.319431351E-07
3458A,10, 1.914866529E-07
3458B,10,-4.251501019E-07
3458A,10,-8.837845518E-08
3458B,10,-4.251501019E-07
3458A,10,-1.914866529E-07
3458B,10,-3.518483602E-07
3458A,10, 1.178379402E-07
3458B,10,-9.969036872E-07
3458A,10, 4.860815035E-07
3458B,10,-2.199052251E-07
3458A,10, 4.271625334E-07
3458B,10,-6.303949787E-07
3458A,10, 3.977030483E-07
3458B,10,-3.665087085E-07
3458A,10, 4.418922759E-08
3458B,10,-4.544707986E-07
3458A,10,-2.504056230E-07
3458B,10,-3.078673152E-07
3458A,10,-1.914866529E-07
3458B,10,-1.143507171E-06
3458A,10, 1.620271678E-07
3458B,10,-8.649605522E-07
3458A,10, 8.837845518E-08
3458B,10,-2.932069668E-07
3458A,10,-4.271625334E-07
3458B,10,-5.864139337E-07
3458A,10, 3.093245931E-07
3458B,10,-6.597156754E-07
3458A,10, 4.566220184E-07
3458B,10,-6.890363721E-07
3458A,10, 5.450004736E-07
3458B,10,-4.251501019E-07
3458A,10, 2.798651081E-07
3458B,10,-7.769984621E-07
3458A,10, 1.325676828E-07
3458B,10,-9.529226422E-07
3458A,10, 4.418922759E-08
3458B,10, 1.466034834E-08
3458A,10,-4.418922759E-07
3458B,10,-8.356398555E-07
3458A,10,-3.977030483E-07
3458B,10,-5.424328886E-07
3458A,10,-8.837845518E-08
3458B,10,-7.330174171E-08
3458A,10,-6.039194437E-07
3458B,10,-2.199052251E-07
3458A,10, 2.356758805E-07
3458B,10,-6.597156754E-07
3458A,10, 2.504056230E-07
3458B,10,-7.330174171E-08
3458A,10,-2.062163954E-07
3458B,10,-1.304771002E-06
3458A,10,-2.945948506E-07
3458B,10,-1.466034834E-08
3458A,10, 5.155409886E-07
3458B,10,-3.078673152E-07
3458A,10, 2.945948506E-08
3458B,10,-5.277725403E-07
3458A,10,-7.364871265E-08
3458B,10,-6.010742820E-07
3458A,10, 1.472974253E-07
3458B,10,-6.890363721E-07
3458A,10, 2.062163954E-07
3458B,10,-5.277725403E-07
3458A,10,-8.837845518E-08
3458B,10,-1.026224384E-06
3458A,10, 3.829733058E-07
3458B,10, 8.796209005E-08
3458A,10, 5.891897012E-08
3458B,10,-4.691311469E-07
3458A,10,-2.209461380E-07
3458B,10,-7.183570687E-07
3458A,10, 5.891897012E-08
3458B,10,-4.837914953E-07
3458A,10, 5.891897012E-08
3458B,10,-3.078673152E-07
3458A,10, 2.504056230E-07
3458B,10,-1.759241801E-07
3458A,10, 0.000000000E-01
3458B,10,-3.078673152E-07
3458A,10,-2.945948506E-08
3458B,10, 3.958294052E-07
3458A,10,-1.472974253E-08
3458B,10,-8.649605522E-07
3458A,10,-1.472974253E-08
3458B,10,-1.466034834E-07
3458A,10,-2.945948506E-08
3458B,10,-1.011564036E-06
3458A,10, 2.945948506E-08
3458B,10,-7.183570687E-07
3458A,10,-7.364871265E-08
3458B,10,-3.078673152E-07
3458A,10, 3.535138207E-07
3458B,10,-1.905845284E-07
3458A,10,-3.240543357E-07
3458B,10,-3.665087085E-07
3458A,10, 8.837845518E-08
3458B,10,-4.251501019E-07
3458A,10,-2.209461380E-07
3458B,10,-5.570932370E-07
3458A,10,-1.325676828E-07
3458B,10,-3.665087085E-07
3458A,10, 5.891897012E-08
3458B,10,-1.260789957E-06
3458A,10, 1.472974253E-08
3458B,10,-3.811690569E-07
3458A,10,-1.178379402E-07
3458B,10,-1.319431351E-07
3458A,10, 4.566220184E-07
3458B,10,-4.398104503E-07
3458A,10,-1.472974253E-08
3458B,10,-3.665087085E-07
3458A,10, 1.031081977E-07
3458B,10,-6.597156754E-07
3458A,10,-1.325676828E-07
3458B,10,-9.382622939E-07
3458A,10, 3.977030483E-07
3458B,10, 3.225276635E-07
3458A,10,-8.837845518E-08
3458B,10,-1.392733092E-06
3458A,10, 1.620271678E-07
3458B,10,-4.251501019E-07
3458A,10,-1.031081977E-07
3458B,10,-5.570932370E-07
3458A,10, 1.472974253E-07
3458B,10,-2.492259218E-07
3458A,10,-2.209461380E-07
3458B,10,-1.216808912E-06
3458A,10,-1.031081977E-07
3458B,10,-3.371880119E-07
3458A,10,-2.356758805E-07
3458B,10,-2.492259218E-07
3458A,10, 1.472974253E-08
3458B,10,-5.570932370E-07
3458A,10, 2.945948506E-08
3458B,10,-9.236019455E-07
3458A,10, 3.535138207E-07
3458B,10, 6.157346304E-07
3458A,10,-7.364871265E-08
3458B,10,-5.424328886E-07
3458A,10,-1.178379402E-07
3458B,10,-3.518483602E-07
3458A,10,-2.651353655E-07
3458B,10,-3.811690569E-07
3458A,10,-4.713517610E-07
3458B,10,-1.084865777E-06
3458A,10, 4.418922759E-08
3458B,10,-7.916588105E-07
3458A,10,-1.178379402E-07
3458B,10,-4.984518436E-07
3458A,10,-4.418922759E-07
3458B,10,-2.932069668E-07
3458A,10,-3.387840782E-07
3458B,10,-4.691311469E-07
3458A,10,-8.837845518E-08
3458B,10,-6.010742820E-07
3458A,10,-1.325676828E-07
3458B,10,-1.319431351E-07
3458A,10,-2.798651081E-07
3458B,10,-3.665087085E-07
3458A,10,-1.472974253E-08
3458B,10, 2.052448768E-07
3458A,10,-1.472974253E-08
3458B,10,-2.345655735E-07
3458A,10, 2.356758805E-07
3458B,10,-6.303949787E-07
3458A,10,-2.062163954E-07
3458B,10,-3.225276635E-07
3458A,10, 2.356758805E-07
3458B,10,-5.424328886E-07
3458A,10,-1.914866529E-07
3458B,10,-5.131121920E-07
3458A,10,-4.418922759E-08
3458B,10,-4.398104503E-07
3458A,10,-5.891897012E-07
3458B,10, 3.371880119E-07
3458A,10,-5.891897012E-08
3458B,10,-4.251501019E-07
3458A,10, 1.767569104E-07
3458B,10,-9.529226422E-07
3458A,10,-1.472974253E-07
3458B,10,-1.084865777E-06
3458A,10,-1.767569104E-07
3458B,10,-2.932069668E-07
3458A,10, 2.062163954E-07
3458B,10,-4.398104503E-07
3458A,10, 3.829733058E-07
3458B,10,-8.356398555E-07
3458A,10, 1.620271678E-07
3458B,10, 4.398104503E-08
3458A,10,-6.922978989E-07
3458B,10,-8.063191588E-07
3458A,10,-4.566220184E-07
3458B,10,-8.649605522E-07
3458A,10, 7.364871265E-08
3458B,10,-1.759241801E-07
3458A,10, 3.387840782E-07
3458B,10,-7.769984621E-07
3458A,10,-1.914866529E-07
3458B,10,-2.638862702E-07
3458A,10,-4.124327909E-07
3458B,10,-5.717535853E-07
3458A,10,-2.062163954E-07
3458B,10,-3.078673152E-07
3458A,10,-2.504056230E-07
3458B,10,-4.691311469E-07
3458A,10,-4.713517610E-07
3458B,10,-4.691311469E-07
3458A,10, 1.914866529E-07
3458B,10,-3.958294052E-07
3458A,10,-4.418922759E-08
3458B,10,-4.251501019E-07
3458A,10, 8.837845518E-08
3458B,10,-6.890363721E-07
3458A,10, 1.914866529E-07
3458B,10,-3.811690569E-07
3458A,10, 1.472974253E-08
3458B,10,-5.717535853E-07
3458A,10, 1.620271678E-07
3458B,10,-1.026224384E-07
3458A,10,-3.977030483E-07
3458B,10,-4.104897536E-07
3458A,10, 2.062163954E-07
3458B,10,-1.114186474E-06
3458A,10,-4.418922759E-08
3458B,10,-8.209795071E-07
3458A,10, 2.798651081E-07
3458B,10,-1.319431351E-07
3458A,10,-2.356758805E-07
3458B,10,-5.570932370E-07
3458A,10, 4.418922759E-08
3458B,10,-7.183570687E-07
3458A,10,-2.651353655E-07
3458B,10,-1.070205429E-06
3458A,10, 5.450004736E-07
3458B,10,-5.864139337E-07
3458A,10, 1.031081977E-07
3458B,10,-5.424328886E-07
3458A,10, 8.837845518E-08
3458B,10,-3.078673152E-07
3458A,10,-5.744599587E-07
3458B,10,-2.932069668E-07
3458A,10, 4.418922759E-08
3458B,10,-4.104897536E-07
3458A,10, 0.000000000E-01
3458B,10,-9.969036872E-07
3458A,10, 1.914866529E-07
3458B,10,-8.649605522E-07
3458A,10, 2.356758805E-07
3458B,10,-3.811690569E-07
3458A,10,-1.178379402E-07
3458B,10,-4.837914953E-07
3458A,10,-1.031081977E-07
3458B,10,-2.492259218E-07
3458A,10, 1.325676828E-07
3458B,10,-7.330174171E-07
3458A,10,-3.535138207E-07
3458B,10,-6.010742820E-07
3458A,10,-4.418922759E-08
3458B,10,-1.026224384E-07
3458A,10, 1.914866529E-07
3458B,10,-5.864139337E-07
3458A,10, 4.418922759E-08
3458B,10,-1.905845284E-07
3458A,10,-5.891897012E-08
3458B,10,-3.811690569E-07
3458A,10,-1.031081977E-07
3458B,10,-7.330174171E-08
3458A,10, 1.914866529E-07
3458B,10,-4.837914953E-07
3458A,10, 3.240543357E-07
3458B,10,-4.691311469E-07
3458A,10,-2.062163954E-07
3458B,10,-4.837914953E-07
3458A,10,-4.713517610E-07
3458B,10,-4.984518436E-07
3458A,10, 1.325676828E-07
3458B,10,-1.466034834E-07
3458A,10, 4.418922759E-08
3458B,10,-2.492259218E-07
3458A,10,-3.535138207E-07
3458B,10,-3.371880119E-07
3458A,10,-3.682435633E-07
3458B,10,-3.518483602E-07
3458A,10, 3.387840782E-07
3458B,10,-3.518483602E-07
3458A,10,-2.062163954E-07
3458B,10, 0.000000000E-01
3458A,10,-1.767569104E-07
3458B,10,-5.717535853E-07
3458A,10, 2.504056230E-07
3458B,10,-7.623381138E-07
3458A,10,-3.829733058E-07
3458B,10,-9.382622939E-07
3458A,10, 2.062163954E-07
3458B,10,-4.691311469E-07
3458A,10, 1.325676828E-07
3458B,10,-1.026224384E-07
3458A,10,-1.620271678E-07
3458B,10,-1.026224384E-07
3458A,10,-1.914866529E-07
3458B,10,-9.236019455E-07
3458A,10,-1.178379402E-07
3458B,10,-4.691311469E-07
3458A,10,-8.837845518E-08
3458B,10,-3.078673152E-07
3458A,10, 4.271625334E-07
3458B,10,-5.277725403E-07
3458A,10, 2.798651081E-07
3458B,10,-2.052448768E-07
3458A,10, 1.620271678E-07
3458B,10,-3.518483602E-07
3458A,10, 7.364871265E-08
3458B,10,-7.183570687E-07
3458A,10, 2.945948506E-08
3458B,10,-3.958294052E-07
3458A,10, 2.945948506E-08
3458B,10,-6.010742820E-07
3458A,10, 1.914866529E-07
3458B,10,-2.052448768E-07
3458A,10,-1.178379402E-07
3458B,10,-4.984518436E-07
3458A,10, 2.651353655E-07
3458B,10,-2.052448768E-07
3458A,10,-4.418922759E-08
3458B,10,-6.597156754E-07
3458A,10, 1.325676828E-07
3458B,10,-6.303949787E-07
3458A,10,-2.945948506E-08
3458B,10,-3.665087085E-07
3458A,10,-6.039194437E-07
3458B,10,-9.529226422E-07
3458A,10,-1.472974253E-08
3458B,10,-6.010742820E-07
3458A,10, 1.178379402E-07
3458B,10,-2.932069668E-07
3458A,10, 2.651353655E-07
3458B,10,-9.089415972E-07
3458A,10, 1.325676828E-07
3458B,10,-9.822433389E-07
3458A,10,-7.364871265E-08
3458B,10,-8.503002038E-07
3458A,10,-4.418922759E-08
3458B,10,-4.104897536E-07
3458A,10, 1.178379402E-07
3458B,10,-4.837914953E-07
3458A,10, 2.356758805E-07
3458B,10,-6.010742820E-07
3458A,10,-5.744599587E-07
3458B,10,-2.199052251E-07
3458A,10,-1.620271678E-07
3458B,10,-1.187488216E-06
3458A,10,-8.837845518E-08
3458B,10,-1.158167519E-06
3458A,10,-3.240543357E-07
3458B,10,-7.330174171E-07
