vref,hpm1_counts,hpm2_counts
-3.5,1629927972.6789,1629401040.0792
-3.5,1629927961.5933,1629401056.8469
-3.5,1629927969.3254,1629401072.7026
-3.5,1629927974.6156,1629401059.7851
-3.5,1629927993.5674,1629401105.6315
-3.5,1629927989.5522,1629401069.9124
-3.5,1629928014.0215,1629401111.2121
-3.5,1629928007.9239,1629401078.5067
-3.5,1629927977.5157,1629401017.808
-3.5,1629928009.4858,1629401036.8427
-3.5,1629928006.2881,1629401043.2677
-3.0,1703859414.9366,1703405141.7228
-3.0,1703859476.8087,1703405191.1415
-3.0,1703859476.5856,1703405205.6267
-3.0,1703859486.6465,1703405188.4368
-3.0,1703859513.4055,1703405203.3131
-3.0,1703859506.8726,1703405211.0218
-3.0,1703859539.3123,1703405243.489
-3.0,1703859507.234,1703405232.6605
-3.0,1703859485.3353,1703405214.1673
-3.0,1703859461.5023,1703405242.1074
-3.0,1703859497.8627,1703405232.3567
-3.0,1703859457.7498,1703405235.8693
-3.0,1703859502.3823,1703405235.9988
-3.0,1703859490.4625,1703405215.2415
-3.0,1703859492.3349,1703405208.4387
-3.0,1703859484.4227,1703405196.9635
-3.0,1703859495.6308,1703405195.3996
-3.0,1703859484.1088,1703405213.2019
-3.0,1703859507.1527,1703405208.8634
-3.0,1703859468.0353,1703405231.591
-3.0,1703859490.5864,1703405218.9556
-3.0,1703859484.8675,1703405207.0368
-3.0,1703859484.2315,1703405217.9896
-3.0,1703859496.5948,1703405207.3362
-3.0,1703859475.5355,1703405216.4005
-3.0,1703859490.0042,1703405195.6242
-3.0,1703859460.4409,1703405236.3374
-3.0,1703859468.9786,1703405207.9335
-3.0,1703859450.3969,1703405209.9569
-3.0,1703859524.2317,1703405246.3575
-3.0,1703859478.6132,1703405229.8491
-3.0,1703859484.5883,1703405227.3208
-3.0,1703859492.2286,1703405217.8213
-3.0,1703859468.94,1703405206.604
-3.0,1703859469.2129,1703405226.1475
-3.0,1703859485.2319,1703405249.6339
-3.0,1703859459.6386,1703405207.0976
-3.0,1703859532.2322,1703405248.6984
-3.0,1703859490.9723,1703405195.3685
-3.0,1703859433.4539,1703405218.9623
-3.0,1703859442.8324,1703405177.7177
-3.0,1703859451.8393,1703405194.0468
-3.0,1703859482.2002,1703405236.6404
-3.0,1703859470.4229,1703405202.2483
-3.0,1703859514.5932,1703405255.9766
-3.0,1703859518.953,1703405191.152
-3.0,1703859493.4888,1703405200.074
-3.0,1703859494.4456,1703405228.5788
-3.0,1703859520.3811,1703405225.6108
-3.0,1703859518.4495,1703405208.4456
-3.0,1703859436.6166,1703405223.4513
-3.0,1703859487.4833,1703405222.0196
-3.0,1703859473.136,1703405197.3761
-3.0,1703859485.0623,1703405225.5511
-3.0,1703859487.7386,1703405207.9527
-3.0,1703859475.5254,1703405185.959
-3.0,1703859500.3089,1703405216.8146
-3.0,1703859478.2789,1703405229.8699
-3.0,1703859486.5424,1703405200.5168
-3.0,1703859484.1237,1703405164.4081
-3.0,1703859472.6277,1703405183.926
-3.0,1703859428.5486,1703405165.1322
-3.0,1703859409.382,1703405118.0466
-3.0,1703859498.8412,1703405201.8827
-3.0,1703859453.5952,1703405201.21
-3.0,1703859464.2106,1703405238.4389
-3.0,1703859476.213,1703405230.1725
-3.0,1703859490.7526,1703405187.2769
-3.0,1703859501.272,1703405201.5056
-3.0,1703859475.0857,1703405228.5395
-3.0,1703859526.5643,1703405220.3155
-3.0,1703859482.7832,1703405269.6137
-3.0,1703859501.9626,1703405220.0136
-3.0,1703859502.5594,1703405221.8525
-3.0,1703859545.8594,1703405295.2405
-3.0,1703859485.0456,1703405212.8126
-3.0,1703859530.2556,1703405214.1096
-3.0,1703859425.582,1703405192.9999
-3.0,1703859523.7245,1703405198.4334
-3.0,1703859492.1755,1703405204.8239
-3.0,1703859520.3076,1703405269.9232
-3.0,1703859497.4299,1703405199.3692
-3.0,1703859499.0363,1703405209.1132
-3.0,1703859486.4972,1703405193.8517
-3.0,1703859515.0452,1703405204.0418
-3.0,1703859475.1478,1703405235.3325
-3.0,1703859539.3801,1703405203.041
-3.0,1703859519.4002,1703405249.7632
-3.0,1703859460.2987,1703405187.389
-3.0,1703859459.181,1703405155.9704
-3.0,1703859477.5303,1703405243.6048
-3.0,1703859464.9188,1703405217.9807
-3.0,1703859476.8375,1703405202.3906
-3.0,1703859472.1466,1703405205.0227
-3.0,1703859498.0151,1703405206.6615
-3.0,1703859464.0952,1703405194.2354
-3.0,1703859482.5476,1703405207.3639
-3.0,1703859447.952,1703405196.7403
-3.0,1703859471.7771,1703405207.3126
-3.0,1703859527.1706,1703405249.9893
-2.5,1777790962.6271,1777409413.1615
-2.5,1777790980.9995,1777409442.0203
-2.5,1777791049.9757,1777409430.1985
-2.5,1777791034.207,1777409427.1602
-2.5,1777791050.4968,1777409459.9992
-2.5,1777791036.2314,1777409439.4503
-2.5,1777791014.1922,1777409454.1564
-2.5,1777791008.6425,1777409431.126
-2.5,1777791012.7545,1777409449.1732
-2.5,1777791042.9405,1777409478.4599
-2.5,1777791056.5111,1777409480.5319
-2.5,1777791042.6646,1777409396.8671
-2.5,1777791031.9468,1777409452.2004
-2.5,1777791004.4417,1777409403.5513
-2.5,1777790986.7938,1777409462.6582
-2.5,1777791052.2915,1777409464.1555
-2.5,1777791036.0703,1777409455.3851
-2.5,1777791095.2758,1777409477.1375
-2.5,1777791068.0751,1777409458.2938
-2.5,1777790955.8461,1777409437.5557
-2.5,1777791011.1503,1777409410.4328
-2.5,1777791048.6287,1777409425.0986
-2.5,1777791030.0165,1777409383.7592
-2.5,1777791039.1765,1777409446.9059
-2.5,1777791019.1315,1777409463.6536
-2.5,1777791044.2022,1777409447.1557
-2.5,1777791050.5538,1777409463.1824
-2.5,1777791041.334,1777409439.3928
-2.5,1777791032.9484,1777409466.583
-2.5,1777790999.9184,1777409457.2151
-2.5,1777791004.3727,1777409440.2859
-2.5,1777791046.6311,1777409486.0062
-2.5,1777791031.7248,1777409472.4539
-2.5,1777790967.0156,1777409380.0969
-2.5,1777791021.2236,1777409459.61
-2.5,1777791010.8521,1777409488.8673
-2.5,1777791006.4032,1777409450.4344
-2.5,1777790995.9397,1777409449.4329
-2.5,1777791003.7816,1777409452.8328
-2.5,1777790993.9509,1777409420.3914
-2.5,1777791033.6819,1777409497.3637
-2.5,1777791039.4601,1777409433.7541
-2.5,1777790983.1775,1777409412.305
-2.5,1777791045.7361,1777409435.188
-2.5,1777791033.7432,1777409468.56
-2.5,1777791029.5397,1777409482.2898
-2.5,1777791053.3068,1777409496.211
-2.5,1777791070.1154,1777409498.0828
-2.5,1777791055.4561,1777409491.8852
-2.5,1777790999.7781,1777409505.3107
-2.5,1777791025.0164,1777409510.7418
-2.5,1777791034.8075,1777409514.9239
-2.5,1777791006.1998,1777409516.599
-2.5,1777791038.7775,1777409466.8674
-2.5,1777791006.6036,1777409477.7216
-2.5,1777791037.8462,1777409526.9386
-2.5,1777791010.0419,1777409488.2793
-2.5,1777790980.2957,1777409462.9715
-2.5,1777791068.7847,1777409552.4262
-2.5,1777791053.6662,1777409506.1528
-2.5,1777791042.3493,1777409514.5006
-2.5,1777791042.6576,1777409536.0257
-2.5,1777791006.5751,1777409460.7964
-2.5,1777791012.4583,1777409475.4532
-2.5,1777791032.6878,1777409486.6678
-2.5,1777791060.6109,1777409526.0831
-2.5,1777791011.9578,1777409496.2039
-2.5,1777791009.5271,1777409498.4697
-2.5,1777790983.984,1777409444.076
-2.5,1777791005.2021,1777409495.0038
-2.5,1777791039.9044,1777409505.8814
-2.5,1777791068.851,1777409512.5311
-2.5,1777791090.3149,1777409515.9451
-2.5,1777791029.5664,1777409500.9861
-2.5,1777791043.2039,1777409480.436
-2.5,1777791050.6212,1777409484.8168
-2.5,1777791042.0665,1777409485.9331
-2.5,1777790973.4769,1777409464.2833
-2.5,1777791065.8962,1777409507.0234
-2.5,1777791041.2476,1777409503.3527
-2.5,1777790998.6729,1777409501.8434
-2.5,1777791065.4417,1777409539.9405
-2.5,1777791029.1528,1777409517.6603
-2.5,1777791006.5534,1777409491.4402
-2.5,1777791039.2376,1777409510.8482
-2.5,1777791029.4882,1777409499.5268
-2.5,1777791084.7947,1777409505.3738
-2.5,1777791042.7584,1777409508.9289
-2.5,1777791042.546,1777409475.7093
-2.5,1777791012.3059,1777409449.7047
-2.5,1777791053.5686,1777409501.3351
-2.5,1777791011.5543,1777409469.2718
-2.5,1777791016.9297,1777409515.7585
-2.5,1777791015.3298,1777409490.3083
-2.5,1777791030.9543,1777409438.9608
-2.5,1777791061.2583,1777409482.5472
-2.5,1777791034.5147,1777409506.587
-2.5,1777791036.0043,1777409473.3311
-2.5,1777791063.064,1777409467.6601
-2.5,1777791013.4579,1777409492.2137
-2.0,1851722695.1434,1851413855.6195
-2.0,1851722688.1716,1851413864.8619
-2.0,1851722749.3148,1851413864.9425
-2.0,1851722782.3082,1851413904.3626
-2.0,1851722790.0751,1851413943.8821
-2.0,1851722783.865,1851413872.1323
-2.0,1851722789.0658,1851413825.9928
-2.0,1851722788.0865,1851413871.0518
-2.0,1851722784.9662,1851413847.3106
-2.0,1851722777.5912,1851413889.2279
-2.0,1851722793.656,1851413891.0362
-2.0,1851722744.024,1851413858.3134
-2.0,1851722753.227,1851413832.3947
-2.0,1851722739.6583,1851413838.9891
-2.0,1851722751.3156,1851413851.968
-2.0,1851722740.4869,1851413793.2185
-2.0,1851722756.8761,1851413858.3159
-2.0,1851722760.8409,1851413861.1695
-2.0,1851722730.5596,1851413838.5195
-2.0,1851722778.7659,1851413897.5896
-2.0,1851722734.2589,1851413853.1586
-2.0,1851722774.7124,1851413905.1925
-2.0,1851722794.7365,1851413917.1178
-2.0,1851722773.667,1851413899.8761
-2.0,1851722801.7592,1851413887.0016
-2.0,1851722748.2429,1851413842.0074
-2.0,1851722786.9405,1851413849.988
-2.0,1851722814.8478,1851413885.2596
-2.0,1851722760.0029,1851413842.6606
-2.0,1851722709.8574,1851413801.4418
-2.0,1851722787.5322,1851413843.1425
-2.0,1851722747.2264,1851413820.0063
-2.0,1851722817.6486,1851413835.2783
-2.0,1851722808.4573,1851413862.2496
-2.0,1851722743.4884,1851413822.6336
-2.0,1851722774.652,1851413818.3613
-2.0,1851722784.9825,1851413894.259
-2.0,1851722728.898,1851413882.0046
-2.0,1851722764.6143,1851413842.5664
-2.0,1851722739.7243,1851413814.1738
-2.0,1851722762.1371,1851413844.4255
-2.0,1851722751.2862,1851413866.2769
-2.0,1851722752.4788,1851413835.8604
-2.0,1851722793.3761,1851413897.0283
-2.0,1851722787.7158,1851413822.1781
-2.0,1851722785.1661,1851413857.7235
-2.0,1851722764.0033,1851413874.0405
-2.0,1851722749.8716,1851413853.1796
-2.0,1851722762.2343,1851413840.9451
-2.0,1851722742.2505,1851413844.1143
-2.0,1851722779.9153,1851413866.9251
-2.0,1851722762.8116,1851413790.0712
-2.0,1851722763.1766,1851413848.7946
-2.0,1851722762.6754,1851413862.0811
-2.0,1851722724.5208,1851413834.4607
-2.0,1851722770.2819,1851413856.7684
-2.0,1851722783.9888,1851413828.6674
-2.0,1851722748.8628,1851413851.1722
-2.0,1851722747.8675,1851413831.8863
-2.0,1851722733.2507,1851413821.3291
-2.0,1851722774.4674,1851413871.6343
-2.0,1851722786.4336,1851413871.7196
-2.0,1851722802.7063,1851413820.7258
-2.0,1851722787.047,1851413847.3316
-2.0,1851722821.4401,1851413865.2912
-2.0,1851722798.906,1851413837.5742
-2.0,1851722778.1303,1851413801.4941
-2.0,1851722692.3675,1851413805.933
-2.0,1851722757.5484,1851413861.6358
-2.0,1851722779.1392,1851413821.8442
-2.0,1851722816.2768,1851413863.7797
-2.0,1851722783.4797,1851413801.6059
-2.0,1851722804.7967,1851413837.4189
-2.0,1851722721.6806,1851413842.1
-2.0,1851722753.8325,1851413817.6354
-2.0,1851722734.6272,1851413803.1777
-2.0,1851722774.8379,1851413821.5855
-2.0,1851722789.6762,1851413826.8153
-2.0,1851722750.2633,1851413841.9869
-2.0,1851722741.2057,1851413824.8794
-2.0,1851722726.5994,1851413806.0624
-2.0,1851722730.0113,1851413838.7188
-2.0,1851722763.5213,1851413833.8625
-2.0,1851722737.1255,1851413824.3793
-2.0,1851722714.7051,1851413771.5703
-2.0,1851722730.362,1851413844.0602
-2.0,1851722767.2161,1851413847.5416
-2.0,1851722775.1289,1851413855.8208
-2.0,1851722763.5679,1851413851.6616
-2.0,1851722734.1248,1851413818.1772
-2.0,1851722764.4085,1851413830.3047
-2.0,1851722728.5923,1851413839.5076
-2.0,1851722791.2196,1851413833.1168
-2.0,1851722719.4482,1851413881.6862
-2.0,1851722723.393,1851413786.0005
-2.0,1851722787.3988,1851413841.3209
-2.0,1851722772.9584,1851413834.1187
-2.0,1851722758.5021,1851413792.0863
-2.0,1851722776.3499,1851413864.5355
-2.0,1851722791.6338,1851413895.4908
-1.5,1925654419.1292,1925418120.0281
-1.5,1925654463.9701,1925418204.1229
-1.5,1925654444.6073,1925418153.4419
-1.5,1925654429.2987,1925418168.3984
-1.5,1925654433.5847,1925418159.0774
-1.5,1925654436.7703,1925418167.5641
-1.5,1925654512.3696,1925418166.6652
-1.5,1925654482.9695,1925418152.4823
-1.5,1925654433.5358,1925418164.3634
-1.5,1925654496.0092,1925418180.1581
-1.5,1925654469.6885,1925418137.1658
-1.5,1925654443.7914,1925418140.8116
-1.5,1925654458.9834,1925418126.8577
-1.5,1925654433.2777,1925418161.9269
-1.5,1925654468.1955,1925418179.7728
-1.5,1925654466.9684,1925418188.3341
-1.5,1925654493.543,1925418147.9561
-1.5,1925654395.5348,1925418096.5754
-1.5,1925654460.4993,1925418166.0427
-1.5,1925654419.1874,1925418168.1948
-1.5,1925654479.7583,1925418157.8275
-1.5,1925654412.6497,1925418171.8397
-1.5,1925654475.8032,1925418186.7383
-1.5,1925654485.5615,1925418155.7642
-1.5,1925654446.1855,1925418146.2748
-1.5,1925654450.3912,1925418173.7606
-1.5,1925654471.619,1925418134.7486
-1.5,1925654448.9794,1925418147.694
-1.5,1925654463.2417,1925418139.956
-1.5,1925654443.7806,1925418187.7417
-1.5,1925654434.0347,1925418169.428
-1.5,1925654455.9402,1925418178.6015
-1.5,1925654476.0167,1925418170.4908
-1.5,1925654440.7705,1925418142.3874
-1.5,1925654434.9617,1925418135.6266
-1.5,1925654458.386,1925418124.4636
-1.5,1925654474.8446,1925418168.0697
-1.5,1925654475.0042,1925418201.4692
-1.5,1925654453.4061,1925418126.3398
-1.5,1925654455.206,1925418187.0709
-1.5,1925654460.6998,1925418189.932
-1.5,1925654453.5159,1925418172.5254
-1.5,1925654418.2486,1925418159.9594
-1.5,1925654440.6205,1925418121.7516
-1.5,1925654490.1345,1925418161.2423
-1.5,1925654432.0615,1925418138.5247
-1.5,1925654457.1321,1925418166.2373
-1.5,1925654487.6674,1925418139.9611
-1.5,1925654465.0889,1925418179.9234
-1.5,1925654489.8399,1925418185.5133
-1.5,1925654446.3206,1925418116.1039
-1.5,1925654449.7008,1925418178.3092
-1.5,1925654452.5383,1925418137.2067
-1.5,1925654414.8052,1925418147.5348
-1.5,1925654484.042,1925418166.3237
-1.5,1925654461.8633,1925418118.3049
-1.5,1925654439.6161,1925418195.6529
-1.5,1925654428.3346,1925418126.1456
-1.5,1925654491.1363,1925418193.0752
-1.5,1925654443.4761,1925418142.7223
-1.5,1925654485.7336,1925418148.6949
-1.5,1925654501.9525,1925418206.2159
-1.5,1925654499.7465,1925418155.0469
-1.5,1925654476.6952,1925418166.7832
-1.5,1925654486.2087,1925418180.8552
-1.5,1925654479.6187,1925418177.9808
-1.5,1925654472.3037,1925418202.3352
-1.5,1925654476.7977,1925418134.6295
-1.5,1925654454.1744,1925418153.0157
-1.5,1925654460.3133,1925418140.5903
-1.5,1925654462.7419,1925418163.5786
-1.5,1925654464.9013,1925418165.9174
-1.5,1925654467.2172,1925418141.8226
-1.5,1925654445.8571,1925418141.0367
-1.5,1925654448.4572,1925418126.3446
-1.5,1925654504.049,1925418199.3555
-1.5,1925654472.5435,1925418116.8878
-1.5,1925654451.3502,1925418179.4564
-1.5,1925654486.0314,1925418149.7237
-1.5,1925654429.6318,1925418142.9015
-1.5,1925654454.6102,1925418156.735
-1.5,1925654438.8733,1925418180.8773
-1.5,1925654453.4082,1925418155.3656
-1.5,1925654460.922,1925418161.4945
-1.5,1925654460.123,1925418166.0739
-1.5,1925654442.5112,1925418131.0979
-1.5,1925654476.1898,1925418162.0815
-1.5,1925654504.1041,1925418200.6896
-1.5,1925654465.171,1925418190.1734
-1.5,1925654460.7714,1925418147.3926
-1.5,1925654421.4617,1925418150.1133
-1.5,1925654496.7222,1925418192.5049
-1.5,1925654452.6271,1925418143.2667
-1.5,1925654463.2112,1925418190.8929
-1.5,1925654476.1602,1925418127.7755
-1.5,1925654471.5826,1925418164.8645
-1.5,1925654493.3953,1925418147.6285
-1.5,1925654506.1073,1925418168.2244
-1.5,1925654461.3808,1925418147.1639
-1.5,1925654470.3306,1925418166.2468
-1.0,1999586225.7547,1999422550.3821
-1.0,1999586269.1296,1999422566.4077
-1.0,1999586316.2415,1999422609.3483
-1.0,1999586272.2028,1999422597.837
-1.0,1999586289.6138,1999422612.5259
-1.0,1999586269.1328,1999422602.104
-1.0,1999586284.0013,1999422592.3732
-1.0,1999586281.3001,1999422600.7738
-1.0,1999586267.1201,1999422619.9018
-1.0,1999586241.9006,1999422610.2882
-1.0,1999586266.2093,1999422632.4428
-1.0,1999586276.5651,1999422554.0379
-1.0,1999586225.4867,1999422602.5913
-1.0,1999586240.5084,1999422546.9765
-1.0,1999586233.227,1999422552.0491
-1.0,1999586258.1817,1999422566.8667
-1.0,1999586256.181,1999422578.0165
-1.0,1999586229.2218,1999422572.7514
-1.0,1999586235.1896,1999422512.1778
-1.0,1999586276.619,1999422572.9746
-1.0,1999586261.6176,1999422550.9511
-1.0,1999586261.0116,1999422554.8816
-1.0,1999586219.0922,1999422590.9126
-1.0,1999586239.1408,1999422581.549
-1.0,1999586222.5286,1999422530.1837
-1.0,1999586261.2162,1999422608.7788
-1.0,1999586240.3809,1999422546.9328
-1.0,1999586221.4935,1999422574.5194
-1.0,1999586278.798,1999422599.3907
-1.0,1999586228.2548,1999422570.8355
-1.0,1999586273.4935,1999422613.6332
-1.0,1999586237.5985,1999422578.4977
-1.0,1999586236.11,1999422510.2681
-1.0,1999586291.0087,1999422556.282
-1.0,1999586222.4656,1999422570.6332
-1.0,1999586278.0156,1999422504.4719
-1.0,1999586248.9843,1999422547.2903
-1.0,1999586250.2385,1999422564.2246
-1.0,1999586264.3971,1999422528.6907
-1.0,1999586247.0639,1999422553.2922
-1.0,1999586227.4781,1999422554.2391
-1.0,1999586238.4098,1999422602.9983
-1.0,1999586262.597,1999422549.6712
-1.0,1999586245.8896,1999422542.9865
-1.0,1999586265.5332,1999422542.0502
-1.0,1999586248.554,1999422558.6201
-1.0,1999586253.5268,1999422566.8647
-1.0,1999586235.4102,1999422576.0641
-1.0,1999586261.7532,1999422564.4779
-1.0,1999586252.0013,1999422518.0495
-1.0,1999586228.6639,1999422555.8216
-1.0,1999586236.3258,1999422577.8467
-1.0,1999586226.5424,1999422587.5174
-1.0,1999586243.5879,1999422574.2219
-1.0,1999586259.0054,1999422546.9242
-1.0,1999586224.8822,1999422576.6769
-1.0,1999586200.2311,1999422587.8944
-1.0,1999586243.7203,1999422582.0902
-1.0,1999586278.0435,1999422584.2314
-1.0,1999586255.9836,1999422528.6672
-1.0,1999586258.6124,1999422583.5419
-1.0,1999586241.3173,1999422569.9849
-1.0,1999586284.2429,1999422574.4617
-1.0,1999586306.9501,1999422581.1034
-1.0,1999586236.0527,1999422559.1311
-1.0,1999586212.0939,1999422548.4553
-1.0,1999586260.0637,1999422552.6573
-1.0,1999586257.5818,1999422584.3526
-1.0,1999586289.0241,1999422554.5802
-1.0,1999586264.8398,1999422553.1955
-1.0,1999586254.1556,1999422566.5879
-1.0,1999586219.5785,1999422535.8152
-1.0,1999586271.2561,1999422534.3251
-1.0,1999586259.3866,1999422508.4407
-1.0,1999586263.0718,1999422569.3102
-1.0,1999586260.4198,1999422547.329
-1.0,1999586267.7427,1999422550.3381
-1.0,1999586280.0808,1999422597.0996
-1.0,1999586231.5192,1999422520.5365
-1.0,1999586245.7188,1999422510.9627
-1.0,1999586249.0625,1999422555.224
-1.0,1999586308.992,1999422592.438
-1.0,1999586290.3302,1999422582.5199
-1.0,1999586264.6461,1999422556.0581
-1.0,1999586239.2182,1999422546.2142
-1.0,1999586274.6035,1999422568.1719
-1.0,1999586252.4547,1999422598.559
-1.0,1999586262.8291,1999422559.8811
-1.0,1999586289.9131,1999422631.2242
-1.0,1999586236.5691,1999422586.154
-1.0,1999586250.2844,1999422609.2008
-1.0,1999586249.8337,1999422553.1298
-1.0,1999586268.1937,1999422568.1213
-1.0,1999586230.3018,1999422504.6511
-1.0,1999586219.1316,1999422580.4464
-1.0,1999586273.7583,1999422599.4886
-1.0,1999586255.3977,1999422544.6697
-1.0,1999586284.0021,1999422555.32
-1.0,1999586285.776,1999422577.9625
-1.0,1999586272.7438,1999422577.8154
-0.5,2073518033.7346,2073426920.1732
-0.5,2073518060.9896,2073426994.7947
-0.5,2073518083.5567,2073426965.2901
-0.5,2073518073.6644,2073426977.5786
-0.5,2073518065.8161,2073426946.1989
-0.5,2073518075.1223,2073426994.9711
-0.5,2073518076.3189,2073426977.6433
-0.5,2073518044.0659,2073426955.2763
-0.5,2073518065.7491,2073426943.3319
-0.5,2073518053.6436,2073426972.5216
-0.5,2073518027.8727,2073426938.8957
-0.5,2073518086.3116,2073426978.4888
-0.5,2073518029.2121,2073426966.5973
-0.5,2073518063.6834,2073426960.4756
-0.5,2073518058.788,2073426974.8553
-0.5,2073518043.9545,2073426946.8215
-0.5,2073518030.2131,2073426952.6553
-0.5,2073518060.0418,2073426984.0835
-0.5,2073517992.2397,2073426951.5988
-0.5,2073518087.4422,2073426938.653
-0.5,2073518034.9398,2073426936.8998
-0.5,2073518028.999,2073426939.5429
-0.5,2073517989.2594,2073426917.3356
-0.5,2073518040.8759,2073426993.0778
-0.5,2073518032.5307,2073426975.1368
-0.5,2073518048.0024,2073426964.3852
-0.5,2073518075.2021,2073426915.8487
-0.5,2073518037.3442,2073426960.9392
-0.5,2073518055.881,2073426970.4831
-0.5,2073517993.7855,2073426936.3052
-0.5,2073518048.0014,2073426963.1321
-0.5,2073518064.9592,2073426974.3331
-0.5,2073518028.2154,2073426964.7113
-0.5,2073518031.8725,2073426964.4865
-0.5,2073518037.646,2073427038.7972
-0.5,2073518026.0601,2073426984.2243
-0.5,2073518018.1319,2073426963.7055
-0.5,2073518024.3044,2073426970.2218
-0.5,2073518064.2847,2073426994.3342
-0.5,2073518064.515,2073427017.3334
-0.5,2073518003.909,2073426971.0866
-0.5,2073518059.7808,2073426963.6847
-0.5,2073518032.6451,2073426982.297
-0.5,2073518039.9365,2073426968.9958
-0.5,2073518032.6809,2073426987.8273
-0.5,2073518016.8082,2073426973.2657
-0.5,2073518056.2574,2073426982.0965
-0.5,2073518039.395,2073426995.4814
-0.5,2073518019.8378,2073426977.9335
-0.5,2073518019.2473,2073426989.4597
-0.5,2073518038.5085,2073426958.3825
-0.5,2073518004.4996,2073426961.163
-0.5,2073518063.5794,2073427014.6016
-0.5,2073518044.2236,2073426974.5315
-0.5,2073518038.4183,2073426987.1162
-0.5,2073518004.5232,2073426915.6003
-0.5,2073518044.927,2073426982.2944
-0.5,2073518001.7568,2073426917.1784
-0.5,2073518057.4527,2073426941.2437
-0.5,2073518042.4801,2073426974.5292
-0.5,2073518027.0061,2073426952.8724
-0.5,2073518045.6327,2073426959.0847
-0.5,2073518018.0582,2073426979.331
-0.5,2073518066.7455,2073426967.6257
-0.5,2073518038.9034,2073426980.0864
-0.5,2073518025.3213,2073427001.9041
-0.5,2073518007.0564,2073426924.0645
-0.5,2073518048.5858,2073426938.5897
-0.5,2073517993.849,2073426971.5913
-0.5,2073518033.5483,2073426943.0243
-0.5,2073518025.5563,2073426979.0986
-0.5,2073518034.8478,2073426992.3078
-0.5,2073518012.2649,2073426974.8706
-0.5,2073518057.446,2073426962.2938
-0.5,2073518010.6551,2073426936.7178
-0.5,2073518018.5566,2073426962.3528
-0.5,2073518016.3993,2073426920.8726
-0.5,2073518019.719,2073426979.3832
-0.5,2073518026.8619,2073426976.2329
-0.5,2073518049.8363,2073426979.6408
-0.5,2073518035.5476,2073426989.8919
-0.5,2073518051.1126,2073426980.9559
-0.5,2073518090.6415,2073426970.2885
-0.5,2073518064.4229,2073426983.4959
-0.5,2073518075.4381,2073426976.5109
-0.5,2073518020.5571,2073427006.8267
-0.5,2073518059.225,2073426973.7577
-0.5,2073518088.2443,2073426978.6727
-0.5,2073518074.1439,2073426959.9125
-0.5,2073518030.4992,2073426931.8593
-0.5,2073518026.4016,2073426975.3647
-0.5,2073518008.9304,2073426958.1047
-0.5,2073518028.9305,2073426952.3509
-0.5,2073518050.3556,2073426960.3808
-0.5,2073518036.2349,2073426951.445
-0.5,2073518041.485,2073426988.7007
-0.5,2073517997.792,2073426989.0893
-0.5,2073518049.5276,2073426983.5921
-0.5,2073518075.7865,2073427011.8038
-0.5,2073518037.5158,2073426982.2398
0.0,2147450046.5583,2147431613.6786
0.0,2147450018.0141,2147431601.1636
0.0,2147449969.3226,2147431557.7325
0.0,2147450019.9221,2147431603.6085
0.0,2147450000.0616,2147431588.9563
0.0,2147449959.1754,2147431581.4764
0.0,2147449968.3918,2147431610.0532
0.0,2147449997.9136,2147431582.0535
0.0,2147449994.165,2147431575.4948
0.0,2147449976.2761,2147431593.4331
0.0,2147449955.9108,2147431576.7663
0.0,2147449923.084,2147431522.9971
0.0,2147449972.9267,2147431586.0629
0.0,2147449982.525,2147431619.3479
0.0,2147449957.2444,2147431562.2612
0.0,2147449969.3497,2147431592.2288
0.0,2147450011.0288,2147431631.5064
0.0,2147449978.6231,2147431575.9211
0.0,2147450011.0011,2147431625.1801
0.0,2147449984.3901,2147431550.217
0.0,2147449977.8866,2147431602.2353
0.0,2147449968.4159,2147431549.3625
0.0,2147449985.9416,2147431590.0651
0.0,2147450004.4823,2147431601.2987
0.0,2147450051.3305,2147431643.9756
0.0,2147450010.4698,2147431569.3974
0.0,2147450015.1649,2147431616.1258
0.0,2147450014.4296,2147431599.144
0.0,2147450042.7634,2147431637.2983
0.0,2147450000.7372,2147431590.797
0.0,2147449987.4451,2147431582.7243
0.0,2147450018.2877,2147431574.5935
0.0,2147449987.1817,2147431572.7654
0.0,2147449972.713,2147431556.7567
0.0,2147450016.8815,2147431588.3299
0.0,2147449984.2094,2147431595.9439
0.0,2147450025.3251,2147431574.3249
0.0,2147450015.7002,2147431558.8824
0.0,2147450017.4905,2147431581.3254
0.0,2147450016.7162,2147431623.773
0.0,2147449984.0372,2147431588.8264
0.0,2147450000.7859,2147431555.7755
0.0,2147450010.1569,2147431523.2237
0.0,2147449997.1827,2147431583.1072
0.0,2147450007.2748,2147431573.181
0.0,2147450009.767,2147431536.6641
0.0,2147450004.1636,2147431534.1281
0.0,2147449989.8955,2147431581.5632
0.0,2147450010.2606,2147431553.7626
0.0,2147450031.142,2147431572.1793
0.0,2147450021.4501,2147431548.0449
0.0,2147450017.8229,2147431577.9222
0.0,2147450013.0874,2147431542.045
0.0,2147450002.988,2147431596.0782
0.0,2147449954.2779,2147431530.1084
0.0,2147450006.9446,2147431607.3637
0.0,2147449997.4726,2147431561.984
0.0,2147449972.2619,2147431523.8108
0.0,2147449968.5618,2147431512.2343
0.0,2147449998.0441,2147431564.9824
0.0,2147449972.3387,2147431543.3793
0.0,2147449982.1009,2147431552.8001
0.0,2147450005.8187,2147431569.4791
