vref,hpm1_counts,hpm2_counts
-6.5,1186338945.4428,1185375976.6625
-6.5,1186338907.9063,1185375969.2724
-6.5,1186338900.5557,1185376019.7523
-6.5,1186338895.7772,1185376007.9707
-6.5,1186338926.6181,1185375980.5535
-6.5,1186338958.8973,1185376040.9653
-6.5,1186338946.4932,1185375991.6802
-6.5,1186338915.1784,1185375975.84
-6.5,1186338922.4388,1185375995.093
-6.5,1186338955.9661,1185376043.8035
-6.5,1186338938.2122,1185375989.0373
-6.5,1186338946.5602,1185376021.2392
-6.5,1186338972.1142,1185376048.1295
-6.5,1186338923.5554,1185376000.2669
-6.5,1186338875.8972,1185375932.5759
-6.5,1186338998.7916,1185376031.9808
-6.5,1186338930.9311,1185376045.2485
-6.5,1186338946.7859,1185376018.0803
-6.5,1186338938.3089,1185376010.0004
-6.5,1186338938.4736,1185375988.7664
-6.5,1186338947.1884,1185376004.3143
-6.5,1186338910.0353,1185376023.1717
-6.5,1186338957.9777,1185376032.8491
-6.5,1186338884.9735,1185375989.127
-6.5,1186338870.773,1185375970.9635
-6.5,1186338932.987,1185376005.2892
-6.5,1186338944.1608,1185376047.4728
-6.5,1186338903.8417,1185376033.3176
-6.5,1186338893.6392,1185375987.7498
-6.5,1186338917.9695,1185375992.4525
-6.5,1186338940.8326,1185376022.7776
-6.5,1186338867.3706,1185375977.1055
-6.5,1186338908.3046,1185375976.6401
-6.5,1186338927.3002,1185376022.5068
-6.5,1186338907.3787,1185375987.4494
-6.5,1186338914.6096,1185376018.99
-6.5,1186338915.9269,1185375988.4123
-6.5,1186338928.4117,1185375996.3359
-6.5,1186338932.7818,1185375944.9922
-6.5,1186338900.0465,1185375986.2226
-6.5,1186338871.8024,1185375972.8575
-6.5,1186338910.9776,1185376051.6589
-6.5,1186338898.0622,1185376063.6319
-6.5,1186338848.4574,1185376029.4094
-6.5,1186338888.6177,1185376012.8079
-6.5,1186338883.3056,1185376027.5576
-6.5,1186338865.1733,1185375981.2259
-6.5,1186338891.5185,1185376014.3466
-6.5,1186338903.7217,1185375968.4085
-6.5,1186338899.1752,1185375969.1474
-6.5,1186338908.068,1185375982.7701
-6.5,1186338876.1253,1185376012.8375
-6.5,1186338923.8765,1185376018.0898
-6.5,1186338908.2413,1185375966.3123
-6.5,1186338867.3207,1185375985.5665
-6.5,1186338844.839,1185375988.2493
-6.5,1186338861.4536,1185375999.2102
-6.5,1186338886.4999,1185376046.2141
-6.5,1186338892.731,1185376004.859
-6.5,1186338894.339,1185376037.3352
-6.5,1186338833.0819,1185375982.3802
-6.5,1186338894.4867,1185376009.1147
-6.5,1186338873.3516,1185375992.8652
-6.5,1186338909.3309,1185376010.4235
-6.5,1186338835.024,1185375973.479
-6.5,1186338875.8739,1185376007.3714
-6.5,1186338932.562,1185376029.1817
-6.5,1186338888.28,1185375995.1061
-6.5,1186338890.702,1185375998.2111
-6.5,1186338886.5752,1185376015.2106
-6.5,1186338872.3504,1185375967.157
-6.5,1186338856.0747,1185375981.0144
-6.5,1186338925.9804,1185376010.98
-6.5,1186338880.6836,1185375912.1291
-6.5,1186338941.6233,1185375993.2534
-6.5,1186338898.0145,1185376019.1664
-6.5,1186338850.7463,1185375989.1036
-6.5,1186338852.8142,1185376075.1822
-6.5,1186338875.5681,1185376016.9687
-6.5,1186338875.8832,1185376032.3654
-6.5,1186338909.4981,1185376014.9371
-6.5,1186338966.075,1185376029.2805
-6.5,1186338942.054,1185376047.4662
-6.0,1260270504.2256,1259380185.8865
-6.0,1260270425.2503,1259380191.7924
-6.0,1260270482.071,1259380223.7395
-6.0,1260270473.0385,1259380203.4747
-6.0,1260270426.6449,1259380176.5657
-6.0,1260270477.2227,1259380179.3514
-6.0,1260270463.2604,1259380201.4434
-6.0,1260270448.5533,1259380151.2399
-6.0,1260270472.0111,1259380202.4006
-6.0,1260270434.4427,1259380188.121
-6.0,1260270421.8284,1259380166.3934
-6.0,1260270435.9968,1259380194.4567
-6.0,1260270381.7622,1259380157.6749
-6.0,1260270417.9769,1259380165.1034
-6.0,1260270447.5481,1259380215.9195
-6.0,1260270443.8165,1259380168.3899
-6.0,1260270392.9375,1259380109.9959
-6.0,1260270430.6018,1259380167.365
-6.0,1260270407.1446,1259380113.787
-6.0,1260270344.2324,1259380205.9593
-6.0,1260270404.708,1259380132.8273
-6.0,1260270396.8553,1259380151.3483
-6.0,1260270408.761,1259380168.5161
-6.0,1260270387.1067,1259380171.1279
-6.0,1260270358.8504,1259380115.3812
-6.0,1260270439.3836,1259380157.4831
-6.0,1260270404.1574,1259380165.7771
-6.0,1260270382.1339,1259380146.0383
-6.0,1260270445.0718,1259380158.5501
-6.0,1260270373.3958,1259380146.1442
-6.0,1260270377.0945,1259380151.8476
-6.0,1260270424.9723,1259380208.9368
-6.0,1260270406.3143,1259380140.6821
-6.0,1260270415.1228,1259380159.8488
-6.0,1260270395.3057,1259380150.787
-6.0,1260270436.4269,1259380170.8359
-6.0,1260270467.7133,1259380134.5269
-6.0,1260270448.5938,1259380128.7294
-6.0,1260270474.0856,1259380135.011
-6.0,1260270372.2332,1259380057.0201
-6.0,1260270425.3178,1259380117.9494
-6.0,1260270414.7819,1259380154.6855
-6.0,1260270380.0858,1259380127.6169
-6.0,1260270416.0514,1259380110.5381
-6.0,1260270374.6318,1259380150.4603
-6.0,1260270425.8252,1259380140.4562
-6.0,1260270472.0942,1259380117.2271
-6.0,1260270432.6992,1259380151.5371
-6.0,1260270444.3497,1259380022.5878
-6.0,1260270450.0774,1259380094.4656
-6.0,1260270491.1756,1259380076.2992
-6.0,1260270422.4536,1259380069.5075
-6.0,1260270480.33,1259380127.1847
-6.0,1260270443.7609,1259380154.7181
-6.0,1260270428.9484,1259380117.6243
-6.0,1260270372.1346,1259380094.7477
-6.0,1260270409.2477,1259380107.1503
-6.0,1260270495.0513,1259380171.055
-6.0,1260270485.6812,1259380116.3065
-6.0,1260270425.3916,1259380109.8555
-6.0,1260270469.1591,1259380139.5316
-6.0,1260270454.4771,1259380146.3765
-6.0,1260270435.2086,1259380085.8874
-6.0,1260270390.0764,1259380080.8974
-6.0,1260270367.5581,1259380103.7949
-6.0,1260270443.0437,1259380098.6276
-6.0,1260270407.4181,1259380092.6377
-6.0,1260270371.6209,1259380072.4975
-6.0,1260270441.3854,1259380085.1018
-6.0,1260270466.5212,1259380169.1386
-6.0,1260270418.5672,1259380092.6399
-6.0,1260270427.9707,1259380105.8513
-6.0,1260270436.2869,1259380123.077
-6.0,1260270448.5747,1259380115.7511
-6.0,1260270440.2864,1259380094.9249
-6.0,1260270406.9408,1259380115.7098
-6.0,1260270433.1361,1259380125.1214
-6.0,1260270406.9287,1259380108.609
-6.0,1260270427.0974,1259380072.8271
-6.0,1260270439.302,1259380110.1825
-6.0,1260270458.8467,1259380161.5527
-6.0,1260270445.7768,1259380087.5147
-6.0,1260270462.2727,1259380171.3159
-6.0,1260270456.224,1259380117.9563
-6.0,1260270411.953,1259380115.7395
-6.0,1260270439.3529,1259380107.8917
-6.0,1260270405.7569,1259380125.2926
-6.0,1260270420.6342,1259380116.8067
-6.0,1260270422.0689,1259380128.1314
-6.0,1260270440.326,1259380157.4614
-6.0,1260270471.9157,1259380113.4989
-6.0,1260270436.531,1259380112.7124
-6.0,1260270406.9586,1259380101.4067
-6.0,1260270429.7681,1259380115.1305
-6.0,1260270428.6343,1259380138.8956
-6.0,1260270418.7491,1259380103.9189
-6.0,1260270392.6962,1259380087.3445
-6.0,1260270399.7702,1259380064.4979
-6.0,1260270420.0856,1259380135.5039
-6.0,1260270400.1601,1259380090.0012
-5.5,1334201876.5544,1333384285.3689
-5.5,1334201960.1415,1333384348.7645
-5.5,1334201994.0129,1333384395.4558
-5.5,1334201974.9224,1333384367.4696
-5.5,1334201994.9455,1333384382.8619
-5.5,1334201949.8199,1333384381.6613
-5.5,1334201912.2449,1333384319.3032
-5.5,1334201952.0597,1333384400.4727
-5.5,1334202002.3435,1333384409.5529
-5.5,1334201914.4606,1333384306.67
-5.5,1334201942.6471,1333384326.5851
-5.5,1334201928.927,1333384317.0806
-5.5,1334201948.1261,1333384336.1492
-5.5,1334201990.3633,1333384399.9686
-5.5,1334201954.6284,1333384362.3504
-5.5,1334201897.8401,1333384370.3329
-5.5,1334201946.8241,1333384341.413
-5.5,1334202033.4651,1333384368.1577
-5.5,1334201984.2431,1333384389.6876
-5.5,1334201983.8263,1333384324.2665
-5.5,1334202025.5485,1333384321.1523
-5.5,1334201998.7099,1333384371.1248
-5.5,1334201977.8098,1333384372.0978
-5.5,1334201949.1941,1333384332.6734
-5.5,1334201942.2943,1333384394.7959
-5.5,1334201928.409,1333384334.8424
-5.5,1334201942.5521,1333384357.6185
-5.5,1334201969.7906,1333384373.2951
-5.5,1334201985.5818,1333384326.7262
-5.5,1334201975.4239,1333384316.912
-5.5,1334201920.7218,1333384352.7024
-5.5,1334201922.4741,1333384334.5569
-5.5,1334201963.6762,1333384336.6184
-5.5,1334201925.4635,1333384353.5581
-5.5,1334201956.0952,1333384366.8289
-5.5,1334202007.4108,1333384422.4168
-5.5,1334201933.3507,1333384403.74
-5.5,1334201950.8543,1333384389.0154
-5.5,1334201956.6039,1333384371.6804
-5.5,1334201957.9202,1333384375.9405
-5.5,1334201932.8839,1333384358.6507
-5.5,1334201967.5908,1333384346.3326
-5.5,1334201937.9246,1333384394.8764
-5.5,1334201907.4216,1333384356.5989
-5.5,1334201965.3393,1333384386.0745
-5.5,1334202044.8869,1333384373.8435
-5.5,1334201981.3432,1333384370.2457
-5.5,1334201916.4576,1333384366.0594
-5.5,1334202004.7592,1333384412.0054
-5.5,1334201957.7449,1333384401.3446
-5.5,1334201909.241,1333384300.8457
-5.5,1334201980.2847,1333384358.771
-5.5,1334201943.7149,1333384390.766
-5.5,1334201987.0143,1333384374.6923
-5.5,1334201937.8546,1333384339.69
-5.5,1334201913.2551,1333384357.2572
-5.5,1334201962.6497,1333384313.9171
-5.5,1334202020.9559,1333384352.2906
-5.5,1334201972.0808,1333384403.9478
-5.5,1334201995.7363,1333384358.1439
-5.5,1334201961.9075,1333384340.6077
-5.5,1334202010.9444,1333384336.772
-5.5,1334201946.59,1333384359.4438
-5.5,1334201950.6537,1333384373.7879
-5.5,1334201934.664,1333384401.5501
-5.5,1334201966.4856,1333384393.6139
-5.5,1334201967.3844,1333384364.9132
-5.5,1334201989.6717,1333384409.7789
-5.5,1334201953.2701,1333384396.3423
-5.5,1334201990.5163,1333384371.1717
-5.5,1334202029.02,1333384381.5162
-5.5,1334201976.2226,1333384379.3987
-5.5,1334201987.9563,1333384384.5149
-5.5,1334201999.5728,1333384356.6592
-5.5,1334201952.2927,1333384387.8457
-5.5,1334201983.7063,1333384334.8281
-5.5,1334201980.7071,1333384373.8888
-5.5,1334202029.9327,1333384370.0785
-5.5,1334202033.9792,1333384431.0983
-5.5,1334201982.8534,1333384360.696
-5.5,1334201910.472,1333384362.6166
-5.5,1334201972.324,1333384429.3664
-5.5,1334201980.2153,1333384403.1121
-5.5,1334201972.324,1333384369.6509
-5.5,1334201959.2501,1333384357.5619
-5.5,1334201960.27,1333384354.3288
-5.5,1334201946.5685,1333384342.2363
-5.5,1334201984.7563,1333384385.1723
-5.5,1334202000.8885,1333384377.5693
-5.5,1334202048.4783,1333384401.338
-5.5,1334201954.2404,1333384405.2738
-5.5,1334201931.964,1333384377.4726
-5.5,1334201938.0255,1333384399.2008
-5.5,1334201973.1207,1333384366.4051
-5.5,1334202028.9574,1333384418.9393
-5.5,1334202032.0954,1333384379.0523
-5.5,1334201980.4137,1333384354.955
-5.5,1334202027.3832,1333384381.8379
-5.5,1334202021.326,1333384392.5258
-5.5,1334201982.1514,1333384393.0772
-5.0,1408133530.6441,1407388579.8794
-5.0,1408133542.5175,1407388643.3372
-5.0,1408133610.7272,1407388688.6916
-5.0,1408133597.8482,1407388667.2202
-5.0,1408133569.7498,1407388619.0435
-5.0,1408133543.7953,1407388602.0691
-5.0,1408133586.2053,1407388599.2651
-5.0,1408133593.273,1407388620.1218
-5.0,1408133616.6043,1407388660.3716
-5.0,1408133546.777,1407388627.6789
-5.0,1408133546.4506,1407388606.8726
-5.0,1408133522.739,1407388575.9764
-5.0,1408133522.0536,1407388667.279
-5.0,1408133579.6329,1407388671.5443
-5.0,1408133514.994,1407388624.6454
-5.0,1408133537.2778,1407388616.0115
-5.0,1408133525.871,1407388631.87
-5.0,1408133520.6215,1407388610.9822
-5.0,1408133494.8502,1407388602.841
-5.0,1408133489.7349,1407388583.5709
-5.0,1408133535.794,1407388638.8826
-5.0,1408133502.7184,1407388606.8683
-5.0,1408133478.5035,1407388594.3436
-5.0,1408133505.3876,1407388599.4123
-5.0,1408133503.2213,1407388588.0033
-5.0,1408133596.2138,1407388618.9301
-5.0,1408133520.5937,1407388577.7469
-5.0,1408133553.9108,1407388648.9489
-5.0,1408133536.4262,1407388616.087
-5.0,1408133547.2751,1407388630.6075
-5.0,1408133541.6982,1407388589.5063
-5.0,1408133561.9845,1407388585.5891
-5.0,1408133555.2569,1407388639.9499
-5.0,1408133556.628,1407388602.3805
-5.0,1408133515.2612,1407388617.7207
-5.0,1408133531.4986,1407388587.5093
-5.0,1408133517.7743,1407388593.7385
-5.0,1408133539.191,1407388605.1584
-5.0,1408133552.8471,1407388568.6862
-5.0,1408133527.4001,1407388584.8623
-5.0,1408133546.9064,1407388575.6906
-5.0,1408133503.8132,1407388591.351
-5.0,1408133580.5556,1407388571.4959
-5.0,1408133535.1445,1407388607.9679
-5.0,1408133493.9086,1407388564.2469
-5.0,1408133543.6032,1407388626.3956
-5.0,1408133552.374,1407388629.7845
-5.0,1408133572.4479,1407388620.2156
-5.0,1408133606.1181,1407388648.1632
-5.0,1408133581.4293,1407388644.7404
-5.0,1408133562.6509,1407388594.6774
-5.0,1408133570.6008,1407388570.2882
-5.0,1408133528.5654,1407388582.2885
-5.0,1408133551.8655,1407388597.6383
-5.0,1408133580.5321,1407388614.3778
-5.0,1408133581.1051,1407388638.8634
-5.0,1408133516.7027,1407388629.2056
-5.0,1408133558.1715,1407388608.313
-5.0,1408133565.9577,1407388633.1532
-5.0,1408133571.6636,1407388664.82
-5.0,1408133575.3562,1407388687.0351
-5.0,1408133587.782,1407388713.0077
-5.0,1408133552.5159,1407388673.3848
-5.0,1408133518.4797,1407388656.7584
-5.0,1408133510.5484,1407388651.7935
-5.0,1408133536.61,1407388657.5767
-5.0,1408133525.2819,1407388610.6206
-5.0,1408133546.4663,1407388664.8386
-5.0,1408133534.2145,1407388665.1781
-5.0,1408133542.2928,1407388672.3682
-5.0,1408133571.7159,1407388628.0819
-5.0,1408133583.2041,1407388657.1449
-5.0,1408133536.2253,1407388675.5151
-5.0,1408133551.8563,1407388569.0433
-5.0,1408133602.5791,1407388686.9396
-5.0,1408133538.829,1407388608.6655
-5.0,1408133575.0122,1407388592.3197
-5.0,1408133548.4643,1407388656.0644
-5.0,1408133611.5295,1407388671.3408
-5.0,1408133587.5689,1407388662.843
-5.0,1408133564.2111,1407388686.1323
-5.0,1408133540.9571,1407388645.682
-5.0,1408133572.5448,1407388651.7793
-5.0,1408133582.9682,1407388636.554
-5.0,1408133557.7532,1407388665.7851
-5.0,1408133606.9931,1407388676.7295
-5.0,1408133599.0639,1407388625.3564
-5.0,1408133608.3266,1407388687.6323
-5.0,1408133591.637,1407388642.4683
-5.0,1408133580.9166,1407388666.6962
-5.0,1408133564.5702,1407388629.4332
-5.0,1408133541.2262,1407388583.4962
-5.0,1408133573.9134,1407388651.6436
-5.0,1408133558.6689,1407388601.8101
-5.0,1408133528.9456,1407388576.1987
-5.0,1408133589.6342,1407388617.7659
-5.0,1408133601.5302,1407388674.0878
-5.0,1408133562.0176,1407388683.7446
-5.0,1408133595.5468,1407388626.8552
-5.0,1408133554.6199,1407388678.3669
-4.5,1482065088.898,1481392764.9269
-4.5,1482065094.2636,1481392827.359
-4.5,1482065107.7484,1481392813.2027
-4.5,1482065110.4968,1481392876.7036
-4.5,1482065126.4703,1481392893.7864
-4.5,1482065143.585,1481392851.8725
-4.5,1482065124.9168,1481392844.7533
-4.5,1482065106.9025,1481392848.4165
-4.5,1482065127.979,1481392875.2369
-4.5,1482065116.1918,1481392900.2236
-4.5,1482065107.048,1481392845.2792
-4.5,1482065108.3834,1481392838.8161
-4.5,1482065106.8023,1481392811.6639
-4.5,1482065092.978,1481392773.88
-4.5,1482065077.9357,1481392807.3526
-4.5,1482065121.3475,1481392835.3876
-4.5,1482065126.6174,1481392842.8334
-4.5,1482065110.5988,1481392835.8953
-4.5,1482065110.6482,1481392858.4705
-4.5,1482065101.2579,1481392859.4173
-4.5,1482065117.0386,1481392845.9715
-4.5,1482065124.1736,1481392842.6774
-4.5,1482065085.455,1481392814.7174
-4.5,1482065120.6521,1481392851.5094
-4.5,1482065132.3207,1481392835.7067
-4.5,1482065114.2331,1481392852.754
-4.5,1482065119.3501,1481392838.557
-4.5,1482065122.3303,1481392808.3554
-4.5,1482065128.2624,1481392837.4245
-4.5,1482065124.4651,1481392788.5083
-4.5,1482065126.1205,1481392832.9997
-4.5,1482065116.4911,1481392866.714
-4.5,1482065104.552,1481392811.3084
-4.5,1482065124.1874,1481392830.9896
-4.5,1482065128.5259,1481392811.474
-4.5,1482065114.0115,1481392841.3339
-4.5,1482065098.9238,1481392869.4784
-4.5,1482065099.4741,1481392818.5941
-4.5,1482065081.4231,1481392857.91
-4.5,1482065083.9302,1481392888.697
-4.5,1482065129.5676,1481392894.693
-4.5,1482065119.2618,1481392892.2787
-4.5,1482065125.9463,1481392835.9963
-4.5,1482065131.9936,1481392862.2599
-4.5,1482065106.5952,1481392859.6553
-4.5,1482065141.5232,1481392880.0901
-4.5,1482065111.2783,1481392850.2863
-4.5,1482065115.4675,1481392853.2283
-4.5,1482065110.9209,1481392837.8368
-4.5,1482065092.4771,1481392832.0938
-4.5,1482065143.3216,1481392813.1168
-4.5,1482065104.4971,1481392778.7572
-4.5,1482065163.3596,1481392821.8047
-4.5,1482065130.6032,1481392807.1008
-4.5,1482065133.3043,1481392841.111
-4.5,1482065171.5831,1481392861.7206
-4.5,1482065131.3696,1481392867.3787
-4.5,1482065144.4322,1481392808.1611
-4.5,1482065143.7025,1481392822.2644
-4.5,1482065150.5541,1481392865.9646
-4.5,1482065149.3986,1481392843.6488
-4.5,1482065110.6741,1481392908.7919
-4.5,1482065156.3991,1481392866.9404
-4.5,1482065138.8619,1481392838.1043
-4.5,1482065178.0121,1481392864.9822
-4.5,1482065099.3035,1481392850.1839
-4.5,1482065093.7538,1481392846.2071
-4.5,1482065113.0764,1481392850.6644
-4.5,1482065127.0806,1481392813.0212
-4.5,1482065155.6535,1481392806.3851
-4.5,1482065087.3944,1481392792.2613
-4.5,1482065087.5284,1481392798.5474
-4.5,1482065081.14,1481392777.9499
-4.5,1482065116.2015,1481392817.305
-4.5,1482065134.9801,1481392810.3778
-4.5,1482065123.9606,1481392801.8091
-4.5,1482065113.2533,1481392828.2939
-4.5,1482065135.754,1481392860.3119
-4.5,1482065129.6564,1481392860.0617
-4.5,1482065126.986,1481392831.7995
-4.5,1482065158.2977,1481392861.3048
-4.5,1482065146.8236,1481392853.8182
-4.5,1482065160.1089,1481392830.2638
-4.5,1482065068.6699,1481392825.5103
-4.5,1482065117.822,1481392837.7312
-4.5,1482065100.5945,1481392844.4396
-4.5,1482065122.7384,1481392821.852
-4.5,1482065095.8897,1481392822.65
-4.5,1482065119.7988,1481392823.4149
-4.5,1482065098.1205,1481392826.5632
-4.5,1482065109.54,1481392796.845
-4.5,1482065106.774,1481392815.8291
-4.5,1482065106.5647,1481392805.1914
-4.5,1482065160.1782,1481392764.1633
-4.5,1482065093.8786,1481392754.8545
-4.5,1482065128.8983,1481392807.547
-4.5,1482065162.1287,1481392859.4854
-4.5,1482065158.9143,1481392834.3381
-4.5,1482065146.8139,1481392851.0329
-4.5,1482065130.3388,1481392848.3126
-4.0,1555996608.4949,1555397017.4663
-4.0,1555996638.7465,1555397019.4831
-4.0,1555996584.4472,1555397025.3106
-4.0,1555996569.9549,1555397041.3406
-4.0,1555996605.1234,1555397068.5485
-4.0,1555996596.4526,1555397051.5142
-4.0,1555996568.4077,1555397036.4875
-4.0,1555996611.3528,1555397066.3578
-4.0,1555996574.3624,1555396997.157
-4.0,1555996575.6333,1555397018.3925
-4.0,1555996604.1983,1555397042.9639
-4.0,1555996581.458,1555397028.4802
-4.0,1555996610.77,1555397009.1732
-4.0,1555996592.1449,1555397000.1981
-4.0,1555996571.5809,1555397003.116
-4.0,1555996589.3589,1555397051.9521
-4.0,1555996602.1853,1555397046.1877
-4.0,1555996583.0517,1555397070.7796
-4.0,1555996524.5513,1555396986.4624
-4.0,1555996551.3187,1555397006.763
-4.0,1555996581.1898,1555397023.0828
-4.0,1555996534.0753,1555396990.026
-4.0,1555996551.308,1555396996.2616
-4.0,1555996571.7636,1555397016.1925
-4.0,1555996591.9716,1555397000.1635
-4.0,1555996562.7856,1555397010.0091
-4.0,1555996575.6217,1555397010.9588
-4.0,1555996603.224,1555397053.3501
-4.0,1555996592.0161,1555397032.084
-4.0,1555996575.8671,1555397002.4256
-4.0,1555996591.8462,1555397034.8259
-4.0,1555996560.3789,1555397004.3911
-4.0,1555996570.0649,1555397038.7049
-4.0,1555996611.9962,1555397042.812
-4.0,1555996596.119,1555397070.3388
-4.0,1555996541.4382,1555396993.2327
-4.0,1555996539.0049,1555397018.2156
-4.0,1555996585.9476,1555397056.7549
-4.0,1555996528.5271,1555397035.4145
-4.0,1555996559.2082,1555397042.1984
-4.0,1555996589.93,1555397062.1677
-4.0,1555996602.0047,1555397030.6831
-4.0,1555996551.8096,1555397012.7835
-4.0,1555996526.1114,1555396993.419
-4.0,1555996586.0115,1555397004.6822
-4.0,1555996562.5334,1555397025.9328
-4.0,1555996489.2127,1555396962.7174
-4.0,1555996522.0164,1555397000.4341
-4.0,1555996547.715,1555397017.9489
-4.0,1555996529.5823,1555397017.2796
-4.0,1555996532.2591,1555397024.5773
-4.0,1555996585.1107,1555397067.0086
-4.0,1555996596.2636,1555396996.5996
-4.0,1555996578.7247,1555397027.5673
-4.0,1555996560.8634,1555396988.0511
-4.0,1555996586.5423,1555397011.1779
-4.0,1555996588.956,1555397035.3514
-4.0,1555996616.582,1555397052.6007
-4.0,1555996576.9537,1555397040.9467
-4.0,1555996584.62,1555397043.5501
-4.0,1555996550.869,1555397053.9296
-4.0,1555996576.0543,1555397022.3309
-4.0,1555996605.8865,1555397030.8306
-4.0,1555996533.4769,1555397029.5075
-4.0,1555996557.4802,1555397024.5551
-4.0,1555996604.2042,1555397058.8653
-4.0,1555996572.2885,1555397033.7379
-4.0,1555996568.6399,1555397072.8105
-4.0,1555996550.883,1555397070.0621
-4.0,1555996560.9048,1555397038.001
-4.0,1555996502.1815,1555397010.3452
-4.0,1555996576.4591,1555397099.3447
-4.0,1555996601.7057,1555397075.3558
-4.0,1555996586.5709,1555397035.6743
-4.0,1555996560.9882,1555397061.566
-4.0,1555996601.5167,1555397090.7462
-4.0,1555996537.1353,1555397047.401
-4.0,1555996618.605,1555397095.1562
-4.0,1555996617.6428,1555397053.4074
-4.0,1555996563.5057,1555396999.9173
-4.0,1555996589.1969,1555397035.2568
-4.0,1555996566.1054,1555397040.956
-4.0,1555996541.8896,1555397028.5199
-4.0,1555996497.3352,1555397033.0224
-4.0,1555996576.6301,1555397042.6778
-4.0,1555996562.2396,1555397061.1411
-4.0,1555996545.2658,1555396989.7406
-4.0,1555996568.5973,1555397014.7165
-4.0,1555996501.6602,1555396989.5536
-4.0,1555996580.9707,1555397068.9641
-4.0,1555996564.0197,1555397037.5943
-4.0,1555996575.3603,1555397073.7883
-4.0,1555996558.2479,1555397094.2977
-4.0,1555996579.8268,1555397025.658
-4.0,1555996570.1573,1555397071.888
-4.0,1555996587.8388,1555397024.4129
-4.0,1555996608.6724,1555397022.4027
-4.0,1555996588.9257,1555396997.9183
-4.0,1555996541.8298,1555397048.5911
-4.0,1555996563.8526,1555397075.5846
-3.5,1629927952.1975,1629401061.5494
-3.5,1629927980.3327,1629401093.7771
-3.5,1629927991.6179,1629401111.5971
-3.5,1629928002.7914,1629401086.2922
-3.5,1629927945.0484,1629401089.4835
-3.5,1629927952.1081,1629401055.3835
-3.5,1629927913.0876,1629401084.5002
-3.5,1629927933.4255,1629401065.9762
-3.5,1629927977.892,1629401097.4984
-3.5,1629927959.2124,1629401087.8171
-3.5,1629927976.4694,1629401067.0686
-3.5,1629928005.8623,1629401096.9684
-3.5,1629927957.2014,1629401065.5236
-3.5,1629927932.1828,1629401153.9876
-3.5,1629927983.6375,1629401070.3624
-3.5,1629927977.6356,1629401102.9634
-3.5,1629927948.477,1629401039.5458
-3.5,1629927949.3855,1629401074.3354
-3.5,1629927946.8249,1629401053.8185
-3.5,1629927943.9506,1629401082.0684
-3.5,1629927994.5217,1629401064.5215
-3.5,1629927980.3651,1629401098.8179
-3.5,1629928007.6219,1629401096.2291
-3.5,1629927928.8137,1629401052.8754
-3.5,1629927949.2874,1629401052.0804
-3.5,1629927947.1785,1629401050.3208
-3.5,1629927948.1388,1629401079.8195
-3.5,1629927938.5114,1629401053.3513
-3.5,1629927975.6366,1629401110.0688
-3.5,1629927972.1445,1629401035.3977
-3.5,1629927967.0283,1629401039.8676
-3.5,1629927999.2263,1629401094.0294
-3.5,1629927952.8966,1629401051.371
-3.5,1629927954.8984,1629401051.5115
-3.5,1629927943.3636,1629400993.0894
-3.5,1629927934.6639,1629401046.7408
-3.5,1629927956.5682,1629401063.5119
-3.5,1629927897.5651,1629401028.0077
-3.5,1629927960.6994,1629401061.8698
-3.5,1629927970.1759,1629401102.7739
-3.5,1629927992.617,1629401033.9066
-3.5,1629927988.4389,1629401078.2455
-3.5,1629927966.3588,1629401085.7931
-3.5,1629927965.7346,1629401073.2484
-3.5,1629927988.7191,1629401093.2234
-3.5,1629927968.6723,1629401073.3906
-3.5,1629927992.096,1629401080.5344
-3.5,1629927949.7563,1629401071.2298
-3.5,1629927979.9493,1629401056.7414
-3.5,1629927968.5491,1629401057.348
-3.5,1629927962.1681,1629401044.3953
-3.5,1629927935.8051,1629401007.368
-3.5,1629927976.778,1629401080.7856
-3.5,1629927908.6665,1629401031.0048
-3.5,1629927922.1269,1629401027.8553
-3.5,1629928003.3226,1629401089.3129
-3.5,1629928003.1456,1629401087.3053
-3.5,1629927936.0786,1629401040.5716
-3.5,1629927959.4594,1629401075.7327
-3.5,1629927977.6078,1629401058.6396
-3.5,1629927969.4263,1629401067.5055
-3.5,1629927933.07,1629401021.4627
-3.5,1629927984.7037,1629401066.7725
-3.5,1629927941.7561,1629401050.8618
-3.5,1629927984.8424,1629401036.4686
-3.5,1629927963.5729,1629401060.5867
-3.5,1629927965.2616,1629401065.2229
-3.5,1629927959.4458,1629401045.3281
-3.5,1629927945.4334,1629401069.3341
-3.5,1629927954.1331,1629401053.2702
-3.5,1629927941.7443,1629401023.7416
-3.5,1629927961.9825,1629401086.7918
-3.5,1629927934.7824,1629401049.1721
-3.5,1629927933.3889,1629401049.5254
-3.5,1629927975.1137,1629401071.0002
-3.5,1629928005.7651,1629401105.3744
-3.5,1629928012.6513,1629401076.1066
-3.5,1629927940.8619,1629401102.4746
-3.5,1629927989.7396,1629401035.8315
-3.5,1629927963.284,1629401041.3392
-3.5,1629927986.1292,1629401121.2652
-3.5,1629927910.3268,1629401049.9955
-3.5,1629927978.8298,1629401018.3187
-3.5,1629927986.2196,1629401021.06
-3.5,1629927969.3872,1629401033.8637
-3.5,1629927993.5442,1629401089.6683
-3.5,1629927972.5872,1629401022.1533
-3.5,1629927934.7798,1629401018.2617
-3.5,1629927955.4487,1629401014.5446
