# INL run# soak = 5# samples_per_meter_per_step = 5# NPLC = 100dac_counts,3458A_volt,3458B_volt,ambient_temp
8192,-10.24138935,-10.241446,21.731204411759972
8192,-10.24138954,-10.24144597,21.803375472896732
9216,-10.22106969,-10.22112571,21.875546591077
9216,-10.22106925,-10.22112579,21.896166921034457
9216,-10.22106902,-10.22112568,21.988958463468588
9216,-10.22106972,-10.22112571,22.03535427004681
9216,-10.22106997,-10.22112579,22.07143991368357
10240,-10.20074943,-10.20080612,22.081750100199134
10240,-10.2007497,-10.20080651,22.08690519389347
10240,-10.20074986,-10.20080622,22.097215382155262
10240,-10.20075014,-10.20080619,22.12814595392556
10240,-10.20074954,-10.20080638,22.12814595392556
11264,-10.18043151,-10.18048754,22.164231634233147
11264,-10.18043121,-10.18048729,22.164231634233147
11264,-10.18043103,-10.18048699,22.14876634092652
11264,-10.18043161,-10.18048737,22.133301050239243
11264,-10.18043098,-10.18048685,22.081750100199134
12288,-10.16011172,-10.16016823,22.02504408876994
12288,-10.1601118,-10.16016825,22.019888998568057
12288,-10.16011188,-10.16016819,22.019888998568057
12288,-10.16011197,-10.16016812,22.055974636093016
12288,-10.16011178,-10.16016765,22.061129728332162
13312,-10.13979226,-10.13984744,22.066284820862347
13312,-10.13979253,-10.13984808,22.08690519389347
13312,-10.13979213,-10.1398482,22.138456146843964
13312,-10.13979182,-10.13984823,22.169386732584098
13312,-10.13979129,-10.13984783,22.179696930159118
14336,-10.11947251,-10.119529,22.262178552668775
14336,-10.11947269,-10.11952858,22.262178552668775
14336,-10.11947176,-10.11952853,22.287954074982554
14336,-10.11947226,-10.11952869,22.30341939186328
14336,-10.11947161,-10.11952834,22.293109180318424
15360,-10.09915292,-10.09920895,22.30341939186328
15360,-10.09915305,-10.09920902,22.282798969937723
15360,-10.09915305,-10.09920923,22.287954074982554
15360,-10.09915335,-10.09920882,22.298264285945333
15360,-10.09915286,-10.09920863,22.298264285945333
16384,-10.0788361,-10.07889242,22.287954074982554
16384,-10.0788363,-10.07889189,22.31372960457229
16384,-10.07883639,-10.07889216,22.282798969937723
16384,-10.07883695,-10.07889213,22.277643865183926
16384,-10.07883694,-10.07889249,22.298264285945333
17408,-10.05851706,-10.05857269,22.267333656549454
17408,-10.05851714,-10.05857215,22.236403037630954
17408,-10.05851715,-10.05857205,22.24155814005644
17408,-10.05851698,-10.05857115,22.236403037630954
17408,-10.05851615,-10.05857113,22.236403037630954
18432,-10.03819503,-10.03825083,22.246713242772966
18432,-10.03819488,-10.03825121,22.267333656549454
18432,-10.03819525,-10.03825094,22.262178552668775
18432,-10.03819557,-10.038251,22.267333656549454
18432,-10.03819525,-10.03825121,22.267333656549454
19456,-10.01787645,-10.0179328,22.282798969937723
19456,-10.01787683,-10.01793248,22.262178552668775
19456,-10.01787647,-10.01793226,22.25186834578053
19456,-10.01787657,-10.01793249,22.215782630839385
19456,-10.01787638,-10.01793239,22.22093773210072
20480,-9.997558392,-9.997614013,22.19516222870443
20480,-9.997557877,-9.997613983,22.21062752986909
20480,-9.997557788,-9.997613456,22.184852029383183
20480,-9.997557273,-9.997613925,22.179696930159118
20480,-9.997557243,-9.997614086,22.174541831226087
21504,-9.977238226,-9.9772937,22.22609283365309
21504,-9.977238093,-9.977294301,22.236403037630954
21504,-9.977238344,-9.977294535,22.282798969937723
21504,-9.97723855,-9.977294418,22.267333656549454
21504,-9.977238491,-9.977294213,22.27248876072117
22528,-9.956918767,-9.956974853,22.236403037630954
22528,-9.956918045,-9.956974867,22.231247935496505
22528,-9.956917883,-9.956974721,22.215782630839385
22528,-9.95691806,-9.956975029,22.179696930159118
22528,-9.956918016,-9.956974809,22.159076536173234
23552,-9.936598807,-9.936654833,22.117835762171307
23552,-9.936598645,-9.93665517,22.08690519389347
23552,-9.936598925,-9.936655155,22.081750100199134
23552,-9.936598424,-9.936655375,22.081750100199134
23552,-9.936598674,-9.93665539,22.138456146843964
24576,-9.91628085,-9.916337672,22.205472429189832
24576,-9.916281631,-9.916337642,22.24155814005644
24576,-9.916281425,-9.916337481,22.262178552668775
24576,-9.916281778,-9.916337569,22.298264285945333
24576,-9.916281616,-9.916337379,22.318884711363353
25600,-9.895962128,-9.896017564,22.34981535822153
25600,-9.895961966,-9.896017681,22.30341939186328
25600,-9.895962334,-9.896017681,22.287954074982554
25600,-9.895961642,-9.896017769,22.246713242772966
25600,-9.895961067,-9.896017432,22.21062752986909
26624,-9.875641328,-9.875698072,22.122990857902913
26624,-9.875641534,-9.875697852,22.092060287878848
26624,-9.875641755,-9.875697999,22.009578819037415
26624,-9.875641652,-9.875697969,21.932252509664977
26624,-9.875641652,-9.875698057,21.870391509315233
27648,-9.855323003,-9.85537899,21.767289935197915
27648,-9.855322841,-9.85537899,21.726049338147277
27648,-9.855322576,-9.855378873,21.67965368872974
27648,-9.855322753,-9.855378756,21.65903340766672
27648,-9.855322326,-9.855378814,21.61779285951052
28672,-9.835003957,-9.835060744,21.561087136209245
28672,-9.835004016,-9.835060627,21.51469157061074
28672,-9.835004399,-9.835060348,21.48891626657569
28672,-9.835004826,-9.8350607,21.48891626657569
28672,-9.835004546,-9.835060319,21.468296028586337
29696,-9.814684954,-9.814740226,21.44252073764801
29696,-9.814684645,-9.814740387,21.468296028586337
29696,-9.814684689,-9.814740387,21.452830853150225
29696,-9.814684497,-9.81474005,21.463140969816596
29696,-9.814684306,-9.814740197,21.468296028586337
30720,-9.794365495,-9.794420719,21.4476757952536
30720,-9.794365068,-9.794420778,21.4476757952536
30720,-9.794365304,-9.794421071,21.4476757952536
30720,-9.794364994,-9.794421188,21.43736568033346
30720,-9.794364788,-9.79442157,21.43736568033346
31744,-9.774046404,-9.774101491,21.43221062330995
31744,-9.774045785,-9.774101843,21.43736568033346
31744,-9.774045771,-9.774101652,21.41674545398564
31744,-9.774045565,-9.774101784,21.406435342557963
31744,-9.774045285,-9.774101388,21.401280287280677
32768,-9.753727269,-9.75378348,21.401280287280677
32768,-9.753727343,-9.75378326,21.401280287280677
32768,-9.753726916,-9.753783597,21.401280287280677
32768,-9.753727284,-9.753783758,21.396125232294434
32768,-9.753727269,-9.753784169,21.401280287280677
33792,-9.733407147,-9.733463299,21.401280287280677
33792,-9.733407118,-9.733463386,21.380660069081934
33792,-9.73340728,-9.73346346,21.354884802881863
33792,-9.733406985,-9.733463211,21.3445746984391
33792,-9.733406867,-9.733463372,21.34972975051496
34816,-9.71308539,-9.713142648,21.32910954395775
34816,-9.713085994,-9.713142311,21.32395449304604
34816,-9.713085655,-9.71314212,21.31364439209574
34816,-9.713085464,-9.713142282,21.303334292309593
34816,-9.713085655,-9.713142062,21.303334292309593
35840,-9.692767095,-9.692823919,21.31364439209574
35840,-9.692766579,-9.692824065,21.308489342057147
35840,-9.69276683,-9.692823743,21.308489342057147
35840,-9.692767139,-9.692823625,21.308489342057147
35840,-9.692766432,-9.692823625,21.31879944242537
36864,-9.672449035,-9.672505819,21.31364439209574
36864,-9.672449359,-9.672505467,21.298179242853074
36864,-9.672449315,-9.672506024,21.293024193687597
36864,-9.672449123,-9.672505673,21.282714096229757
36864,-9.672448976,-9.672506435,21.246628764295018
37888,-9.65212937,-9.652185873,21.23116362640285
37888,-9.652128766,-9.652185609,21.220853535929926
37888,-9.652129429,-9.652185506,21.215698491130023
37888,-9.652129281,-9.652185594,21.200233358476545
37888,-9.652129178,-9.652185213,21.200233358476545
38912,-9.631808982,-9.631865633,21.179613185679774
38912,-9.631809586,-9.631865604,21.174458143208177
38912,-9.631809218,-9.631865779,21.169303101027616
38912,-9.631809631,-9.63186575,21.164148059138096
38912,-9.631810176,-9.631866219,21.143527894490397
39936,-9.611490658,-9.611547094,21.13837285405607
39936,-9.611490805,-9.611546918,21.143527894490397
39936,-9.611490879,-9.611546639,21.15383797623217
39936,-9.611490481,-9.611546859,21.143527894490397
39936,-9.611490437,-9.611546976,21.128062774060528
40960,-9.591170477,-9.591226458,21.122907734499314
40960,-9.591170226,-9.591226165,21.117752695229136
40960,-9.591169372,-9.591225725,21.11259765625
40960,-9.591169608,-9.591225578,21.10228757916484
40960,-9.591169873,-9.591225974,21.091977503243832
41984,-9.570851121,-9.570906541,21.091977503243832
41984,-9.570850502,-9.570906849,21.076512391545112
41984,-9.570850458,-9.570906951,21.066202318534486
41984,-9.570850973,-9.570906658,21.066202318534486
41984,-9.570851224,-9.570906775,21.066202318534486
43008,-9.550531308,-9.550586594,21.05073721120134
43008,-9.550530719,-9.550586785,21.061047282465733
43008,-9.550531279,-9.550586609,21.055892246688018
43008,-9.550530955,-9.550586624,21.061047282465733
43008,-9.550530837,-9.550586448,21.061047282465733
44032,-9.530211761,-9.530267791,21.035272106487536
44032,-9.530212085,-9.53026741,21.045582176005702
44032,-9.530212026,-9.530267879,21.045582176005702
44032,-9.53021179,-9.530267674,21.061047282465733
44032,-9.530211878,-9.530267689,21.05073721120134
45056,-9.509893318,-9.509949208,21.055892246688018
45056,-9.509893244,-9.50994956,21.05073721120134
45056,-9.509893554,-9.509949472,21.045582176005702
45056,-9.509893436,-9.509949237,21.040427141101098
45056,-9.509893406,-9.509949193,21.045582176005702
46080,-9.489573564,-9.48962932,21.045582176005702
46080,-9.489573299,-9.489629262,21.035272106487536
46080,-9.489573181,-9.489628954,21.040427141101098
46080,-9.489573225,-9.489629218,21.030117072165012
46080,-9.489573505,-9.48962954,21.024962038133527
47104,-9.4692544,-9.469309989,21.01980700439308
47104,-9.469253958,-9.469310546,21.045582176005702
47104,-9.469254532,-9.469310327,21.040427141101098
47104,-9.469254459,-9.469310546,21.05073721120134
47104,-9.469254046,-9.469309989,21.05073721120134
48128,-9.448934587,-9.448991069,21.040427141101098
48128,-9.448934896,-9.448990644,21.014651970943667
48128,-9.44893444,-9.448990922,21.030117072165012
48128,-9.448934366,-9.448990937,21.01980700439308
48128,-9.448934012,-9.448990336,21.01980700439308
49152,-9.428615761,-9.428671533,21.009496937785297
49152,-9.428615437,-9.428671416,21.024962038133527
49152,-9.42861557,-9.428671489,21.004341904917965
49152,-9.428615982,-9.42867143,21.009496937785297
49152,-9.428615761,-9.428671005,20.99918687234167
50176,-9.408295993,-9.408352026,20.988876808062194
50176,-9.408296214,-9.40835185,20.978566744946875
50176,-9.408296553,-9.408351909,20.983721776359015
50176,-9.40829639,-9.4083521,20.973411713825772
50176,-9.408296538,-9.408352275,20.973411713825772
51200,-9.387975075,-9.388030921,20.96310165245668
51200,-9.387975252,-9.388030804,20.968256682995708
51200,-9.387975532,-9.388030628,20.96310165245668
51200,-9.387975193,-9.388030614,20.95794662220869
51200,-9.387975252,-9.388030467,20.94763656258583
52224,-9.367656485,-9.367711942,20.93732650412712
52224,-9.367657296,-9.367712045,20.93732650412712
52224,-9.367657281,-9.367711811,20.921861418621848
52224,-9.367656677,-9.367712016,20.927016446832567
52224,-9.367656692,-9.367712089,20.916706390702167
53248,-9.347339295,-9.347394635,20.921861418621848
53248,-9.347339133,-9.347394605,20.906396335735916
53248,-9.347339206,-9.347393916,20.916706390702167
53248,-9.347338337,-9.347393785,20.91155136307352
53248,-9.347337748,-9.347393447,20.91155136307352
54272,-9.327018289,-9.327074248,20.90124130868935
54272,-9.327018746,-9.327073985,20.890931255469333
54272,-9.3270177,-9.32707331,20.885776229295878
54272,-9.327017803,-9.327073427,20.896086281933822
54272,-9.327018097,-9.327073252,20.906396335735916
55296,-9.306698196,-9.306754023,20.90124130868935
55296,-9.306698241,-9.306753818,20.896086281933822
55296,-9.306698594,-9.306754009,20.890931255469333
55296,-9.306698727,-9.306753818,20.896086281933822
55296,-9.306698962,-9.306754185,20.885776229295878
56320,-9.286379282,-9.286434693,20.890931255469333
56320,-9.286379076,-9.286434194,20.880621203413465
56320,-9.286379061,-9.286434033,20.896086281933822
56320,-9.28637943,-9.286433989,20.885776229295878
56320,-9.286378929,-9.286434297,20.880621203413465
57344,-9.266061915,-9.266116886,20.90124130868935
57344,-9.266062077,-9.266116696,20.916706390702167
57344,-9.266061326,-9.266116681,20.932171475334325
57344,-9.266061502,-9.266116769,20.93732650412712
57344,-9.26606134,-9.266116256,20.93732650412712
58368,-9.245740968,-9.24579735,20.932171475334325
58368,-9.245742426,-9.245798098,20.93732650412712
58368,-9.245742043,-9.245798303,20.93732650412712
58368,-9.245742397,-9.24579845,20.93732650412712
58368,-9.245742691,-9.24579864,20.93732650412712
59392,-9.225422628,-9.225477286,20.927016446832567
59392,-9.225421465,-9.225476817,20.916706390702167
59392,-9.225421391,-9.225476817,20.906396335735916
59392,-9.2254212,-9.225476847,20.896086281933822
59392,-9.225421406,-9.225476685,20.890931255469333
60416,-9.205102875,-9.205158161,20.91155136307352
60416,-9.205103213,-9.20515822,20.896086281933822
60416,-9.205103007,-9.205158322,20.896086281933822
60416,-9.205103037,-9.205157311,20.896086281933822
60416,-9.205102875,-9.205158146,20.916706390702167
61440,-9.184784373,-9.184839798,20.906396335735916
61440,-9.184784815,-9.184839504,20.906396335735916
61440,-9.184785257,-9.184839783,20.896086281933822
61440,-9.184784476,-9.184839387,20.890931255469333
61440,-9.184784623,-9.184839504,20.87546617782209
62464,-9.164464634,-9.164519455,20.90124130868935
62464,-9.164464914,-9.164519661,20.890931255469333
62464,-9.164464266,-9.164519704,20.890931255469333
62464,-9.164464118,-9.16451925,20.865156127512456
62464,-9.16446403,-9.164519514,20.890931255469333
63488,-9.144145396,-9.14420074,20.896086281933822
63488,-9.144145028,-9.144201253,20.896086281933822
63488,-9.144145853,-9.14420118,20.906396335735916
63488,-9.14414544,-9.144200212,20.916706390702167
63488,-9.144145411,-9.144200652,20.90124130868935
64512,-9.123826084,-9.123881028,20.90124130868935
64512,-9.123826452,-9.123881101,20.896086281933822
64512,-9.123826629,-9.12388097,20.890931255469333
64512,-9.123826776,-9.123881424,20.880621203413465
64512,-9.123826614,-9.123880838,20.860001102794193
65536,-9.103508407,-9.103562636,20.860001102794193
65536,-9.103508731,-9.103562357,20.854846078366972
65536,-9.103508157,-9.103562328,20.854846078366972
65536,-9.103508496,-9.103562958,20.860001102794193
65536,-9.103508584,-9.10356243,20.84969105423079
66560,-9.083189037,-9.083243173,20.84969105423079
66560,-9.083189066,-9.083243319,20.844536030385644
66560,-9.083189611,-9.083243627,20.844536030385644
66560,-9.083189434,-9.083243671,20.834225983568466
66560,-9.083189685,-9.083244023,20.834225983568466
67584,-9.062867869,-9.062921995,20.834225983568466
67584,-9.06286778,-9.062922141,20.823915937915444
67584,-9.062867766,-9.062922464,20.803295850101858
67584,-9.062867736,-9.062922141,20.813605893426576
67584,-9.062867559,-9.062922009,20.803295850101858
68608,-9.042549146,-9.042603881,20.787830787297572
68608,-9.042549735,-9.04260372,20.782675766944884
68608,-9.042549485,-9.042603529,20.75690066954703
68608,-9.04254894,-9.042603764,20.777520746883237
68608,-9.04254919,-9.042603983,20.76721070763306
69632,-9.022230718,-9.022285532,20.76721070763306
69632,-9.022230969,-9.022285606,20.77236572711263
69632,-9.022230365,-9.022285459,20.75690066954703
69632,-9.022231145,-9.022285239,20.751745650940574
69632,-9.022231514,-9.022285532,20.762055688444526
70656,-9.001910906,-9.001965512,20.76721070763306
70656,-9.001911156,-9.001965161,20.751745650940574
70656,-9.001910832,-9.001965468,20.751745650940574
70656,-9.001910861,-9.001965117,20.751745650940574
70656,-9.001911009,-9.001965556,20.75690066954703
71680,-8.9815918,-8.981646387,20.751745650940574
71680,-8.981591329,-8.981645918,20.751745650940574
71680,-8.981591373,-8.981646138,20.75690066954703
71680,-8.981591726,-8.981646167,20.76721070763306
71680,-8.981592227,-8.981646431,20.762055688444526
72704,-8.961272532,-8.961326645,20.75690066954703
72704,-8.961272768,-8.961326294,20.751745650940574
72704,-8.961272503,-8.961326499,20.762055688444526
72704,-8.961272915,-8.961326543,20.75690066954703
72704,-8.961272959,-8.961326953,20.751745650940574
73728,-8.940953383,-8.941006758,20.74143561460078
73728,-8.940953103,-8.941006406,20.731125579425132
73728,-8.940953162,-8.941005878,20.72597056227387
73728,-8.940952013,-8.941005614,20.715660528844456
73728,-8.940951703,-8.94100557,20.710505512566307
74752,-8.920632244,-8.920685902,20.710505512566307
74752,-8.920632244,-8.920685858,20.731125579425132
74752,-8.920632377,-8.920686063,20.705350496579193
74752,-8.920631979,-8.920685858,20.720815545413643
74752,-8.92063195,-8.920685785,20.746590632625157
75776,-8.900312034,-8.900365765,20.75690066954703
75776,-8.900312314,-8.900366014,20.75690066954703
75776,-8.900312225,-8.900365882,20.75690066954703
75776,-8.900311872,-8.900365501,20.762055688444526
75776,-8.900311739,-8.900365633,20.762055688444526
76800,-8.879993282,-8.880047284,20.77236572711263
76800,-8.879993282,-8.880047079,20.782675766944884
76800,-8.879993635,-8.880046947,20.792985807941296
76800,-8.879993488,-8.880048208,20.77236572711263
76800,-8.879994313,-8.880047885,20.762055688444526
77824,-8.859675679,-8.859729244,20.75690066954703
77824,-8.859675605,-8.859729596,20.751745650940574
77824,-8.859675708,-8.859728819,20.751745650940574
77824,-8.859675664,-8.859728643,20.746590632625157
77824,-8.859675634,-8.859728994,20.751745650940574
78848,-8.839355262,-8.839408549,20.736280596867438
78848,-8.839354953,-8.839408535,20.736280596867438
78848,-8.839354746,-8.839408344,20.746590632625157
78848,-8.839354688,-8.839408242,20.746590632625157
78848,-8.839355247,-8.839408432,20.75690066954703
79872,-8.819036171,-8.819090098,20.751745650940574
79872,-8.81903567,-8.819089702,20.762055688444526
79872,-8.819035936,-8.819089996,20.77236572711263
79872,-8.819035921,-8.819090333,20.751745650940574
79872,-8.819036363,-8.819090069,20.762055688444526
80896,-8.798717316,-8.798771075,20.75690066954703
80896,-8.798717213,-8.798771031,20.751745650940574
80896,-8.798717684,-8.79877087,20.75690066954703
80896,-8.798717817,-8.798771105,20.762055688444526
80896,-8.798718038,-8.798771075,20.746590632625157
81920,-8.778401436,-8.778454398,20.75690066954703
81920,-8.778401157,-8.778454574,20.762055688444526
81920,-8.778400994,-8.778454119,20.75690066954703
81920,-8.778401127,-8.77845431,20.746590632625157
81920,-8.778401127,-8.778454603,20.736280596867438
82944,-8.758080917,-8.75813407,20.746590632625157
82944,-8.758081329,-8.75813429,20.746590632625157
82944,-8.758081211,-8.758134364,20.751745650940574
82944,-8.758081108,-8.758134451,20.746590632625157
82944,-8.75808102,-8.758134393,20.736280596867438
83968,-8.737759631,-8.737813567,20.746590632625157
83968,-8.737759381,-8.737813083,20.746590632625157
83968,-8.737759012,-8.737812687,20.746590632625157
83968,-8.737759027,-8.737812966,20.72597056227387
83968,-8.737758467,-8.737811763,20.74143561460078
84992,-8.717439701,-8.717492799,20.715660528844456
84992,-8.717439627,-8.71749274,20.710505512566307
84992,-8.717439538,-8.717492916,20.70019548088312
84992,-8.717439848,-8.71749321,20.695040465478087
84992,-8.71743973,-8.71749299,20.684730435541134
86016,-8.697122363,-8.697175521,20.67957542100921
86016,-8.697122201,-8.697175682,20.67442040676833
86016,-8.697122112,-8.697175638,20.67442040676833
86016,-8.69712198,-8.697175213,20.684730435541134
86016,-8.697122215,-8.697175858,20.70019548088312
87040,-8.676802137,-8.67685531,20.70019548088312
87040,-8.676802535,-8.676855252,20.705350496579193
87040,-8.676801622,-8.676854533,20.70019548088312
87040,-8.67680227,-8.676854812,20.710505512566307
87040,-8.676802211,-8.676854944,20.70019548088312
88064,-8.656482266,-8.656535041,20.68988545036409
88064,-8.656481986,-8.656535012,20.684730435541134
88064,-8.656482443,-8.656535349,20.67957542100921
88064,-8.656482266,-8.656535305,20.67957542100921
88064,-8.656481942,-8.656535569,20.684730435541134
89088,-8.636162704,-8.636215769,20.67957542100921
89088,-8.636162439,-8.636215285,20.68988545036409
89088,-8.63616263,-8.6362153,20.695040465478087
89088,-8.636162586,-8.636215798,20.70019548088312
89088,-8.636162984,-8.636215373,20.715660528844456
90112,-8.615842582,-8.615895221,20.70019548088312
90112,-8.615842832,-8.615895324,20.695040465478087
90112,-8.615843141,-8.615894767,20.695040465478087
90112,-8.615842773,-8.615895192,20.68988545036409
90112,-8.615842155,-8.615895016,20.70019548088312
91136,-8.595522843,-8.595575656,20.695040465478087
91136,-8.595522769,-8.595575465,20.67957542100921
91136,-8.595522607,-8.595575539,20.684730435541134
91136,-8.595522533,-8.595575656,20.67957542100921
91136,-8.595522474,-8.595575304,20.67957542100921
92160,-8.575202456,-8.575255138,20.67442040676833
92160,-8.575202308,-8.575255299,20.664110379159684
92160,-8.575202308,-8.575255651,20.67957542100921
92160,-8.575202765,-8.575255475,20.67442040676833
92160,-8.575202603,-8.575255064,20.67442040676833
93184,-8.554883924,-8.554936613,20.664110379159684
93184,-8.554883733,-8.554936379,20.638335315231235
93184,-8.554883586,-8.554936437,20.648645339929498
93184,-8.554883306,-8.554936349,20.63318030331866
93184,-8.5548836,-8.554936716,20.643490327434847
94208,-8.5345656,-8.534618338,20.617715269327164
94208,-8.534565747,-8.534618177,20.62802529169712
94208,-8.534565821,-8.534618221,20.62802529169712
94208,-8.534565452,-8.534617957,20.62802529169712
94208,-8.53456557,-8.53461825,20.612560258578743
95232,-8.514245728,-8.514297761,20.602250237955012
95232,-8.514245419,-8.514298377,20.60740524812136
95232,-8.514245286,-8.514297805,20.612560258578743
95232,-8.51424564,-8.514297952,20.612560258578743
95232,-8.514245227,-8.514298274,20.60740524812136
96256,-8.493926151,-8.493978811,20.612560258578743
96256,-8.493926181,-8.493978679,20.602250237955012
96256,-8.493926416,-8.493978958,20.617715269327164
96256,-8.493926652,-8.493978811,20.60740524812136
96256,-8.493927094,-8.493978811,20.60740524812136
97280,-8.473607119,-8.473659554,20.602250237955012
97280,-8.473606869,-8.473659642,20.602250237955012
97280,-8.473606972,-8.473659422,20.602250237955012
97280,-8.473606574,-8.473659466,20.617715269327164
97280,-8.473606869,-8.473659627,20.602250237955012
98304,-8.453290282,-8.453342099,20.617715269327164
98304,-8.453290267,-8.453342114,20.622870280366623
98304,-8.453289899,-8.453342495,20.612560258578743
98304,-8.453290297,-8.453342745,20.612560258578743
98304,-8.453290503,-8.453342745,20.63318030331866
99328,-8.432970587,-8.433022695,20.648645339929498
99328,-8.432970617,-8.433023121,20.65895536579192
99328,-8.43296991,-8.433022563,20.67442040676833
99328,-8.432969674,-8.433021801,20.65895536579192
99328,-8.432970278,-8.433021698,20.664110379159684
100352,-8.412648683,-8.412700462,20.65895536579192
100352,-8.412648653,-8.412700213,20.669265392818488
100352,-8.412648727,-8.412700843,20.67442040676833
100352,-8.412648315,-8.41270052,20.67442040676833
100352,-8.412648595,-8.412700418,20.65895536579192
101376,-8.3923308,-8.392383227,20.65895536579192
101376,-8.392331139,-8.392383051,20.653800352715187
101376,-8.392331345,-8.392383462,20.67957542100921
101376,-8.392331301,-8.392383491,20.67442040676833
101376,-8.392330329,-8.392383477,20.67442040676833
102400,-8.372013639,-8.372065685,20.648645339929498
102400,-8.372013565,-8.372065788,20.648645339929498
102400,-8.37201358,-8.372065626,20.669265392818488
102400,-8.372013712,-8.372065553,20.67442040676833
102400,-8.372013683,-8.372065729,20.669265392818488
103424,-8.351693384,-8.351745313,20.669265392818488
103424,-8.351693149,-8.351745401,20.664110379159684
103424,-8.351692766,-8.35174502,20.67442040676833
103424,-8.351692972,-8.351745181,20.695040465478087
103424,-8.351693016,-8.351745108,20.684730435541134
104448,-8.331373483,-8.33142522,20.684730435541134
104448,-8.33137366,-8.331425074,20.70019548088312
104448,-8.331373483,-8.331425308,20.67957542100921
104448,-8.331373542,-8.331424971,20.67442040676833
104448,-8.331373748,-8.331425044,20.648645339929498
105472,-8.311054363,-8.311106036,20.653800352715187
105472,-8.311054112,-8.311105904,20.65895536579192
105472,-8.311054451,-8.311106036,20.648645339929498
105472,-8.311054893,-8.311105977,20.643490327434847
105472,-8.311054937,-8.311106432,20.63318030331866
106496,-8.29073704,-8.290788171,20.653800352715187
106496,-8.29073673,-8.290788113,20.648645339929498
106496,-8.29073673,-8.290788464,20.638335315231235
106496,-8.290736671,-8.29078842,20.622870280366623
106496,-8.29073673,-8.290788245,20.63318030331866
107520,-8.270417124,-8.270468445,20.638335315231235
107520,-8.270417109,-8.27046865,20.617715269327164
107520,-8.270416903,-8.270468401,20.62802529169712
107520,-8.270416888,-8.270468591,20.63318030331866
107520,-8.270416756,-8.270468665,20.617715269327164
108544,-8.250096206,-8.250148263,20.62802529169712
108544,-8.250096383,-8.25014775,20.638335315231235
108544,-8.250096221,-8.250147604,20.63318030331866
108544,-8.250096177,-8.250147633,20.643490327434847
108544,-8.250096162,-8.250147794,20.638335315231235
109568,-8.22977769,-8.229829416,20.617715269327164
109568,-8.22977769,-8.229829431,20.622870280366623
109568,-8.229777071,-8.229829651,20.60740524812136
109568,-8.229777337,-8.229829402,20.60740524812136
109568,-8.229777351,-8.22982949,20.612560258578743
110592,-8.209459188,-8.209511083,20.612560258578743
110592,-8.209459174,-8.209511537,20.602250237955012
110592,-8.209459675,-8.209511845,20.591940218495438
110592,-8.209459896,-8.209511698,20.581630200200017
110592,-8.209459454,-8.209511376,20.591940218495438
111616,-8.189138993,-8.189191224,20.591940218495438
111616,-8.189139553,-8.189191327,20.591940218495438
111616,-8.1891397,-8.189191092,20.58678520920221
111616,-8.189139685,-8.189191151,20.597095228079706
111616,-8.18913917,-8.189191415,20.591940218495438
112640,-8.168820859,-8.168872098,20.591940218495438
112640,-8.168820418,-8.168872274,20.58678520920221
112640,-8.168819976,-8.168871439,20.58678520920221
112640,-8.168820256,-8.168872245,20.57647519148886
112640,-8.168820447,-8.168872216,20.58678520920221
