# INL run# soak = 10# samples_per_meter_per_step = 5# NPLC = 100# Temp = 20dac_counts,3458A_volt,arroyo_temperature
0,-10.40394246,19.967
0,-10.40394204,19.968
0,-10.40394224,19.969
0,-10.40394341,19.969
0,-10.40394317,19.97
16384,-10.07883454,19.972
16384,-10.07883484,19.972
16384,-10.07883475,19.973
16384,-10.07883503,19.973
16384,-10.07883541,19.973
32768,-9.753727637,19.974
32768,-9.75372771,19.974
32768,-9.75372771,19.974
32768,-9.753727534,19.975
32768,-9.753727696,19.975
49152,-9.428617697,19.976
49152,-9.428617859,19.976
49152,-9.428617712,19.977
49152,-9.428617638,19.978
49152,-9.428617992,19.979
65536,-9.103509614,19.978
65536,-9.103509923,19.978
65536,-9.103509673,19.978
65536,-9.103509776,19.978
65536,-9.103509938,19.979
81920,-8.778401604,19.981
81920,-8.778401427,19.981
81920,-8.778401103,19.984
81920,-8.778401648,19.984
81920,-8.778401353,19.984
98304,-8.453292165,19.986
98304,-8.453291915,19.986
98304,-8.453292386,19.986
98304,-8.453291753,19.986
98304,-8.453291915,19.986
114688,-8.128184229,19.986
114688,-8.128184052,19.986
114688,-8.128184244,19.985
114688,-8.128184656,19.985
114688,-8.128184096,19.984
131072,-7.803074908,19.984
131072,-7.803075365,19.982
131072,-7.803075188,19.982
131072,-7.803075453,19.983
131072,-7.803075173,19.982
147456,-7.477967384,19.983
147456,-7.477967266,19.983
147456,-7.477967414,19.984
147456,-7.47796762,19.986
147456,-7.477967502,19.986
163840,-7.152857901,19.985
163840,-7.152858004,19.985
163840,-7.152858019,19.986
163840,-7.152858196,19.987
163840,-7.152858211,19.987
180224,-6.827748831,19.988
180224,-6.827748963,19.987
180224,-6.827748949,19.988
180224,-6.827749081,19.987
180224,-6.827749052,19.986
196608,-6.502639878,19.987
196608,-6.502639952,19.986
196608,-6.502639981,19.985
196608,-6.502639922,19.986
196608,-6.502639922,19.987
212992,-6.177531515,19.987
212992,-6.177531647,19.987
212992,-6.177531338,19.987
212992,-6.177531544,19.987
212992,-6.177531809,19.987
229376,-5.85242265,19.989
229376,-5.852422459,19.989
229376,-5.852422783,19.989
229376,-5.852422606,19.989
229376,-5.852422606,19.991
245760,-5.527314346,19.992
245760,-5.527314096,19.991
245760,-5.527314272,19.991
245760,-5.527314169,19.991
245760,-5.527314493,19.99
262144,-5.202204819,19.991
262144,-5.202204789,19.992
262144,-5.202205128,19.992
262144,-5.202205275,19.992
262144,-5.20220529,19.991
278528,-4.877096161,19.99
278528,-4.87709622,19.99
278528,-4.877095984,19.99
278528,-4.877096205,19.991
278528,-4.87709619,19.991
294912,-4.551986472,19.992
294912,-4.551986339,19.992
294912,-4.551986251,19.992
294912,-4.551986472,19.99
294912,-4.551986339,19.989
311296,-4.226877224,19.991
311296,-4.226877342,19.992
311296,-4.22687721,19.993
311296,-4.226877357,19.993
311296,-4.226877151,19.992
327680,-3.901769023,19.992
327680,-3.901768773,19.992
327680,-3.901768979,19.992
327680,-3.901769008,19.992
327680,-3.901768714,19.993
344064,-3.576660129,19.99
344064,-3.576660232,19.99
344064,-3.576659923,19.992
344064,-3.576659997,19.993
344064,-3.576660011,19.992
360448,-3.251551324,19.994
360448,-3.251551206,19.994
360448,-3.25155128,19.994
360448,-3.251551265,19.994
360448,-3.251551353,19.994
376832,-2.926441252,19.993
376832,-2.926441355,19.994
376832,-2.926441384,19.994
376832,-2.926441193,19.993
376832,-2.926441046,19.993
393216,-2.601332771,19.992
393216,-2.601332785,19.992
393216,-2.601332667,19.993
393216,-2.601332771,19.994
393216,-2.601332888,19.994
409600,-2.276224717,19.994
409600,-2.276224717,19.993
409600,-2.276224702,19.993
409600,-2.276224908,19.993
409600,-2.276224717,19.993
425984,-1.951114792,19.995
425984,-1.951114821,19.995
425984,-1.951114954,19.995
425984,-1.951114762,19.995
425984,-1.95111488,19.995
442368,-1.626006723,19.994
442368,-1.626006738,19.994
442368,-1.626006767,19.994
442368,-1.626006811,19.994
442368,-1.626006693,19.995
458752,-1.300896886,19.994
458752,-1.300896724,19.994
458752,-1.300896783,19.994
458752,-1.300896769,19.995
458752,-1.300896798,19.993
475136,-0.9757891269,19.994
475136,-0.9757893184,19.995
475136,-0.9757893626,19.995
475136,-0.9757891711,19.995
475136,-0.9757893184,19.995
491520,-0.6506781268,19.993
491520,-0.6506783477,19.993
491520,-0.6506781857,19.993
491520,-0.650678171,19.994
491520,-0.6506782446,19.994
507904,-0.3255699254,19.994
507904,-0.3255698223,19.995
507904,-0.3255696897,19.995
507904,-0.325569837,19.996
507904,-0.3255698223,19.996
524288,-0.0004615767212,19.997
524288,-0.0004616503732,19.996
524288,-0.0004614736085,19.996
524288,-0.0004614883389,19.995
524288,-0.0004614441477,19.994
540672,0.3246478767,19.995
540672,0.3246478326,19.995
540672,0.3246477442,19.996
540672,0.3246480093,19.996
540672,0.3246478178,19.995
557056,0.6497539422,19.995
