"Time","Arroyo TECSource Chamber Temp","3458A Vz"
2023-01-27 12:09:17,14.9990000,
2023-01-27 12:09:19,,9.9749652
2023-01-27 12:09:19,14.9990000,
2023-01-27 12:09:21,,9.9749644
2023-01-27 12:09:21,14.9990000,
2023-01-27 12:09:23,,9.9749644
2023-01-27 12:09:23,14.9990000,
2023-01-27 12:09:25,,9.9749646
2023-01-27 12:09:25,14.9980000,
2023-01-27 12:09:27,,9.9749645
2023-01-27 12:09:27,14.9980000,
2023-01-27 12:09:29,,9.9749646
2023-01-27 12:09:29,14.9980000,
2023-01-27 12:09:31,,9.9749646
2023-01-27 12:09:31,14.9980000,
2023-01-27 12:09:33,,9.9749646
2023-01-27 12:09:33,14.9980000,
2023-01-27 12:09:35,,9.9749646
2023-01-27 12:09:35,14.9980000,
2023-01-27 12:09:37,,9.9749647
2023-01-27 12:09:37,14.9980000,
2023-01-27 12:09:39,,9.9749643
2023-01-27 12:09:39,14.9980000,
2023-01-27 12:09:41,,9.9749640
2023-01-27 12:09:41,14.9980000,
2023-01-27 12:09:43,,9.9749643
2023-01-27 12:09:43,14.9980000,
2023-01-27 12:09:45,,9.9749643
2023-01-27 12:09:45,14.9980000,
2023-01-27 12:09:47,,9.9749644
2023-01-27 12:09:47,14.9980000,
2023-01-27 12:09:49,,9.9749643
2023-01-27 12:09:49,14.9980000,
2023-01-27 12:09:51,,9.9749643
2023-01-27 12:09:51,14.9980000,
2023-01-27 12:09:53,,9.9749642
2023-01-27 12:09:53,14.9980000,
2023-01-27 12:09:55,,9.9749644
2023-01-27 12:09:55,14.9980000,
2023-01-27 12:09:57,,9.9749646
2023-01-27 12:09:57,14.9980000,
2023-01-27 12:09:59,,9.9749644
2023-01-27 12:09:59,14.9980000,
2023-01-27 12:10:01,,9.9749644
2023-01-27 12:10:01,14.9990000,
2023-01-27 12:10:03,,9.9749648
2023-01-27 12:10:03,15.0020000,
2023-01-27 12:10:05,,9.9749645
2023-01-27 12:10:05,15.0050000,
2023-01-27 12:10:07,,9.9749642
2023-01-27 12:10:07,15.0090000,
2023-01-27 12:10:09,,9.9749644
2023-01-27 12:10:09,15.0140000,
2023-01-27 12:10:11,,9.9749646
2023-01-27 12:10:11,15.0190000,
2023-01-27 12:10:13,,9.9749647
2023-01-27 12:10:13,15.0240000,
2023-01-27 12:10:15,,9.9749645
2023-01-27 12:10:15,15.0300000,
2023-01-27 12:10:17,,9.9749647
2023-01-27 12:10:17,15.0350000,
2023-01-27 12:10:19,,9.9749648
2023-01-27 12:10:19,15.0410000,
2023-01-27 12:10:21,,9.9749646
2023-01-27 12:10:21,15.0480000,
2023-01-27 12:10:23,,9.9749649
2023-01-27 12:10:23,15.0560000,
2023-01-27 12:10:25,,9.9749649
2023-01-27 12:10:25,15.0640000,
2023-01-27 12:10:27,,9.9749648
2023-01-27 12:10:27,15.0730000,
2023-01-27 12:10:29,,9.9749643
2023-01-27 12:10:29,15.0830000,
2023-01-27 12:10:31,,9.9749645
2023-01-27 12:10:31,15.0920000,
2023-01-27 12:10:33,,9.9749642
2023-01-27 12:10:33,15.1020000,
2023-01-27 12:10:35,,9.9749640
2023-01-27 12:10:35,15.1120000,
2023-01-27 12:10:37,,9.9749642
