# INL run# soak = 10# samples_per_meter_per_step = 5# NPLC = 100# Temp = 20dac_counts,3458A_volt,arroyo_temperature
0,-10.40394056,20.001
0,-10.40394047,20.0
0,-10.40394038,20.0
0,-10.40394051,19.999
0,-10.40394017,20.0
53248,-9.347336202,20.0
53248,-9.347336231,20.0
53248,-9.347336452,20.0
53248,-9.347336717,20.0
53248,-9.347336408,20.0
104448,-8.331369353,20.0
104448,-8.331369176,19.999
104448,-8.331369338,19.999
104448,-8.331369589,19.999
104448,-8.331369559,19.999
159744,-7.234128525,19.999
159744,-7.234128215,19.999
159744,-7.234128333,19.999
159744,-7.234128628,19.999
159744,-7.234128392,19.999
212992,-6.177526012,19.999
212992,-6.177526012,19.999
212992,-6.17752588,19.998
212992,-6.177526159,19.999
212992,-6.177526174,19.999
263168,-5.18187936,19.999
263168,-5.181879581,19.999
263168,-5.181879787,19.999
263168,-5.181879758,20.0
263168,-5.181879581,19.999
315392,-4.145593715,19.999
315392,-4.14559398,19.999
315392,-4.145594068,20.0
315392,-4.14559398,20.0
315392,-4.145593891,19.999
365568,-3.149946665,19.999
365568,-3.149946488,20.0
365568,-3.149946532,20.0
365568,-3.149946473,20.001
365568,-3.149946208,20.001
421888,-2.032383828,20.001
421888,-2.032383814,20.002
421888,-2.03238374,20.002
421888,-2.032383652,20.002
421888,-2.032383652,20.002
472064,-1.036736867,20.001
472064,-1.036736882,20.0
472064,-1.036736999,20.0
472064,-1.036737073,20.0
472064,-1.03673697,20.0
524288,-0.0004527681384,20.0
524288,-0.0004526944864,20.0
524288,-0.0004526355648,20.0
524288,-0.0004525177217,20.0
524288,-0.0004526944864,20.0
574464,0.995194429,19.999
574464,0.9951943701,19.998
574464,0.9951943406,19.998
574464,0.9951942522,19.999
574464,0.9951944732,19.999
626688,2.031479544,20.0
626688,2.031479721,20.0
626688,2.031479632,20.0
626688,2.031479544,20.0
626688,2.031479588,20.0
671744,2.925529147,20.0
671744,2.925528927,20.0
671744,2.925528912,19.999
671744,2.925529,19.999
671744,2.925528956,20.0
737280,4.225964162,20.0
737280,4.225964368,20.0
737280,4.225964368,20.0
737280,4.225964427,20.0
737280,4.225964441,20.0
786432,5.201292105,19.999
786432,5.201292179,19.999
786432,5.201291855,19.999
786432,5.20129209,19.998
786432,5.201292252,19.999
851968,6.501729329,19.999
851968,6.501729299,20.0
851968,6.501729255,20.0
851968,6.50172924,20.0
851968,6.501729535,20.0
885760,7.172266333,20.0
885760,7.172266215,20.0
885760,7.172266362,20.0
885760,7.172266303,20.0
885760,7.172266288,20.0
951296,8.47270416,20.0
951296,8.472704278,20.0
951296,8.472704352,20.0
951296,8.472704145,20.0
951296,8.472704072,20.0
1048575,10.40301915,19.999
1048575,10.40301898,19.999
1048575,10.40301886,20.0
1048575,10.40301932,20.0
1048575,10.40301983,20.0
# INL run# soak = 10# samples_per_meter_per_step = 5# NPLC = 100# Temp = 25dac_counts,3458A_volt,arroyo_temperature
0,-10.4039353,25.0
0,-10.40393528,25.0
0,-10.40393527,25.001
0,-10.40393497,25.002
0,-10.40393518,25.003
53248,-9.347331974,25.004
53248,-9.347332136,25.004
