time,34420a_volt
1710433784.6288218,0.0
1710433789.9190521,1.51e-09
1710433795.2089443,4e-11
1710433800.4990664,2.18e-09
1710433805.7892466,1.19e-09
1710433811.0790725,1.96e-09
1710433816.3688293,-1.87e-09
1710433821.6588676,1.04e-09
1710433826.9489286,2.58e-09
1710433832.2386014,1.71e-09
1710433837.5284572,3.45e-09
1710433842.818262,5.5e-10
1710433848.1078587,1.82e-09
1710433853.397836,5e-11
1710433858.687593,-1.74e-09
1710433863.9774685,6e-10
1710433869.2672658,1.95e-09
1710433874.5568817,1e-10
1710433879.8465283,6.2e-10
1710433885.136286,1.25e-09
1710433890.4259334,-1.16e-09
1710433895.7153785,2.5e-10
1710433901.0051262,-2.02e-09
1710433906.294698,-1.7e-10
1710433911.5843415,-1.79e-09
1710433916.8739655,-8.3e-10
1710433922.1634524,-5.7e-10
1710433927.4528341,-1.1e-09
1710433932.7433667,9.2e-10
1710433938.034201,-2.11e-09
1710433943.3248706,1.9e-09
1710433948.6154993,3.1e-10
1710433953.9060965,4e-10
1710433959.196546,1.23e-09
1710433964.4872017,-2.82e-09
1710433969.7776551,-1.79e-09
1710433975.068235,-5e-11
1710433980.3588524,1.32e-09
1710433985.6492682,-1.86e-09
1710433990.9396906,-1.57e-09
1710433996.230102,-1.04e-09
1710434001.520438,-6.8e-10
1710434006.810624,-3.3e-10
1710434012.1008766,-2.66e-09
1710434017.3911376,-2.61e-09
1710434022.6815138,1.8e-10
1710434027.971767,1.79e-09
1710434033.2621968,-1e-11
1710434038.5525477,-1.56e-09
1710434043.8432982,-5.7e-10
1710434049.133946,-2.25e-09
1710434054.4244428,-1.69e-09
1710434059.7149415,3.8e-10
1710434065.0053196,2.1e-10
1710434070.295643,-1.56e-09
1710434075.5858283,-2.56e-09
1710434080.8764784,-1.7e-10
1710434086.1666842,-1.53e-09
1710434091.45695,-9.7e-10
1710434096.7470753,-5.9e-10
1710434102.0372334,-1.91e-09
1710434107.3272145,1.46e-09
1710434112.6172075,-1.53e-09
1710434117.9071498,9.2e-10
1710434123.1973631,-1.1e-09
1710434128.4875462,2.19e-09
1710434133.7779646,1.57e-09
1710434139.0681772,-1.01e-09
1710434144.3584375,-1.6e-10
1710434149.6487992,6.6e-10
1710434154.9386554,-3.62e-09
1710434160.2286286,-1.11e-09
1710434165.5187058,1.57e-09
1710434170.808847,-4.3e-10
1710434176.0988452,-9.3e-10
1710434181.3891575,3.1e-10
1710434186.6795852,1.25e-09
1710434191.9698217,6.6e-10
