time,W4950_volt
1693582811.1305473,-0.0
1693582829.4516106,-0.0
1693582847.7726042,-0.0
1693582866.0930805,-0.0
1693582884.4138575,-0.0
1693582902.7337193,-0.0
1693582921.0529866,-1e-06
1693582939.3718288,-0.0
1693582957.691546,-1e-06
1693582976.0107312,-0.0
1693582994.3300936,-1e-06
1693583012.6496,-0.0
1693583030.969156,-1e-06
1693583049.2893882,-0.0
1693583067.60968,-0.0
1693583085.9301386,-0.0
1693583104.2497764,-0.0
1693583122.5702693,-1e-06
1693583140.890634,-1e-06
1693583159.2112389,-1e-06
1693583177.5317073,-1e-06
1693583195.8522398,-1e-06
1693583214.172737,-1e-06
1693583232.4933457,-0.0
1693583250.8138237,-0.0
1693583269.1346185,-0.0
1693583287.455367,-0.0
1693583305.77618,-0.0
1693583324.0963702,-1e-06
1693583342.417192,-0.0
1693583360.7382658,-0.0
1693583379.0597687,-0.0
1693583397.3796842,-0.0
1693583415.7049582,0.0
1693583434.0251849,-0.0
1693583452.3462129,-0.0
1693583470.6671116,-0.0
1693583488.987807,-0.0
1693583507.3084042,-0.0
1693583525.6289518,-0.0
1693583543.9497797,0.0
1693583562.2707438,-0.0
1693583580.590615,-0.0
1693583598.9111497,-0.0
1693583617.2323086,-0.0
1693583635.5528955,-0.0
1693583653.873816,-0.0
1693583672.19443,-0.0
1693583690.5153165,-0.0
1693583708.8357472,-0.0
1693583727.1560779,-1e-06
1693583745.4764037,-1e-06
1693583763.7964616,-1e-06
1693583782.1166205,-0.0
1693583800.4372644,-1e-06
1693583818.75716,-1e-06
1693583837.0779333,-0.0
1693583855.3978229,-0.0
1693583873.7175138,-0.0
1693583892.0374715,-1e-06
1693583910.3579922,-1e-06
1693583928.677948,-1e-06
1693583946.9977148,-0.0
1693583965.3183513,-0.0
1693583983.6388197,-0.0
1693584001.959288,-0.0
1693584020.2797523,-0.0
1693584038.6009014,-0.0
1693584056.9214652,-0.0
1693584075.2416587,0.0
1693584093.5622253,0.0
1693584111.8820846,0.0
1693584130.20206,0.0
1693584148.521971,0.0
1693584166.8428385,-0.0
1693584185.1624348,-0.0
1693584203.4828339,-1e-06
1693584221.8036082,-0.0
1693584240.1242628,-1e-06
1693584258.4447036,-0.0
1693584276.7651887,-1e-06
1693584295.0838258,0.0
1693584313.404451,-0.0
1693584331.7250302,-1e-06
1693584350.0460129,-0.0
1693584368.3666577,-0.0
1693584386.6879635,-1e-06
1693584405.0088859,-0.0
1693584423.3297977,-0.0
1693584441.6511989,0.0
1693584459.9714556,-0.0
1693584478.2915084,-0.0
1693584496.6115882,-0.0
1693584514.9322686,-1e-06
1693584533.2521849,-1e-06
1693584551.5713265,-1e-06
1693584569.8916545,-1e-06
1693584588.2120278,-0.0
1693584606.5321236,-0.0
1693584624.8523605,0.0
1693584643.178234,0.0
1693584661.4989512,-1e-06
1693584679.8188915,-0.0
1693584698.1391473,-0.0
1693584716.460017,-0.0
1693584734.7850366,0.0
1693584753.1059358,-0.0
1693584771.4269478,-0.0
1693584789.753165,0.0
1693584808.0740557,-0.0
1693584826.3942444,-0.0
1693584844.7146027,0.0
1693584863.0355968,0.0
1693584881.3564892,-0.0
1693584899.6764064,0.0
1693584917.9966269,-0.0
1693584936.317572,0.0
1693584954.6379633,0.0
1693584972.9579995,-0.0
1693584991.283033,0.0
1693585009.6031938,-0.0
1693585027.923196,-0.0
1693585046.2437088,-0.0
1693585064.5641959,-1e-06
1693585082.8849783,-0.0
1693585101.2065148,-0.0
1693585119.5268652,-0.0
1693585137.846515,-0.0
1693585156.1666045,-0.0
1693585174.4872477,-0.0
1693585192.8078983,-0.0
1693585211.1274662,-0.0
1693585229.4476476,0.0
1693585247.76753,0.0
1693585266.0876613,-0.0
1693585284.4080489,-0.0
1693585302.7286417,-0.0
1693585321.0495744,-0.0
1693585339.3703206,-0.0
1693585357.6900647,-0.0
1693585376.0098753,-0.0
1693585394.3305986,-0.0
1693585412.6509485,0.0
1693585430.9714985,-0.0
1693585449.292272,-0.0
1693585467.6135528,-0.0
1693585485.933682,-1e-06
1693585504.254038,-1e-06
1693585522.5740082,-1e-06
1693585540.8938427,-0.0
1693585559.2140496,-0.0
1693585577.533868,-1e-06
1693585595.8539727,-0.0
1693585614.1749313,-0.0
1693585632.4949143,-0.0
1693585650.8197207,0.0
1693585669.1395056,-0.0
1693585687.4647133,0.0
1693585705.7843983,-0.0
1693585724.1047583,-0.0
1693585742.4247887,-0.0
1693585760.7451618,-0.0
1693585779.065687,-0.0
1693585797.3864152,-1e-06
1693585815.70662,0.0
1693585834.027525,-0.0
1693585852.3472,-0.0
1693585870.6671126,-0.0
1693585888.9874556,-0.0
1693585907.3082225,-0.0
1693585925.6284213,-1e-06
1693585943.9495237,-0.0
1693585962.2698176,-0.0
1693585980.590061,-1e-06
1693585998.9102786,-0.0
1693586017.2302215,-0.0
1693586035.5499122,-1e-06
1693586053.8701172,-0.0
1693586072.1897159,-0.0
1693586090.5100403,-1e-06
1693586108.8300767,-0.0
1693586127.1509714,-0.0
1693586145.470928,-0.0
1693586163.7911732,0.0
1693586182.111771,-0.0
1693586200.4320207,-0.0
1693586218.7527554,-0.0
1693586237.0729027,-0.0
1693586255.3937361,-1e-06
1693586273.7136033,-1e-06
1693586292.034088,-1e-06
1693586310.3545413,-1e-06
1693586328.6746812,-0.0
1693586346.9944983,-0.0
1693586365.314111,-0.0
1693586383.634262,-0.0
1693586401.954683,-0.0
1693586420.2754042,-0.0
1693586438.5965788,-0.0
1693586456.917389,-1e-06
1693586475.2371235,-0.0
1693586493.562685,0.0
1693586511.883744,-0.0
1693586530.2046428,-0.0
1693586548.5253913,-0.0
1693586566.8460877,-0.0
1693586585.1674216,-0.0
1693586603.4882336,-0.0
1693586621.8090417,-0.0
1693586640.1300755,-0.0
1693586658.4562502,0.0
1693586676.7781503,-0.0
1693586695.0995634,0.0
1693586713.4201229,-0.0
1693586731.7409785,-0.0
1693586750.0620012,-0.0
1693586768.3828177,-0.0
1693586786.7041168,-0.0
1693586805.0249908,-1e-06
1693586823.346009,-0.0
1693586841.6668973,-0.0
1693586859.9879231,-1e-06
1693586878.3088727,-0.0
1693586896.6292567,-0.0
1693586914.9499958,0.0
1693586933.2705398,-0.0
1693586951.5908759,-0.0
1693586969.911434,-0.0
1693586988.2322366,-0.0
